,drug,HC03_VC208,HC03_VC207,HC03_VC206,HC03_VC205,HC03_VC204,HC03_VC203,HC03_VC202,HC03_VC201,HC03_VC200,HC03_VC199,HC03_VC198,HC03_VC197,HC03_VC196,HC03_VC195,HC03_VC194,HC03_VC193
167,mid,HC03_VC208_2,HC03_VC207_2,HC03_VC206_1,HC03_VC205_4,HC03_VC204_4,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_3
168,mid,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_1,HC03_VC204_1,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_3,HC03_VC196_1,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1
169,mid,HC03_VC208_1,HC03_VC207_2,HC03_VC206_1,HC03_VC205_3,HC03_VC204_3,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_2,HC03_VC196_1,HC03_VC195_1,HC03_VC194_2,HC03_VC193_2
170,mid,HC03_VC208_3,HC03_VC207_3,HC03_VC206_1,HC03_VC205_3,HC03_VC204_3,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_3,HC03_VC196_1,HC03_VC195_3,HC03_VC194_1,HC03_VC193_2
171,mid,HC03_VC208_3,HC03_VC207_2,HC03_VC206_3,HC03_VC205_1,HC03_VC204_1,HC03_VC203_3,HC03_VC202_1,HC03_VC201_4,HC03_VC200_3,HC03_VC199_2,HC03_VC198_4,HC03_VC197_2,HC03_VC196_3,HC03_VC195_3,HC03_VC194_4,HC03_VC193_1
172,mid,HC03_VC208_3,HC03_VC207_1,HC03_VC206_3,HC03_VC205_3,HC03_VC204_1,HC03_VC203_4,HC03_VC202_2,HC03_VC201_4,HC03_VC200_2,HC03_VC199_2,HC03_VC198_3,HC03_VC197_2,HC03_VC196_3,HC03_VC195_2,HC03_VC194_4,HC03_VC193_3
173,mid,HC03_VC208_2,HC03_VC207_2,HC03_VC206_1,HC03_VC205_4,HC03_VC204_4,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_2,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1
174,mid,HC03_VC208_1,HC03_VC207_2,HC03_VC206_1,HC03_VC205_1,HC03_VC204_3,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1
175,mid,HC03_VC208_4,HC03_VC207_3,HC03_VC206_2,HC03_VC205_1,HC03_VC204_2,HC03_VC203_3,HC03_VC202_2,HC03_VC201_4,HC03_VC200_2,HC03_VC199_2,HC03_VC198_4,HC03_VC197_1,HC03_VC196_4,HC03_VC195_3,HC03_VC194_3,HC03_VC193_4
176,mid,HC03_VC208_2,HC03_VC207_1,HC03_VC206_2,HC03_VC205_2,HC03_VC204_3,HC03_VC203_1,HC03_VC202_1,HC03_VC201_2,HC03_VC200_1,HC03_VC199_1,HC03_VC198_2,HC03_VC197_4,HC03_VC196_2,HC03_VC195_1,HC03_VC194_4,HC03_VC193_1
177,mid,HC03_VC208_4,HC03_VC207_3,HC03_VC206_3,HC03_VC205_4,HC03_VC204_4,HC03_VC203_1,HC03_VC202_2,HC03_VC201_4,HC03_VC200_3,HC03_VC199_2,HC03_VC198_3,HC03_VC197_1,HC03_VC196_3,HC03_VC195_3,HC03_VC194_4,HC03_VC193_3
178,mid,HC03_VC208_2,HC03_VC207_3,HC03_VC206_1,HC03_VC205_1,HC03_VC204_2,HC03_VC203_2,HC03_VC202_1,HC03_VC201_3,HC03_VC200_2,HC03_VC199_2,HC03_VC198_3,HC03_VC197_4,HC03_VC196_1,HC03_VC195_3,HC03_VC194_2,HC03_VC193_4
179,mid,HC03_VC208_1,HC03_VC207_1,HC03_VC206_2,HC03_VC205_1,HC03_VC204_1,HC03_VC203_1,HC03_VC202_1,HC03_VC201_2,HC03_VC200_1,HC03_VC199_1,HC03_VC198_2,HC03_VC197_2,HC03_VC196_3,HC03_VC195_2,HC03_VC194_3,HC03_VC193_1
180,mid,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_1,HC03_VC204_1,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_4,HC03_VC196_2,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1
181,mid,HC03_VC208_2,HC03_VC207_3,HC03_VC206_1,HC03_VC205_1,HC03_VC204_3,HC03_VC203_1,HC03_VC202_1,HC03_VC201_2,HC03_VC200_1,HC03_VC199_2,HC03_VC198_2,HC03_VC197_2,HC03_VC196_1,HC03_VC195_2,HC03_VC194_2,HC03_VC193_1
182,mid,HC03_VC208_3,HC03_VC207_1,HC03_VC206_2,HC03_VC205_4,HC03_VC204_3,HC03_VC203_1,HC03_VC202_1,HC03_VC201_2,HC03_VC200_3,HC03_VC199_2,HC03_VC198_4,HC03_VC197_4,HC03_VC196_4,HC03_VC195_3,HC03_VC194_1,HC03_VC193_3
183,mid,HC03_VC208_2,HC03_VC207_3,HC03_VC206_3,HC03_VC205_3,HC03_VC204_2,HC03_VC203_3,HC03_VC202_2,HC03_VC201_3,HC03_VC200_1,HC03_VC199_2,HC03_VC198_3,HC03_VC197_2,HC03_VC196_2,HC03_VC195_3,HC03_VC194_3,HC03_VC193_1
184,mid,HC03_VC208_1,HC03_VC207_2,HC03_VC206_1,HC03_VC205_2,HC03_VC204_1,HC03_VC203_1,HC03_VC202_2,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1
185,mid,HC03_VC208_4,HC03_VC207_1,HC03_VC206_3,HC03_VC205_4,HC03_VC204_4,HC03_VC203_4,HC03_VC202_2,HC03_VC201_2,HC03_VC200_1,HC03_VC199_1,HC03_VC198_4,HC03_VC197_3,HC03_VC196_4,HC03_VC195_3,HC03_VC194_4,HC03_VC193_3
186,mid,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_2,HC03_VC204_2,HC03_VC203_2,HC03_VC202_2,HC03_VC201_2,HC03_VC200_1,HC03_VC199_2,HC03_VC198_2,HC03_VC197_1,HC03_VC196_2,HC03_VC195_3,HC03_VC194_1,HC03_VC193_1
187,mid,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_1,HC03_VC204_2,HC03_VC203_2,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_2,HC03_VC196_3,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1
188,mid,HC03_VC208_3,HC03_VC207_1,HC03_VC206_3,HC03_VC205_2,HC03_VC204_3,HC03_VC203_4,HC03_VC202_1,HC03_VC201_4,HC03_VC200_2,HC03_VC199_2,HC03_VC198_2,HC03_VC197_3,HC03_VC196_4,HC03_VC195_3,HC03_VC194_4,HC03_VC193_4
189,mid,HC03_VC208_3,HC03_VC207_3,HC03_VC206_3,HC03_VC205_3,HC03_VC204_3,HC03_VC203_4,HC03_VC202_2,HC03_VC201_4,HC03_VC200_2,HC03_VC199_2,HC03_VC198_4,HC03_VC197_3,HC03_VC196_4,HC03_VC195_2,HC03_VC194_4,HC03_VC193_4
190,mid,HC03_VC208_3,HC03_VC207_1,HC03_VC206_3,HC03_VC205_3,HC03_VC204_3,HC03_VC203_3,HC03_VC202_1,HC03_VC201_3,HC03_VC200_2,HC03_VC199_2,HC03_VC198_4,HC03_VC197_3,HC03_VC196_4,HC03_VC195_2,HC03_VC194_3,HC03_VC193_2
191,mid,HC03_VC208_2,HC03_VC207_2,HC03_VC206_1,HC03_VC205_3,HC03_VC204_2,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_3,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_2
192,mid,HC03_VC208_1,HC03_VC207_2,HC03_VC206_1,HC03_VC205_2,HC03_VC204_1,HC03_VC203_1,HC03_VC202_2,HC03_VC201_1,HC03_VC200_3,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_3
193,mid,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_1,HC03_VC204_1,HC03_VC203_1,HC03_VC202_1,HC03_VC201_2,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_3,HC03_VC196_2,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1
194,mid,HC03_VC208_1,HC03_VC207_2,HC03_VC206_1,HC03_VC205_1,HC03_VC204_4,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1
195,mid,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_4,HC03_VC204_1,HC03_VC203_2,HC03_VC202_2,HC03_VC201_2,HC03_VC200_1,HC03_VC199_1,HC03_VC198_3,HC03_VC197_1,HC03_VC196_4,HC03_VC195_2,HC03_VC194_2,HC03_VC193_2
196,mid,HC03_VC208_3,HC03_VC207_3,HC03_VC206_2,HC03_VC205_2,HC03_VC204_3,HC03_VC203_3,HC03_VC202_2,HC03_VC201_4,HC03_VC200_1,HC03_VC199_2,HC03_VC198_4,HC03_VC197_4,HC03_VC196_4,HC03_VC195_3,HC03_VC194_4,HC03_VC193_1
197,mid,HC03_VC208_2,HC03_VC207_3,HC03_VC206_2,HC03_VC205_1,HC03_VC204_1,HC03_VC203_2,HC03_VC202_2,HC03_VC201_2,HC03_VC200_1,HC03_VC199_1,HC03_VC198_3,HC03_VC197_3,HC03_VC196_3,HC03_VC195_1,HC03_VC194_2,HC03_VC193_3
198,mid,HC03_VC208_3,HC03_VC207_2,HC03_VC206_3,HC03_VC205_2,HC03_VC204_2,HC03_VC203_4,HC03_VC202_1,HC03_VC201_4,HC03_VC200_3,HC03_VC199_2,HC03_VC198_4,HC03_VC197_4,HC03_VC196_3,HC03_VC195_3,HC03_VC194_4,HC03_VC193_4
199,mid,HC03_VC208_3,HC03_VC207_1,HC03_VC206_1,HC03_VC205_1,HC03_VC204_1,HC03_VC203_4,HC03_VC202_2,HC03_VC201_2,HC03_VC200_2,HC03_VC199_2,HC03_VC198_4,HC03_VC197_4,HC03_VC196_3,HC03_VC195_3,HC03_VC194_4,HC03_VC193_3
200,mid,HC03_VC208_1,HC03_VC207_3,HC03_VC206_3,HC03_VC205_2,HC03_VC204_1,HC03_VC203_4,HC03_VC202_1,HC03_VC201_3,HC03_VC200_1,HC03_VC199_2,HC03_VC198_3,HC03_VC197_3,HC03_VC196_3,HC03_VC195_3,HC03_VC194_4,HC03_VC193_4
201,mid,HC03_VC208_3,HC03_VC207_3,HC03_VC206_2,HC03_VC205_3,HC03_VC204_4,HC03_VC203_3,HC03_VC202_2,HC03_VC201_2,HC03_VC200_3,HC03_VC199_2,HC03_VC198_3,HC03_VC197_2,HC03_VC196_3,HC03_VC195_1,HC03_VC194_1,HC03_VC193_3
202,mid,HC03_VC208_3,HC03_VC207_1,HC03_VC206_3,HC03_VC205_4,HC03_VC204_4,HC03_VC203_3,HC03_VC202_1,HC03_VC201_3,HC03_VC200_2,HC03_VC199_2,HC03_VC198_2,HC03_VC197_4,HC03_VC196_1,HC03_VC195_3,HC03_VC194_1,HC03_VC193_2
203,mid,HC03_VC208_3,HC03_VC207_3,HC03_VC206_1,HC03_VC205_1,HC03_VC204_1,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_4,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_2,HC03_VC193_2
204,mid,HC03_VC208_2,HC03_VC207_1,HC03_VC206_2,HC03_VC205_2,HC03_VC204_3,HC03_VC203_2,HC03_VC202_1,HC03_VC201_3,HC03_VC200_1,HC03_VC199_2,HC03_VC198_2,HC03_VC197_4,HC03_VC196_3,HC03_VC195_1,HC03_VC194_4,HC03_VC193_1
205,mid,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_1,HC03_VC204_1,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_2,HC03_VC198_1,HC03_VC197_2,HC03_VC196_3,HC03_VC195_1,HC03_VC194_2,HC03_VC193_1
206,mid,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_1,HC03_VC204_1,HC03_VC203_2,HC03_VC202_1,HC03_VC201_1,HC03_VC200_2,HC03_VC199_2,HC03_VC198_1,HC03_VC197_2,HC03_VC196_1,HC03_VC195_2,HC03_VC194_2,HC03_VC193_1
207,mid,HC03_VC208_3,HC03_VC207_3,HC03_VC206_1,HC03_VC205_2,HC03_VC204_4,HC03_VC203_2,HC03_VC202_1,HC03_VC201_1,HC03_VC200_2,HC03_VC199_2,HC03_VC198_2,HC03_VC197_3,HC03_VC196_1,HC03_VC195_3,HC03_VC194_1,HC03_VC193_1
208,mid,HC03_VC208_1,HC03_VC207_2,HC03_VC206_1,HC03_VC205_1,HC03_VC204_2,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_3,HC03_VC196_1,HC03_VC195_2,HC03_VC194_1,HC03_VC193_2
209,mid,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_1,HC03_VC204_2,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_2,HC03_VC197_2,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1
210,mid,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_3,HC03_VC204_4,HC03_VC203_1,HC03_VC202_2,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_2,HC03_VC196_1,HC03_VC195_2,HC03_VC194_1,HC03_VC193_2
211,mid,HC03_VC208_3,HC03_VC207_3,HC03_VC206_3,HC03_VC205_3,HC03_VC204_1,HC03_VC203_1,HC03_VC202_2,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_3,HC03_VC197_3,HC03_VC196_4,HC03_VC195_3,HC03_VC194_3,HC03_VC193_3
212,mid,HC03_VC208_2,HC03_VC207_2,HC03_VC206_3,HC03_VC205_2,HC03_VC204_1,HC03_VC203_2,HC03_VC202_1,HC03_VC201_4,HC03_VC200_2,HC03_VC199_2,HC03_VC198_2,HC03_VC197_2,HC03_VC196_3,HC03_VC195_2,HC03_VC194_2,HC03_VC193_1
213,mid,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_2,HC03_VC204_2,HC03_VC203_3,HC03_VC202_1,HC03_VC201_2,HC03_VC200_1,HC03_VC199_1,HC03_VC198_2,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_3
214,mid,HC03_VC208_2,HC03_VC207_3,HC03_VC206_1,HC03_VC205_4,HC03_VC204_4,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1
215,mid,HC03_VC208_3,HC03_VC207_3,HC03_VC206_3,HC03_VC205_1,HC03_VC204_1,HC03_VC203_3,HC03_VC202_2,HC03_VC201_4,HC03_VC200_1,HC03_VC199_2,HC03_VC198_3,HC03_VC197_3,HC03_VC196_3,HC03_VC195_2,HC03_VC194_3,HC03_VC193_1
216,mid,HC03_VC208_3,HC03_VC207_2,HC03_VC206_3,HC03_VC205_1,HC03_VC204_1,HC03_VC203_1,HC03_VC202_1,HC03_VC201_2,HC03_VC200_2,HC03_VC199_1,HC03_VC198_2,HC03_VC197_1,HC03_VC196_2,HC03_VC195_1,HC03_VC194_3,HC03_VC193_3
217,mid,HC03_VC208_1,HC03_VC207_1,HC03_VC206_2,HC03_VC205_1,HC03_VC204_3,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_3,HC03_VC196_3,HC03_VC195_1,HC03_VC194_2,HC03_VC193_1
218,mid,HC03_VC208_4,HC03_VC207_3,HC03_VC206_2,HC03_VC205_2,HC03_VC204_2,HC03_VC203_4,HC03_VC202_2,HC03_VC201_3,HC03_VC200_3,HC03_VC199_2,HC03_VC198_4,HC03_VC197_3,HC03_VC196_2,HC03_VC195_1,HC03_VC194_3,HC03_VC193_2
219,mid,HC03_VC208_1,HC03_VC207_1,HC03_VC206_2,HC03_VC205_1,HC03_VC204_1,HC03_VC203_2,HC03_VC202_1,HC03_VC201_2,HC03_VC200_2,HC03_VC199_1,HC03_VC198_2,HC03_VC197_2,HC03_VC196_2,HC03_VC195_1,HC03_VC194_2,HC03_VC193_2
220,mid,HC03_VC208_2,HC03_VC207_1,HC03_VC206_1,HC03_VC205_1,HC03_VC204_2,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_2,HC03_VC196_1,HC03_VC195_1,HC03_VC194_2,HC03_VC193_1
221,mid,HC03_VC208_3,HC03_VC207_1,HC03_VC206_3,HC03_VC205_3,HC03_VC204_2,HC03_VC203_3,HC03_VC202_1,HC03_VC201_4,HC03_VC200_3,HC03_VC199_2,HC03_VC198_4,HC03_VC197_4,HC03_VC196_4,HC03_VC195_3,HC03_VC194_4,HC03_VC193_4
222,mid,HC03_VC208_2,HC03_VC207_3,HC03_VC206_2,HC03_VC205_4,HC03_VC204_4,HC03_VC203_4,HC03_VC202_2,HC03_VC201_3,HC03_VC200_2,HC03_VC199_2,HC03_VC198_2,HC03_VC197_2,HC03_VC196_1,HC03_VC195_2,HC03_VC194_1,HC03_VC193_1
223,mid,HC03_VC208_1,HC03_VC207_2,HC03_VC206_1,HC03_VC205_1,HC03_VC204_1,HC03_VC203_2,HC03_VC202_1,HC03_VC201_2,HC03_VC200_1,HC03_VC199_1,HC03_VC198_2,HC03_VC197_2,HC03_VC196_2,HC03_VC195_2,HC03_VC194_3,HC03_VC193_1
224,mid,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_2,HC03_VC204_3,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_3,HC03_VC196_2,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1
225,mid,HC03_VC208_1,HC03_VC207_1,HC03_VC206_2,HC03_VC205_1,HC03_VC204_1,HC03_VC203_3,HC03_VC202_1,HC03_VC201_3,HC03_VC200_1,HC03_VC199_1,HC03_VC198_2,HC03_VC197_4,HC03_VC196_1,HC03_VC195_1,HC03_VC194_3,HC03_VC193_3
226,mid,HC03_VC208_3,HC03_VC207_3,HC03_VC206_3,HC03_VC205_3,HC03_VC204_3,HC03_VC203_4,HC03_VC202_1,HC03_VC201_3,HC03_VC200_4,HC03_VC199_2,HC03_VC198_4,HC03_VC197_2,HC03_VC196_3,HC03_VC195_3,HC03_VC194_3,HC03_VC193_4
227,mid,HC03_VC208_3,HC03_VC207_1,HC03_VC206_3,HC03_VC205_4,HC03_VC204_4,HC03_VC203_3,HC03_VC202_1,HC03_VC201_3,HC03_VC200_2,HC03_VC199_2,HC03_VC198_3,HC03_VC197_4,HC03_VC196_3,HC03_VC195_1,HC03_VC194_4,HC03_VC193_3
228,mid,HC03_VC208_1,HC03_VC207_3,HC03_VC206_2,HC03_VC205_2,HC03_VC204_4,HC03_VC203_2,HC03_VC202_2,HC03_VC201_3,HC03_VC200_1,HC03_VC199_2,HC03_VC198_2,HC03_VC197_2,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_4
229,mid,HC03_VC208_1,HC03_VC207_2,HC03_VC206_1,HC03_VC205_2,HC03_VC204_3,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_2,HC03_VC196_2,HC03_VC195_3,HC03_VC194_1,HC03_VC193_1
230,mid,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_1,HC03_VC204_1,HC03_VC203_1,HC03_VC202_2,HC03_VC201_1,HC03_VC200_3,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_2,HC03_VC194_1,HC03_VC193_1
231,mid,HC03_VC208_2,HC03_VC207_1,HC03_VC206_3,HC03_VC205_2,HC03_VC204_2,HC03_VC203_2,HC03_VC202_1,HC03_VC201_3,HC03_VC200_1,HC03_VC199_1,HC03_VC198_2,HC03_VC197_4,HC03_VC196_4,HC03_VC195_2,HC03_VC194_4,HC03_VC193_1
232,mid,HC03_VC208_1,HC03_VC207_2,HC03_VC206_2,HC03_VC205_2,HC03_VC204_3,HC03_VC203_3,HC03_VC202_1,HC03_VC201_2,HC03_VC200_2,HC03_VC199_1,HC03_VC198_2,HC03_VC197_2,HC03_VC196_1,HC03_VC195_2,HC03_VC194_1,HC03_VC193_1
233,mid,HC03_VC208_1,HC03_VC207_1,HC03_VC206_2,HC03_VC205_1,HC03_VC204_1,HC03_VC203_3,HC03_VC202_1,HC03_VC201_3,HC03_VC200_1,HC03_VC199_2,HC03_VC198_3,HC03_VC197_2,HC03_VC196_3,HC03_VC195_2,HC03_VC194_3,HC03_VC193_3
234,mid,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_2,HC03_VC204_3,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_4,HC03_VC196_2,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1
235,mid,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_2,HC03_VC204_1,HC03_VC203_4,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_2,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1
236,mid,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_3,HC03_VC204_4,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_2,HC03_VC193_2
237,mid,HC03_VC208_4,HC03_VC207_3,HC03_VC206_3,HC03_VC205_1,HC03_VC204_4,HC03_VC203_3,HC03_VC202_2,HC03_VC201_4,HC03_VC200_2,HC03_VC199_1,HC03_VC198_3,HC03_VC197_3,HC03_VC196_2,HC03_VC195_3,HC03_VC194_2,HC03_VC193_4
238,mid,HC03_VC208_4,HC03_VC207_1,HC03_VC206_2,HC03_VC205_4,HC03_VC204_4,HC03_VC203_4,HC03_VC202_2,HC03_VC201_4,HC03_VC200_3,HC03_VC199_2,HC03_VC198_4,HC03_VC197_4,HC03_VC196_2,HC03_VC195_3,HC03_VC194_4,HC03_VC193_1
239,mid,HC03_VC208_3,HC03_VC207_3,HC03_VC206_3,HC03_VC205_4,HC03_VC204_4,HC03_VC203_1,HC03_VC202_2,HC03_VC201_4,HC03_VC200_3,HC03_VC199_2,HC03_VC198_4,HC03_VC197_4,HC03_VC196_4,HC03_VC195_3,HC03_VC194_4,HC03_VC193_3
240,mid,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_1,HC03_VC204_1,HC03_VC203_2,HC03_VC202_1,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_3,HC03_VC194_1,HC03_VC193_2
241,mid,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_2,HC03_VC204_2,HC03_VC203_2,HC03_VC202_1,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_2,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_2
242,mid,HC03_VC208_3,HC03_VC207_3,HC03_VC206_1,HC03_VC205_2,HC03_VC204_2,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_3,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_2,HC03_VC193_2
243,mid,HC03_VC208_2,HC03_VC207_1,HC03_VC206_1,HC03_VC205_2,HC03_VC204_1,HC03_VC203_1,HC03_VC202_2,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_3,HC03_VC194_2,HC03_VC193_2
244,mid,HC03_VC208_3,HC03_VC207_3,HC03_VC206_3,HC03_VC205_4,HC03_VC204_1,HC03_VC203_4,HC03_VC202_2,HC03_VC201_3,HC03_VC200_1,HC03_VC199_2,HC03_VC198_4,HC03_VC197_3,HC03_VC196_4,HC03_VC195_3,HC03_VC194_3,HC03_VC193_4
245,mid,HC03_VC208_2,HC03_VC207_3,HC03_VC206_3,HC03_VC205_2,HC03_VC204_3,HC03_VC203_3,HC03_VC202_2,HC03_VC201_2,HC03_VC200_2,HC03_VC199_2,HC03_VC198_3,HC03_VC197_1,HC03_VC196_1,HC03_VC195_2,HC03_VC194_1,HC03_VC193_2
246,mid,HC03_VC208_2,HC03_VC207_3,HC03_VC206_2,HC03_VC205_2,HC03_VC204_2,HC03_VC203_3,HC03_VC202_1,HC03_VC201_2,HC03_VC200_1,HC03_VC199_2,HC03_VC198_2,HC03_VC197_3,HC03_VC196_4,HC03_VC195_3,HC03_VC194_1,HC03_VC193_3
247,mid,HC03_VC208_3,HC03_VC207_3,HC03_VC206_2,HC03_VC205_3,HC03_VC204_3,HC03_VC203_2,HC03_VC202_2,HC03_VC201_3,HC03_VC200_2,HC03_VC199_1,HC03_VC198_4,HC03_VC197_1,HC03_VC196_2,HC03_VC195_1,HC03_VC194_2,HC03_VC193_3
248,mid,HC03_VC208_3,HC03_VC207_3,HC03_VC206_1,HC03_VC205_2,HC03_VC204_1,HC03_VC203_4,HC03_VC202_2,HC03_VC201_4,HC03_VC200_3,HC03_VC199_2,HC03_VC198_3,HC03_VC197_1,HC03_VC196_4,HC03_VC195_3,HC03_VC194_1,HC03_VC193_2
249,mid,HC03_VC208_3,HC03_VC207_1,HC03_VC206_2,HC03_VC205_2,HC03_VC204_4,HC03_VC203_2,HC03_VC202_1,HC03_VC201_2,HC03_VC200_1,HC03_VC199_1,HC03_VC198_2,HC03_VC197_4,HC03_VC196_3,HC03_VC195_2,HC03_VC194_3,HC03_VC193_1
250,mid,HC03_VC208_3,HC03_VC207_2,HC03_VC206_1,HC03_VC205_2,HC03_VC204_1,HC03_VC203_3,HC03_VC202_2,HC03_VC201_2,HC03_VC200_2,HC03_VC199_1,HC03_VC198_2,HC03_VC197_2,HC03_VC196_3,HC03_VC195_3,HC03_VC194_2,HC03_VC193_3
