,drug,HC03_VC61,HC03_VC62,HC03_VC64,HC03_VC65,HC03_VC66,HC03_VC67,HC03_VC69,HC03_VC70,HC03_VC71
292,mid,HC03_VC61_1,HC03_VC62_2,HC03_VC64_1,HC03_VC65_3,HC03_VC66_2,HC03_VC67_4,HC03_VC69_1,HC03_VC70_4,HC03_VC71_2
293,mid,HC03_VC61_2,HC03_VC62_1,HC03_VC64_1,HC03_VC65_1,HC03_VC66_3,HC03_VC67_4,HC03_VC69_2,HC03_VC70_3,HC03_VC71_2
294,mid,HC03_VC61_2,HC03_VC62_4,HC03_VC64_1,HC03_VC65_2,HC03_VC66_3,HC03_VC67_4,HC03_VC69_2,HC03_VC70_2,HC03_VC71_3
295,mid,HC03_VC61_3,HC03_VC62_1,HC03_VC64_2,HC03_VC65_3,HC03_VC66_4,HC03_VC67_1,HC03_VC69_2,HC03_VC70_4,HC03_VC71_1
296,mid,HC03_VC61_1,HC03_VC62_4,HC03_VC64_4,HC03_VC65_4,HC03_VC66_4,HC03_VC67_4,HC03_VC69_1,HC03_VC70_2,HC03_VC71_3
297,mid,HC03_VC61_1,HC03_VC62_3,HC03_VC64_2,HC03_VC65_2,HC03_VC66_2,HC03_VC67_3,HC03_VC69_1,HC03_VC70_3,HC03_VC71_2
298,mid,HC03_VC61_1,HC03_VC62_4,HC03_VC64_3,HC03_VC65_3,HC03_VC66_4,HC03_VC67_3,HC03_VC69_1,HC03_VC70_2,HC03_VC71_3
299,mid,HC03_VC61_1,HC03_VC62_4,HC03_VC64_4,HC03_VC65_2,HC03_VC66_3,HC03_VC67_3,HC03_VC69_1,HC03_VC70_2,HC03_VC71_2
300,mid,HC03_VC61_3,HC03_VC62_2,HC03_VC64_3,HC03_VC65_1,HC03_VC66_1,HC03_VC67_3,HC03_VC69_3,HC03_VC70_3,HC03_VC71_2
301,mid,HC03_VC61_3,HC03_VC62_3,HC03_VC64_4,HC03_VC65_1,HC03_VC66_3,HC03_VC67_3,HC03_VC69_3,HC03_VC70_1,HC03_VC71_2
302,mid,HC03_VC61_3,HC03_VC62_3,HC03_VC64_1,HC03_VC65_2,HC03_VC66_4,HC03_VC67_3,HC03_VC69_3,HC03_VC70_2,HC03_VC71_4
303,mid,HC03_VC61_1,HC03_VC62_4,HC03_VC64_4,HC03_VC65_3,HC03_VC66_3,HC03_VC67_4,HC03_VC69_1,HC03_VC70_2,HC03_VC71_3
304,mid,HC03_VC61_3,HC03_VC62_3,HC03_VC64_4,HC03_VC65_3,HC03_VC66_1,HC03_VC67_2,HC03_VC69_3,HC03_VC70_4,HC03_VC71_2
305,mid,HC03_VC61_2,HC03_VC62_4,HC03_VC64_2,HC03_VC65_2,HC03_VC66_4,HC03_VC67_4,HC03_VC69_2,HC03_VC70_2,HC03_VC71_2
306,mid,HC03_VC61_1,HC03_VC62_3,HC03_VC64_2,HC03_VC65_2,HC03_VC66_3,HC03_VC67_4,HC03_VC69_1,HC03_VC70_3,HC03_VC71_3
307,mid,HC03_VC61_2,HC03_VC62_2,HC03_VC64_4,HC03_VC65_1,HC03_VC66_2,HC03_VC67_1,HC03_VC69_2,HC03_VC70_4,HC03_VC71_1
308,mid,HC03_VC61_4,HC03_VC62_1,HC03_VC64_1,HC03_VC65_1,HC03_VC66_1,HC03_VC67_2,HC03_VC69_3,HC03_VC70_1,HC03_VC71_3
309,mid,HC03_VC61_3,HC03_VC62_4,HC03_VC64_3,HC03_VC65_2,HC03_VC66_4,HC03_VC67_3,HC03_VC69_3,HC03_VC70_3,HC03_VC71_1
310,mid,HC03_VC61_2,HC03_VC62_1,HC03_VC64_1,HC03_VC65_1,HC03_VC66_1,HC03_VC67_2,HC03_VC69_1,HC03_VC70_2,HC03_VC71_2
311,mid,HC03_VC61_1,HC03_VC62_4,HC03_VC64_3,HC03_VC65_3,HC03_VC66_3,HC03_VC67_3,HC03_VC69_1,HC03_VC70_1,HC03_VC71_4
312,mid,HC03_VC61_3,HC03_VC62_3,HC03_VC64_3,HC03_VC65_2,HC03_VC66_1,HC03_VC67_3,HC03_VC69_3,HC03_VC70_3,HC03_VC71_1
313,mid,HC03_VC61_4,HC03_VC62_4,HC03_VC64_4,HC03_VC65_4,HC03_VC66_4,HC03_VC67_4,HC03_VC69_4,HC03_VC70_1,HC03_VC71_4
314,mid,HC03_VC61_1,HC03_VC62_3,HC03_VC64_3,HC03_VC65_2,HC03_VC66_3,HC03_VC67_2,HC03_VC69_1,HC03_VC70_3,HC03_VC71_1
315,mid,HC03_VC61_2,HC03_VC62_1,HC03_VC64_1,HC03_VC65_4,HC03_VC66_1,HC03_VC67_1,HC03_VC69_2,HC03_VC70_4,HC03_VC71_2
316,mid,HC03_VC61_4,HC03_VC62_2,HC03_VC64_1,HC03_VC65_1,HC03_VC66_4,HC03_VC67_3,HC03_VC69_3,HC03_VC70_3,HC03_VC71_1
317,mid,HC03_VC61_4,HC03_VC62_1,HC03_VC64_3,HC03_VC65_4,HC03_VC66_1,HC03_VC67_1,HC03_VC69_3,HC03_VC70_4,HC03_VC71_1
318,mid,HC03_VC61_2,HC03_VC62_4,HC03_VC64_3,HC03_VC65_3,HC03_VC66_4,HC03_VC67_2,HC03_VC69_2,HC03_VC70_4,HC03_VC71_1
319,mid,HC03_VC61_4,HC03_VC62_3,HC03_VC64_4,HC03_VC65_4,HC03_VC66_2,HC03_VC67_1,HC03_VC69_4,HC03_VC70_3,HC03_VC71_3
320,mid,HC03_VC61_2,HC03_VC62_2,HC03_VC64_2,HC03_VC65_4,HC03_VC66_1,HC03_VC67_2,HC03_VC69_2,HC03_VC70_3,HC03_VC71_1
321,mid,HC03_VC61_1,HC03_VC62_4,HC03_VC64_3,HC03_VC65_3,HC03_VC66_2,HC03_VC67_4,HC03_VC69_1,HC03_VC70_2,HC03_VC71_3
322,mid,HC03_VC61_2,HC03_VC62_2,HC03_VC64_2,HC03_VC65_3,HC03_VC66_1,HC03_VC67_4,HC03_VC69_2,HC03_VC70_1,HC03_VC71_3
323,mid,HC03_VC61_2,HC03_VC62_3,HC03_VC64_4,HC03_VC65_3,HC03_VC66_4,HC03_VC67_1,HC03_VC69_2,HC03_VC70_4,HC03_VC71_2
324,mid,HC03_VC61_3,HC03_VC62_3,HC03_VC64_2,HC03_VC65_4,HC03_VC66_2,HC03_VC67_1,HC03_VC69_3,HC03_VC70_2,HC03_VC71_4
325,mid,HC03_VC61_2,HC03_VC62_1,HC03_VC64_2,HC03_VC65_1,HC03_VC66_1,HC03_VC67_2,HC03_VC69_2,HC03_VC70_1,HC03_VC71_4
326,mid,HC03_VC61_1,HC03_VC62_2,HC03_VC64_3,HC03_VC65_4,HC03_VC66_2,HC03_VC67_1,HC03_VC69_1,HC03_VC70_4,HC03_VC71_1
327,mid,HC03_VC61_1,HC03_VC62_3,HC03_VC64_3,HC03_VC65_2,HC03_VC66_2,HC03_VC67_2,HC03_VC69_1,HC03_VC70_3,HC03_VC71_2
328,mid,HC03_VC61_3,HC03_VC62_3,HC03_VC64_3,HC03_VC65_1,HC03_VC66_2,HC03_VC67_3,HC03_VC69_3,HC03_VC70_2,HC03_VC71_2
329,mid,HC03_VC61_1,HC03_VC62_3,HC03_VC64_2,HC03_VC65_3,HC03_VC66_2,HC03_VC67_2,HC03_VC69_1,HC03_VC70_2,HC03_VC71_3
330,mid,HC03_VC61_1,HC03_VC62_2,HC03_VC64_2,HC03_VC65_1,HC03_VC66_1,HC03_VC67_4,HC03_VC69_1,HC03_VC70_3,HC03_VC71_3
331,mid,HC03_VC61_2,HC03_VC62_2,HC03_VC64_3,HC03_VC65_1,HC03_VC66_3,HC03_VC67_3,HC03_VC69_2,HC03_VC70_1,HC03_VC71_3
332,mid,HC03_VC61_1,HC03_VC62_3,HC03_VC64_3,HC03_VC65_2,HC03_VC66_2,HC03_VC67_2,HC03_VC69_1,HC03_VC70_4,HC03_VC71_2
333,mid,HC03_VC61_4,HC03_VC62_2,HC03_VC64_2,HC03_VC65_2,HC03_VC66_4,HC03_VC67_1,HC03_VC69_4,HC03_VC70_4,HC03_VC71_1
334,mid,HC03_VC61_2,HC03_VC62_3,HC03_VC64_4,HC03_VC65_1,HC03_VC66_2,HC03_VC67_2,HC03_VC69_2,HC03_VC70_3,HC03_VC71_2
335,mid,HC03_VC61_3,HC03_VC62_4,HC03_VC64_4,HC03_VC65_3,HC03_VC66_4,HC03_VC67_1,HC03_VC69_3,HC03_VC70_2,HC03_VC71_4
336,mid,HC03_VC61_3,HC03_VC62_4,HC03_VC64_4,HC03_VC65_4,HC03_VC66_1,HC03_VC67_4,HC03_VC69_3,HC03_VC70_3,HC03_VC71_1
337,mid,HC03_VC61_1,HC03_VC62_4,HC03_VC64_2,HC03_VC65_2,HC03_VC66_3,HC03_VC67_4,HC03_VC69_1,HC03_VC70_3,HC03_VC71_3
338,mid,HC03_VC61_4,HC03_VC62_2,HC03_VC64_1,HC03_VC65_2,HC03_VC66_2,HC03_VC67_2,HC03_VC69_4,HC03_VC70_1,HC03_VC71_4
339,mid,HC03_VC61_1,HC03_VC62_4,HC03_VC64_3,HC03_VC65_2,HC03_VC66_4,HC03_VC67_3,HC03_VC69_2,HC03_VC70_3,HC03_VC71_2
340,mid,HC03_VC61_1,HC03_VC62_3,HC03_VC64_1,HC03_VC65_2,HC03_VC66_3,HC03_VC67_3,HC03_VC69_1,HC03_VC70_3,HC03_VC71_2
341,mid,HC03_VC61_1,HC03_VC62_4,HC03_VC64_3,HC03_VC65_4,HC03_VC66_3,HC03_VC67_4,HC03_VC69_1,HC03_VC70_3,HC03_VC71_2
342,mid,HC03_VC61_1,HC03_VC62_2,HC03_VC64_3,HC03_VC65_2,HC03_VC66_2,HC03_VC67_2,HC03_VC69_1,HC03_VC70_4,HC03_VC71_3
343,mid,HC03_VC61_2,HC03_VC62_4,HC03_VC64_4,HC03_VC65_1,HC03_VC66_4,HC03_VC67_4,HC03_VC69_3,HC03_VC70_4,HC03_VC71_2
344,mid,HC03_VC61_2,HC03_VC62_4,HC03_VC64_3,HC03_VC65_4,HC03_VC66_2,HC03_VC67_4,HC03_VC69_2,HC03_VC70_1,HC03_VC71_4
345,mid,HC03_VC61_2,HC03_VC62_3,HC03_VC64_3,HC03_VC65_3,HC03_VC66_3,HC03_VC67_2,HC03_VC69_2,HC03_VC70_1,HC03_VC71_4
346,low,HC03_VC61_2,HC03_VC62_3,HC03_VC64_4,HC03_VC65_2,HC03_VC66_2,HC03_VC67_3,HC03_VC69_2,HC03_VC70_1,HC03_VC71_3
347,low,HC03_VC61_2,HC03_VC62_2,HC03_VC64_1,HC03_VC65_2,HC03_VC66_3,HC03_VC67_2,HC03_VC69_2,HC03_VC70_3,HC03_VC71_2
348,low,HC03_VC61_3,HC03_VC62_2,HC03_VC64_2,HC03_VC65_1,HC03_VC66_2,HC03_VC67_3,HC03_VC69_3,HC03_VC70_4,HC03_VC71_2
349,low,HC03_VC61_3,HC03_VC62_3,HC03_VC64_1,HC03_VC65_2,HC03_VC66_4,HC03_VC67_4,HC03_VC69_4,HC03_VC70_1,HC03_VC71_4
350,low,HC03_VC61_4,HC03_VC62_4,HC03_VC64_4,HC03_VC65_4,HC03_VC66_4,HC03_VC67_2,HC03_VC69_4,HC03_VC70_1,HC03_VC71_4
351,low,HC03_VC61_4,HC03_VC62_4,HC03_VC64_3,HC03_VC65_4,HC03_VC66_4,HC03_VC67_2,HC03_VC69_4,HC03_VC70_3,HC03_VC71_1
352,low,HC03_VC61_2,HC03_VC62_2,HC03_VC64_1,HC03_VC65_2,HC03_VC66_1,HC03_VC67_4,HC03_VC69_2,HC03_VC70_4,HC03_VC71_3
353,low,HC03_VC61_2,HC03_VC62_3,HC03_VC64_4,HC03_VC65_4,HC03_VC66_4,HC03_VC67_1,HC03_VC69_2,HC03_VC70_3,HC03_VC71_1
354,low,HC03_VC61_2,HC03_VC62_3,HC03_VC64_2,HC03_VC65_4,HC03_VC66_3,HC03_VC67_1,HC03_VC69_2,HC03_VC70_3,HC03_VC71_4
355,low,HC03_VC61_2,HC03_VC62_1,HC03_VC64_4,HC03_VC65_1,HC03_VC66_2,HC03_VC67_1,HC03_VC69_1,HC03_VC70_3,HC03_VC71_2
356,low,HC03_VC61_1,HC03_VC62_4,HC03_VC64_3,HC03_VC65_4,HC03_VC66_3,HC03_VC67_4,HC03_VC69_2,HC03_VC70_3,HC03_VC71_3
357,low,HC03_VC61_4,HC03_VC62_1,HC03_VC64_3,HC03_VC65_4,HC03_VC66_1,HC03_VC67_4,HC03_VC69_4,HC03_VC70_3,HC03_VC71_1
358,low,HC03_VC61_1,HC03_VC62_4,HC03_VC64_3,HC03_VC65_3,HC03_VC66_4,HC03_VC67_2,HC03_VC69_1,HC03_VC70_2,HC03_VC71_4
359,low,HC03_VC61_2,HC03_VC62_4,HC03_VC64_4,HC03_VC65_2,HC03_VC66_4,HC03_VC67_3,HC03_VC69_3,HC03_VC70_3,HC03_VC71_3
360,low,HC03_VC61_1,HC03_VC62_2,HC03_VC64_2,HC03_VC65_3,HC03_VC66_3,HC03_VC67_2,HC03_VC69_1,HC03_VC70_3,HC03_VC71_2
361,low,HC03_VC61_1,HC03_VC62_4,HC03_VC64_4,HC03_VC65_4,HC03_VC66_2,HC03_VC67_4,HC03_VC69_1,HC03_VC70_2,HC03_VC71_4
362,low,HC03_VC61_2,HC03_VC62_3,HC03_VC64_4,HC03_VC65_3,HC03_VC66_2,HC03_VC67_3,HC03_VC69_2,HC03_VC70_4,HC03_VC71_2
363,low,HC03_VC61_1,HC03_VC62_1,HC03_VC64_2,HC03_VC65_3,HC03_VC66_2,HC03_VC67_1,HC03_VC69_1,HC03_VC70_3,HC03_VC71_3
364,low,HC03_VC61_4,HC03_VC62_4,HC03_VC64_2,HC03_VC65_3,HC03_VC66_4,HC03_VC67_4,HC03_VC69_4,HC03_VC70_1,HC03_VC71_4
365,low,HC03_VC61_1,HC03_VC62_3,HC03_VC64_3,HC03_VC65_2,HC03_VC66_2,HC03_VC67_2,HC03_VC69_1,HC03_VC70_1,HC03_VC71_4
366,low,HC03_VC61_4,HC03_VC62_4,HC03_VC64_4,HC03_VC65_4,HC03_VC66_1,HC03_VC67_3,HC03_VC69_4,HC03_VC70_1,HC03_VC71_4
367,low,HC03_VC61_4,HC03_VC62_1,HC03_VC64_4,HC03_VC65_1,HC03_VC66_4,HC03_VC67_1,HC03_VC69_3,HC03_VC70_4,HC03_VC71_1
368,low,HC03_VC61_4,HC03_VC62_4,HC03_VC64_4,HC03_VC65_3,HC03_VC66_2,HC03_VC67_4,HC03_VC69_4,HC03_VC70_4,HC03_VC71_1
369,low,HC03_VC61_2,HC03_VC62_3,HC03_VC64_4,HC03_VC65_2,HC03_VC66_1,HC03_VC67_4,HC03_VC69_2,HC03_VC70_2,HC03_VC71_3
370,low,HC03_VC61_1,HC03_VC62_3,HC03_VC64_1,HC03_VC65_2,HC03_VC66_4,HC03_VC67_2,HC03_VC69_1,HC03_VC70_2,HC03_VC71_2
371,low,HC03_VC61_3,HC03_VC62_2,HC03_VC64_1,HC03_VC65_2,HC03_VC66_2,HC03_VC67_4,HC03_VC69_3,HC03_VC70_1,HC03_VC71_1
372,low,HC03_VC61_2,HC03_VC62_3,HC03_VC64_3,HC03_VC65_4,HC03_VC66_1,HC03_VC67_2,HC03_VC69_2,HC03_VC70_3,HC03_VC71_3
373,low,HC03_VC61_3,HC03_VC62_3,HC03_VC64_1,HC03_VC65_4,HC03_VC66_4,HC03_VC67_2,HC03_VC69_3,HC03_VC70_3,HC03_VC71_2
374,low,HC03_VC61_3,HC03_VC62_3,HC03_VC64_4,HC03_VC65_1,HC03_VC66_4,HC03_VC67_1,HC03_VC69_3,HC03_VC70_3,HC03_VC71_1
375,low,HC03_VC61_3,HC03_VC62_1,HC03_VC64_1,HC03_VC65_1,HC03_VC66_4,HC03_VC67_2,HC03_VC69_2,HC03_VC70_2,HC03_VC71_4
376,low,HC03_VC61_1,HC03_VC62_3,HC03_VC64_3,HC03_VC65_2,HC03_VC66_3,HC03_VC67_3,HC03_VC69_1,HC03_VC70_2,HC03_VC71_3
377,low,HC03_VC61_2,HC03_VC62_3,HC03_VC64_2,HC03_VC65_1,HC03_VC66_3,HC03_VC67_4,HC03_VC69_2,HC03_VC70_2,HC03_VC71_4
378,low,HC03_VC61_2,HC03_VC62_4,HC03_VC64_2,HC03_VC65_3,HC03_VC66_2,HC03_VC67_4,HC03_VC69_2,HC03_VC70_3,HC03_VC71_3
379,low,HC03_VC61_1,HC03_VC62_3,HC03_VC64_2,HC03_VC65_3,HC03_VC66_3,HC03_VC67_3,HC03_VC69_1,HC03_VC70_2,HC03_VC71_2
380,low,HC03_VC61_1,HC03_VC62_3,HC03_VC64_2,HC03_VC65_2,HC03_VC66_3,HC03_VC67_3,HC03_VC69_1,HC03_VC70_2,HC03_VC71_4
381,low,HC03_VC61_1,HC03_VC62_2,HC03_VC64_3,HC03_VC65_2,HC03_VC66_1,HC03_VC67_2,HC03_VC69_1,HC03_VC70_3,HC03_VC71_2
382,low,HC03_VC61_4,HC03_VC62_3,HC03_VC64_4,HC03_VC65_1,HC03_VC66_3,HC03_VC67_2,HC03_VC69_4,HC03_VC70_3,HC03_VC71_4
383,low,HC03_VC61_4,HC03_VC62_1,HC03_VC64_1,HC03_VC65_1,HC03_VC66_4,HC03_VC67_1,HC03_VC69_4,HC03_VC70_4,HC03_VC71_1
384,low,HC03_VC61_2,HC03_VC62_2,HC03_VC64_2,HC03_VC65_1,HC03_VC66_1,HC03_VC67_3,HC03_VC69_1,HC03_VC70_4,HC03_VC71_2
385,low,HC03_VC61_4,HC03_VC62_4,HC03_VC64_4,HC03_VC65_4,HC03_VC66_1,HC03_VC67_4,HC03_VC69_4,HC03_VC70_1,HC03_VC71_3
386,low,HC03_VC61_3,HC03_VC62_2,HC03_VC64_1,HC03_VC65_1,HC03_VC66_3,HC03_VC67_4,HC03_VC69_3,HC03_VC70_2,HC03_VC71_4
387,low,HC03_VC61_4,HC03_VC62_4,HC03_VC64_4,HC03_VC65_1,HC03_VC66_4,HC03_VC67_4,HC03_VC69_4,HC03_VC70_4,HC03_VC71_1
388,low,HC03_VC61_2,HC03_VC62_2,HC03_VC64_1,HC03_VC65_2,HC03_VC66_3,HC03_VC67_3,HC03_VC69_2,HC03_VC70_2,HC03_VC71_3
389,low,HC03_VC61_4,HC03_VC62_1,HC03_VC64_3,HC03_VC65_1,HC03_VC66_1,HC03_VC67_1,HC03_VC69_4,HC03_VC70_2,HC03_VC71_1
390,low,HC03_VC61_2,HC03_VC62_4,HC03_VC64_3,HC03_VC65_2,HC03_VC66_4,HC03_VC67_2,HC03_VC69_2,HC03_VC70_1,HC03_VC71_3
391,low,HC03_VC61_3,HC03_VC62_1,HC03_VC64_1,HC03_VC65_2,HC03_VC66_4,HC03_VC67_1,HC03_VC69_3,HC03_VC70_4,HC03_VC71_1
392,low,HC03_VC61_2,HC03_VC62_4,HC03_VC64_4,HC03_VC65_3,HC03_VC66_1,HC03_VC67_4,HC03_VC69_3,HC03_VC70_3,HC03_VC71_2
393,low,HC03_VC61_2,HC03_VC62_4,HC03_VC64_2,HC03_VC65_3,HC03_VC66_4,HC03_VC67_4,HC03_VC69_2,HC03_VC70_3,HC03_VC71_2
394,low,HC03_VC61_4,HC03_VC62_2,HC03_VC64_4,HC03_VC65_3,HC03_VC66_1,HC03_VC67_1,HC03_VC69_4,HC03_VC70_4,HC03_VC71_1
395,low,HC03_VC61_3,HC03_VC62_2,HC03_VC64_1,HC03_VC65_2,HC03_VC66_4,HC03_VC67_3,HC03_VC69_3,HC03_VC70_4,HC03_VC71_1
396,low,HC03_VC61_4,HC03_VC62_4,HC03_VC64_4,HC03_VC65_3,HC03_VC66_4,HC03_VC67_4,HC03_VC69_4,HC03_VC70_1,HC03_VC71_1
397,low,HC03_VC61_3,HC03_VC62_1,HC03_VC64_1,HC03_VC65_4,HC03_VC66_3,HC03_VC67_1,HC03_VC69_3,HC03_VC70_3,HC03_VC71_3
398,low,HC03_VC61_4,HC03_VC62_3,HC03_VC64_4,HC03_VC65_2,HC03_VC66_4,HC03_VC67_1,HC03_VC69_4,HC03_VC70_1,HC03_VC71_4
399,low,HC03_VC61_4,HC03_VC62_2,HC03_VC64_4,HC03_VC65_4,HC03_VC66_2,HC03_VC67_1,HC03_VC69_4,HC03_VC70_1,HC03_VC71_1
400,low,HC03_VC61_2,HC03_VC62_3,HC03_VC64_2,HC03_VC65_1,HC03_VC66_4,HC03_VC67_3,HC03_VC69_2,HC03_VC70_2,HC03_VC71_3
401,low,HC03_VC61_3,HC03_VC62_3,HC03_VC64_1,HC03_VC65_2,HC03_VC66_3,HC03_VC67_3,HC03_VC69_3,HC03_VC70_4,HC03_VC71_2
402,low,HC03_VC61_4,HC03_VC62_1,HC03_VC64_2,HC03_VC65_4,HC03_VC66_1,HC03_VC67_3,HC03_VC69_4,HC03_VC70_1,HC03_VC71_4
403,low,HC03_VC61_2,HC03_VC62_2,HC03_VC64_1,HC03_VC65_3,HC03_VC66_1,HC03_VC67_4,HC03_VC69_2,HC03_VC70_4,HC03_VC71_3
404,low,HC03_VC61_3,HC03_VC62_3,HC03_VC64_4,HC03_VC65_1,HC03_VC66_1,HC03_VC67_4,HC03_VC69_3,HC03_VC70_3,HC03_VC71_3
405,low,HC03_VC61_4,HC03_VC62_4,HC03_VC64_3,HC03_VC65_4,HC03_VC66_4,HC03_VC67_2,HC03_VC69_4,HC03_VC70_4,HC03_VC71_1
406,low,HC03_VC61_3,HC03_VC62_2,HC03_VC64_1,HC03_VC65_1,HC03_VC66_1,HC03_VC67_4,HC03_VC69_3,HC03_VC70_4,HC03_VC71_1
407,low,HC03_VC61_3,HC03_VC62_3,HC03_VC64_4,HC03_VC65_2,HC03_VC66_3,HC03_VC67_2,HC03_VC69_4,HC03_VC70_3,HC03_VC71_2
408,low,HC03_VC61_3,HC03_VC62_2,HC03_VC64_2,HC03_VC65_4,HC03_VC66_3,HC03_VC67_1,HC03_VC69_3,HC03_VC70_4,HC03_VC71_2
409,low,HC03_VC61_2,HC03_VC62_3,HC03_VC64_3,HC03_VC65_2,HC03_VC66_3,HC03_VC67_2,HC03_VC69_2,HC03_VC70_2,HC03_VC71_3
410,low,HC03_VC61_1,HC03_VC62_3,HC03_VC64_1,HC03_VC65_3,HC03_VC66_3,HC03_VC67_4,HC03_VC69_1,HC03_VC70_2,HC03_VC71_2
411,low,HC03_VC61_3,HC03_VC62_3,HC03_VC64_2,HC03_VC65_4,HC03_VC66_1,HC03_VC67_3,HC03_VC69_4,HC03_VC70_4,HC03_VC71_1
412,low,HC03_VC61_3,HC03_VC62_4,HC03_VC64_4,HC03_VC65_4,HC03_VC66_3,HC03_VC67_1,HC03_VC69_3,HC03_VC70_4,HC03_VC71_1
413,low,HC03_VC61_3,HC03_VC62_3,HC03_VC64_3,HC03_VC65_2,HC03_VC66_1,HC03_VC67_4,HC03_VC69_3,HC03_VC70_4,HC03_VC71_1
414,low,HC03_VC61_3,HC03_VC62_3,HC03_VC64_3,HC03_VC65_1,HC03_VC66_1,HC03_VC67_4,HC03_VC69_3,HC03_VC70_3,HC03_VC71_2
415,low,HC03_VC61_3,HC03_VC62_2,HC03_VC64_1,HC03_VC65_3,HC03_VC66_1,HC03_VC67_4,HC03_VC69_3,HC03_VC70_4,HC03_VC71_1
416,low,HC03_VC61_4,HC03_VC62_1,HC03_VC64_1,HC03_VC65_1,HC03_VC66_3,HC03_VC67_2,HC03_VC69_3,HC03_VC70_1,HC03_VC71_4
417,low,HC03_VC61_4,HC03_VC62_1,HC03_VC64_4,HC03_VC65_1,HC03_VC66_3,HC03_VC67_3,HC03_VC69_4,HC03_VC70_4,HC03_VC71_1
418,low,HC03_VC61_1,HC03_VC62_2,HC03_VC64_1,HC03_VC65_1,HC03_VC66_3,HC03_VC67_2,HC03_VC69_1,HC03_VC70_2,HC03_VC71_3
419,low,HC03_VC61_1,HC03_VC62_3,HC03_VC64_2,HC03_VC65_2,HC03_VC66_2,HC03_VC67_3,HC03_VC69_1,HC03_VC70_3,HC03_VC71_1
420,low,HC03_VC61_4,HC03_VC62_1,HC03_VC64_1,HC03_VC65_4,HC03_VC66_4,HC03_VC67_1,HC03_VC69_4,HC03_VC70_2,HC03_VC71_2
421,low,HC03_VC61_3,HC03_VC62_1,HC03_VC64_2,HC03_VC65_4,HC03_VC66_1,HC03_VC67_1,HC03_VC69_3,HC03_VC70_4,HC03_VC71_2
422,low,HC03_VC61_3,HC03_VC62_2,HC03_VC64_1,HC03_VC65_2,HC03_VC66_2,HC03_VC67_3,HC03_VC69_3,HC03_VC70_2,HC03_VC71_3
423,low,HC03_VC61_2,HC03_VC62_4,HC03_VC64_3,HC03_VC65_3,HC03_VC66_4,HC03_VC67_4,HC03_VC69_3,HC03_VC70_2,HC03_VC71_4
424,low,HC03_VC61_3,HC03_VC62_2,HC03_VC64_1,HC03_VC65_2,HC03_VC66_2,HC03_VC67_3,HC03_VC69_3,HC03_VC70_3,HC03_VC71_2
425,low,HC03_VC61_4,HC03_VC62_3,HC03_VC64_3,HC03_VC65_2,HC03_VC66_2,HC03_VC67_3,HC03_VC69_4,HC03_VC70_2,HC03_VC71_2
426,low,HC03_VC61_3,HC03_VC62_1,HC03_VC64_4,HC03_VC65_1,HC03_VC66_1,HC03_VC67_3,HC03_VC69_3,HC03_VC70_4,HC03_VC71_2
427,low,HC03_VC61_4,HC03_VC62_4,HC03_VC64_1,HC03_VC65_4,HC03_VC66_2,HC03_VC67_3,HC03_VC69_4,HC03_VC70_1,HC03_VC71_4
428,low,HC03_VC61_4,HC03_VC62_3,HC03_VC64_1,HC03_VC65_2,HC03_VC66_4,HC03_VC67_2,HC03_VC69_4,HC03_VC70_2,HC03_VC71_3
429,low,HC03_VC61_2,HC03_VC62_3,HC03_VC64_3,HC03_VC65_4,HC03_VC66_2,HC03_VC67_2,HC03_VC69_3,HC03_VC70_4,HC03_VC71_1
430,low,HC03_VC61_3,HC03_VC62_2,HC03_VC64_1,HC03_VC65_4,HC03_VC66_3,HC03_VC67_1,HC03_VC69_2,HC03_VC70_2,HC03_VC71_1
431,low,HC03_VC61_1,HC03_VC62_3,HC03_VC64_2,HC03_VC65_2,HC03_VC66_3,HC03_VC67_3,HC03_VC69_1,HC03_VC70_2,HC03_VC71_3
432,low,HC03_VC61_4,HC03_VC62_1,HC03_VC64_1,HC03_VC65_4,HC03_VC66_1,HC03_VC67_4,HC03_VC69_4,HC03_VC70_1,HC03_VC71_4
433,low,HC03_VC61_4,HC03_VC62_3,HC03_VC64_3,HC03_VC65_4,HC03_VC66_1,HC03_VC67_2,HC03_VC69_4,HC03_VC70_4,HC03_VC71_1
434,low,HC03_VC61_2,HC03_VC62_1,HC03_VC64_2,HC03_VC65_3,HC03_VC66_1,HC03_VC67_1,HC03_VC69_2,HC03_VC70_3,HC03_VC71_1
435,low,HC03_VC61_2,HC03_VC62_2,HC03_VC64_1,HC03_VC65_2,HC03_VC66_3,HC03_VC67_2,HC03_VC69_2,HC03_VC70_3,HC03_VC71_1
436,low,HC03_VC61_2,HC03_VC62_3,HC03_VC64_1,HC03_VC65_3,HC03_VC66_3,HC03_VC67_3,HC03_VC69_2,HC03_VC70_4,HC03_VC71_2
437,low,HC03_VC61_2,HC03_VC62_2,HC03_VC64_4,HC03_VC65_2,HC03_VC66_2,HC03_VC67_1,HC03_VC69_3,HC03_VC70_2,HC03_VC71_2
438,low,HC03_VC61_1,HC03_VC62_4,HC03_VC64_3,HC03_VC65_3,HC03_VC66_3,HC03_VC67_4,HC03_VC69_1,HC03_VC70_2,HC03_VC71_3
