,drug,HC03_VC117,HC03_VC118,HC03_VC119,HC03_VC120,HC03_VC121,HC03_VC122,HC03_VC123,HC03_VC124
327,mid,HC03_VC117_1,HC03_VC118_2,HC03_VC119_3,HC03_VC120_2,HC03_VC121_3,HC03_VC122_3,HC03_VC123_3,HC03_VC124_2
328,mid,HC03_VC117_2,HC03_VC118_2,HC03_VC119_3,HC03_VC120_3,HC03_VC121_3,HC03_VC122_2,HC03_VC123_2,HC03_VC124_2
329,mid,HC03_VC117_1,HC03_VC118_1,HC03_VC119_4,HC03_VC120_3,HC03_VC121_4,HC03_VC122_4,HC03_VC123_4,HC03_VC124_2
330,mid,HC03_VC117_1,HC03_VC118_3,HC03_VC119_2,HC03_VC120_1,HC03_VC121_3,HC03_VC122_4,HC03_VC123_1,HC03_VC124_2
331,mid,HC03_VC117_2,HC03_VC118_4,HC03_VC119_2,HC03_VC120_4,HC03_VC121_1,HC03_VC122_2,HC03_VC123_1,HC03_VC124_1
332,mid,HC03_VC117_1,HC03_VC118_3,HC03_VC119_2,HC03_VC120_2,HC03_VC121_2,HC03_VC122_3,HC03_VC123_1,HC03_VC124_2
333,mid,HC03_VC117_4,HC03_VC118_2,HC03_VC119_3,HC03_VC120_3,HC03_VC121_3,HC03_VC122_3,HC03_VC123_2,HC03_VC124_1
334,mid,HC03_VC117_1,HC03_VC118_1,HC03_VC119_4,HC03_VC120_3,HC03_VC121_3,HC03_VC122_3,HC03_VC123_2,HC03_VC124_2
335,mid,HC03_VC117_3,HC03_VC118_4,HC03_VC119_1,HC03_VC120_1,HC03_VC121_2,HC03_VC122_1,HC03_VC123_3,HC03_VC124_3
336,mid,HC03_VC117_2,HC03_VC118_3,HC03_VC119_3,HC03_VC120_4,HC03_VC121_1,HC03_VC122_1,HC03_VC123_4,HC03_VC124_1
337,mid,HC03_VC117_1,HC03_VC118_2,HC03_VC119_3,HC03_VC120_2,HC03_VC121_4,HC03_VC122_4,HC03_VC123_3,HC03_VC124_1
338,mid,HC03_VC117_4,HC03_VC118_2,HC03_VC119_3,HC03_VC120_3,HC03_VC121_2,HC03_VC122_3,HC03_VC123_2,HC03_VC124_1
339,mid,HC03_VC117_2,HC03_VC118_1,HC03_VC119_4,HC03_VC120_3,HC03_VC121_4,HC03_VC122_3,HC03_VC123_4,HC03_VC124_2
340,mid,HC03_VC117_1,HC03_VC118_3,HC03_VC119_2,HC03_VC120_1,HC03_VC121_4,HC03_VC122_4,HC03_VC123_3,HC03_VC124_2
341,mid,HC03_VC117_1,HC03_VC118_3,HC03_VC119_2,HC03_VC120_3,HC03_VC121_2,HC03_VC122_3,HC03_VC123_1,HC03_VC124_1
342,mid,HC03_VC117_1,HC03_VC118_3,HC03_VC119_2,HC03_VC120_2,HC03_VC121_2,HC03_VC122_3,HC03_VC123_1,HC03_VC124_2
343,mid,HC03_VC117_2,HC03_VC118_1,HC03_VC119_4,HC03_VC120_4,HC03_VC121_4,HC03_VC122_4,HC03_VC123_4,HC03_VC124_2
344,mid,HC03_VC117_1,HC03_VC118_4,HC03_VC119_1,HC03_VC120_3,HC03_VC121_1,HC03_VC122_1,HC03_VC123_1,HC03_VC124_1
345,mid,HC03_VC117_2,HC03_VC118_3,HC03_VC119_2,HC03_VC120_2,HC03_VC121_2,HC03_VC122_2,HC03_VC123_2,HC03_VC124_2
346,low,HC03_VC117_2,HC03_VC118_1,HC03_VC119_4,HC03_VC120_3,HC03_VC121_4,HC03_VC122_4,HC03_VC123_3,HC03_VC124_1
347,low,HC03_VC117_2,HC03_VC118_1,HC03_VC119_4,HC03_VC120_3,HC03_VC121_4,HC03_VC122_4,HC03_VC123_3,HC03_VC124_3
348,low,HC03_VC117_2,HC03_VC118_4,HC03_VC119_1,HC03_VC120_1,HC03_VC121_1,HC03_VC122_1,HC03_VC123_2,HC03_VC124_1
349,low,HC03_VC117_4,HC03_VC118_1,HC03_VC119_4,HC03_VC120_4,HC03_VC121_3,HC03_VC122_2,HC03_VC123_4,HC03_VC124_3
350,low,HC03_VC117_4,HC03_VC118_4,HC03_VC119_1,HC03_VC120_1,HC03_VC121_1,HC03_VC122_1,HC03_VC123_1,HC03_VC124_1
351,low,HC03_VC117_4,HC03_VC118_4,HC03_VC119_1,HC03_VC120_4,HC03_VC121_1,HC03_VC122_1,HC03_VC123_2,HC03_VC124_1
352,low,HC03_VC117_2,HC03_VC118_3,HC03_VC119_2,HC03_VC120_2,HC03_VC121_3,HC03_VC122_3,HC03_VC123_2,HC03_VC124_2
353,low,HC03_VC117_2,HC03_VC118_4,HC03_VC119_1,HC03_VC120_2,HC03_VC121_1,HC03_VC122_1,HC03_VC123_2,HC03_VC124_1
354,low,HC03_VC117_2,HC03_VC118_3,HC03_VC119_2,HC03_VC120_2,HC03_VC121_3,HC03_VC122_4,HC03_VC123_2,HC03_VC124_2
355,low,HC03_VC117_2,HC03_VC118_1,HC03_VC119_4,HC03_VC120_3,HC03_VC121_4,HC03_VC122_4,HC03_VC123_2,HC03_VC124_2
356,low,HC03_VC117_1,HC03_VC118_4,HC03_VC119_1,HC03_VC120_2,HC03_VC121_1,HC03_VC122_2,HC03_VC123_1,HC03_VC124_1
357,low,HC03_VC117_4,HC03_VC118_2,HC03_VC119_3,HC03_VC120_2,HC03_VC121_3,HC03_VC122_3,HC03_VC123_2,HC03_VC124_2
358,low,HC03_VC117_1,HC03_VC118_3,HC03_VC119_2,HC03_VC120_3,HC03_VC121_2,HC03_VC122_2,HC03_VC123_1,HC03_VC124_1
359,low,HC03_VC117_2,HC03_VC118_2,HC03_VC119_3,HC03_VC120_4,HC03_VC121_1,HC03_VC122_2,HC03_VC123_1,HC03_VC124_2
360,low,HC03_VC117_2,HC03_VC118_1,HC03_VC119_4,HC03_VC120_3,HC03_VC121_3,HC03_VC122_3,HC03_VC123_2,HC03_VC124_2
361,low,HC03_VC117_1,HC03_VC118_3,HC03_VC119_2,HC03_VC120_3,HC03_VC121_2,HC03_VC122_2,HC03_VC123_1,HC03_VC124_1
362,low,HC03_VC117_1,HC03_VC118_4,HC03_VC119_1,HC03_VC120_3,HC03_VC121_1,HC03_VC122_1,HC03_VC123_1,HC03_VC124_1
363,low,HC03_VC117_2,HC03_VC118_2,HC03_VC119_3,HC03_VC120_2,HC03_VC121_3,HC03_VC122_3,HC03_VC123_2,HC03_VC124_2
364,low,HC03_VC117_4,HC03_VC118_1,HC03_VC119_4,HC03_VC120_4,HC03_VC121_4,HC03_VC122_2,HC03_VC123_4,HC03_VC124_2
365,low,HC03_VC117_1,HC03_VC118_3,HC03_VC119_2,HC03_VC120_1,HC03_VC121_4,HC03_VC122_4,HC03_VC123_3,HC03_VC124_1
366,low,HC03_VC117_4,HC03_VC118_1,HC03_VC119_4,HC03_VC120_3,HC03_VC121_4,HC03_VC122_3,HC03_VC123_4,HC03_VC124_1
367,low,HC03_VC117_4,HC03_VC118_1,HC03_VC119_4,HC03_VC120_4,HC03_VC121_2,HC03_VC122_2,HC03_VC123_3,HC03_VC124_2
368,low,HC03_VC117_4,HC03_VC118_1,HC03_VC119_4,HC03_VC120_4,HC03_VC121_2,HC03_VC122_2,HC03_VC123_4,HC03_VC124_3
369,low,HC03_VC117_1,HC03_VC118_2,HC03_VC119_3,HC03_VC120_2,HC03_VC121_3,HC03_VC122_2,HC03_VC123_4,HC03_VC124_2
370,low,HC03_VC117_1,HC03_VC118_3,HC03_VC119_2,HC03_VC120_1,HC03_VC121_3,HC03_VC122_3,HC03_VC123_3,HC03_VC124_2
371,low,HC03_VC117_2,HC03_VC118_4,HC03_VC119_1,HC03_VC120_1,HC03_VC121_1,HC03_VC122_2,HC03_VC123_1,HC03_VC124_1
372,low,HC03_VC117_2,HC03_VC118_2,HC03_VC119_3,HC03_VC120_2,HC03_VC121_4,HC03_VC122_3,HC03_VC123_4,HC03_VC124_1
373,low,HC03_VC117_4,HC03_VC118_1,HC03_VC119_4,HC03_VC120_4,HC03_VC121_4,HC03_VC122_4,HC03_VC123_3,HC03_VC124_1
374,low,HC03_VC117_3,HC03_VC118_3,HC03_VC119_2,HC03_VC120_2,HC03_VC121_2,HC03_VC122_1,HC03_VC123_4,HC03_VC124_2
375,low,HC03_VC117_4,HC03_VC118_1,HC03_VC119_4,HC03_VC120_4,HC03_VC121_3,HC03_VC122_2,HC03_VC123_3,HC03_VC124_3
376,low,HC03_VC117_1,HC03_VC118_2,HC03_VC119_3,HC03_VC120_2,HC03_VC121_4,HC03_VC122_3,HC03_VC123_4,HC03_VC124_1
377,low,HC03_VC117_2,HC03_VC118_1,HC03_VC119_4,HC03_VC120_3,HC03_VC121_4,HC03_VC122_4,HC03_VC123_2,HC03_VC124_3
378,low,HC03_VC117_2,HC03_VC118_1,HC03_VC119_4,HC03_VC120_4,HC03_VC121_2,HC03_VC122_4,HC03_VC123_1,HC03_VC124_2
379,low,HC03_VC117_1,HC03_VC118_3,HC03_VC119_2,HC03_VC120_3,HC03_VC121_1,HC03_VC122_2,HC03_VC123_1,HC03_VC124_1
380,low,HC03_VC117_1,HC03_VC118_4,HC03_VC119_1,HC03_VC120_1,HC03_VC121_2,HC03_VC122_3,HC03_VC123_2,HC03_VC124_1
381,low,HC03_VC117_2,HC03_VC118_3,HC03_VC119_2,HC03_VC120_1,HC03_VC121_3,HC03_VC122_4,HC03_VC123_1,HC03_VC124_2
382,low,HC03_VC117_4,HC03_VC118_2,HC03_VC119_3,HC03_VC120_4,HC03_VC121_1,HC03_VC122_1,HC03_VC123_1,HC03_VC124_3
383,low,HC03_VC117_4,HC03_VC118_3,HC03_VC119_2,HC03_VC120_4,HC03_VC121_1,HC03_VC122_2,HC03_VC123_1,HC03_VC124_2
384,low,HC03_VC117_2,HC03_VC118_2,HC03_VC119_3,HC03_VC120_3,HC03_VC121_2,HC03_VC122_4,HC03_VC123_1,HC03_VC124_1
385,low,HC03_VC117_4,HC03_VC118_1,HC03_VC119_4,HC03_VC120_4,HC03_VC121_4,HC03_VC122_4,HC03_VC123_4,HC03_VC124_3
386,low,HC03_VC117_3,HC03_VC118_2,HC03_VC119_3,HC03_VC120_3,HC03_VC121_2,HC03_VC122_3,HC03_VC123_1,HC03_VC124_2
387,low,HC03_VC117_4,HC03_VC118_4,HC03_VC119_1,HC03_VC120_4,HC03_VC121_1,HC03_VC122_1,HC03_VC123_1,HC03_VC124_1
388,low,HC03_VC117_1,HC03_VC118_1,HC03_VC119_4,HC03_VC120_3,HC03_VC121_4,HC03_VC122_4,HC03_VC123_3,HC03_VC124_1
389,low,HC03_VC117_4,HC03_VC118_3,HC03_VC119_2,HC03_VC120_3,HC03_VC121_1,HC03_VC122_2,HC03_VC123_1,HC03_VC124_3
390,low,HC03_VC117_2,HC03_VC118_1,HC03_VC119_4,HC03_VC120_4,HC03_VC121_2,HC03_VC122_2,HC03_VC123_3,HC03_VC124_2
391,low,HC03_VC117_3,HC03_VC118_1,HC03_VC119_3,HC03_VC120_3,HC03_VC121_3,HC03_VC122_2,HC03_VC123_4,HC03_VC124_3
392,low,HC03_VC117_2,HC03_VC118_3,HC03_VC119_2,HC03_VC120_2,HC03_VC121_3,HC03_VC122_3,HC03_VC123_3,HC03_VC124_2
393,low,HC03_VC117_2,HC03_VC118_2,HC03_VC119_3,HC03_VC120_2,HC03_VC121_4,HC03_VC122_4,HC03_VC123_2,HC03_VC124_2
394,low,HC03_VC117_3,HC03_VC118_1,HC03_VC119_4,HC03_VC120_4,HC03_VC121_3,HC03_VC122_4,HC03_VC123_1,HC03_VC124_3
395,low,HC03_VC117_2,HC03_VC118_1,HC03_VC119_4,HC03_VC120_3,HC03_VC121_4,HC03_VC122_4,HC03_VC123_4,HC03_VC124_2
396,low,HC03_VC117_3,HC03_VC118_1,HC03_VC119_4,HC03_VC120_4,HC03_VC121_2,HC03_VC122_1,HC03_VC123_3,HC03_VC124_3
397,low,HC03_VC117_3,HC03_VC118_3,HC03_VC119_2,HC03_VC120_2,HC03_VC121_3,HC03_VC122_2,HC03_VC123_4,HC03_VC124_3
398,low,HC03_VC117_4,HC03_VC118_1,HC03_VC119_4,HC03_VC120_4,HC03_VC121_4,HC03_VC122_4,HC03_VC123_4,HC03_VC124_1
399,low,HC03_VC117_4,HC03_VC118_2,HC03_VC119_3,HC03_VC120_4,HC03_VC121_2,HC03_VC122_2,HC03_VC123_2,HC03_VC124_1
400,low,HC03_VC117_2,HC03_VC118_2,HC03_VC119_3,HC03_VC120_1,HC03_VC121_4,HC03_VC122_4,HC03_VC123_4,HC03_VC124_3
401,low,HC03_VC117_3,HC03_VC118_1,HC03_VC119_4,HC03_VC120_3,HC03_VC121_3,HC03_VC122_2,HC03_VC123_4,HC03_VC124_2
402,low,HC03_VC117_4,HC03_VC118_1,HC03_VC119_4,HC03_VC120_4,HC03_VC121_3,HC03_VC122_3,HC03_VC123_2,HC03_VC124_3
403,low,HC03_VC117_2,HC03_VC118_3,HC03_VC119_2,HC03_VC120_3,HC03_VC121_1,HC03_VC122_1,HC03_VC123_2,HC03_VC124_1
404,low,HC03_VC117_3,HC03_VC118_1,HC03_VC119_4,HC03_VC120_4,HC03_VC121_2,HC03_VC122_2,HC03_VC123_3,HC03_VC124_2
405,low,HC03_VC117_4,HC03_VC118_1,HC03_VC119_4,HC03_VC120_4,HC03_VC121_3,HC03_VC122_2,HC03_VC123_3,HC03_VC124_3
406,low,HC03_VC117_3,HC03_VC118_4,HC03_VC119_1,HC03_VC120_3,HC03_VC121_1,HC03_VC122_1,HC03_VC123_1,HC03_VC124_1
407,low,HC03_VC117_3,HC03_VC118_2,HC03_VC119_3,HC03_VC120_3,HC03_VC121_3,HC03_VC122_2,HC03_VC123_4,HC03_VC124_3
408,low,HC03_VC117_2,HC03_VC118_2,HC03_VC119_3,HC03_VC120_4,HC03_VC121_1,HC03_VC122_1,HC03_VC123_2,HC03_VC124_1
409,low,HC03_VC117_1,HC03_VC118_2,HC03_VC119_3,HC03_VC120_3,HC03_VC121_3,HC03_VC122_2,HC03_VC123_4,HC03_VC124_2
410,low,HC03_VC117_1,HC03_VC118_2,HC03_VC119_3,HC03_VC120_3,HC03_VC121_3,HC03_VC122_3,HC03_VC123_2,HC03_VC124_2
411,low,HC03_VC117_3,HC03_VC118_1,HC03_VC119_4,HC03_VC120_3,HC03_VC121_4,HC03_VC122_4,HC03_VC123_4,HC03_VC124_1
412,low,HC03_VC117_2,HC03_VC118_4,HC03_VC119_1,HC03_VC120_3,HC03_VC121_1,HC03_VC122_2,HC03_VC123_1,HC03_VC124_1
413,low,HC03_VC117_2,HC03_VC118_2,HC03_VC119_3,HC03_VC120_2,HC03_VC121_3,HC03_VC122_2,HC03_VC123_3,HC03_VC124_3
414,low,HC03_VC117_3,HC03_VC118_1,HC03_VC119_4,HC03_VC120_2,HC03_VC121_4,HC03_VC122_4,HC03_VC123_3,HC03_VC124_2
415,low,HC03_VC117_3,HC03_VC118_2,HC03_VC119_3,HC03_VC120_2,HC03_VC121_3,HC03_VC122_2,HC03_VC123_4,HC03_VC124_2
416,low,HC03_VC117_4,HC03_VC118_2,HC03_VC119_2,HC03_VC120_2,HC03_VC121_3,HC03_VC122_3,HC03_VC123_1,HC03_VC124_3
417,low,HC03_VC117_4,HC03_VC118_1,HC03_VC119_4,HC03_VC120_3,HC03_VC121_4,HC03_VC122_4,HC03_VC123_4,HC03_VC124_3
418,low,HC03_VC117_1,HC03_VC118_3,HC03_VC119_2,HC03_VC120_1,HC03_VC121_4,HC03_VC122_3,HC03_VC123_3,HC03_VC124_2
419,low,HC03_VC117_1,HC03_VC118_3,HC03_VC119_2,HC03_VC120_2,HC03_VC121_1,HC03_VC122_1,HC03_VC123_2,HC03_VC124_1
420,low,HC03_VC117_4,HC03_VC118_3,HC03_VC119_2,HC03_VC120_4,HC03_VC121_1,HC03_VC122_1,HC03_VC123_3,HC03_VC124_3
421,low,HC03_VC117_4,HC03_VC118_4,HC03_VC119_1,HC03_VC120_1,HC03_VC121_2,HC03_VC122_1,HC03_VC123_4,HC03_VC124_1
422,low,HC03_VC117_3,HC03_VC118_2,HC03_VC119_3,HC03_VC120_3,HC03_VC121_2,HC03_VC122_2,HC03_VC123_2,HC03_VC124_3
423,low,HC03_VC117_1,HC03_VC118_1,HC03_VC119_4,HC03_VC120_4,HC03_VC121_4,HC03_VC122_3,HC03_VC123_4,HC03_VC124_2
424,low,HC03_VC117_2,HC03_VC118_1,HC03_VC119_4,HC03_VC120_3,HC03_VC121_4,HC03_VC122_4,HC03_VC123_3,HC03_VC124_2
425,low,HC03_VC117_4,HC03_VC118_3,HC03_VC119_2,HC03_VC120_2,HC03_VC121_2,HC03_VC122_1,HC03_VC123_2,HC03_VC124_3
426,low,HC03_VC117_2,HC03_VC118_4,HC03_VC119_1,HC03_VC120_3,HC03_VC121_1,HC03_VC122_1,HC03_VC123_1,HC03_VC124_1
427,low,HC03_VC117_3,HC03_VC118_1,HC03_VC119_4,HC03_VC120_3,HC03_VC121_4,HC03_VC122_3,HC03_VC123_3,HC03_VC124_3
428,low,HC03_VC117_3,HC03_VC118_2,HC03_VC119_3,HC03_VC120_3,HC03_VC121_2,HC03_VC122_2,HC03_VC123_3,HC03_VC124_2
429,low,HC03_VC117_2,HC03_VC118_1,HC03_VC119_4,HC03_VC120_3,HC03_VC121_4,HC03_VC122_4,HC03_VC123_2,HC03_VC124_2
430,low,HC03_VC117_2,HC03_VC118_2,HC03_VC119_3,HC03_VC120_3,HC03_VC121_2,HC03_VC122_3,HC03_VC123_1,HC03_VC124_3
431,low,HC03_VC117_1,HC03_VC118_3,HC03_VC119_2,HC03_VC120_1,HC03_VC121_3,HC03_VC122_3,HC03_VC123_3,HC03_VC124_1
432,low,HC03_VC117_4,HC03_VC118_4,HC03_VC119_1,HC03_VC120_2,HC03_VC121_1,HC03_VC122_1,HC03_VC123_2,HC03_VC124_3
433,low,HC03_VC117_3,HC03_VC118_2,HC03_VC119_3,HC03_VC120_4,HC03_VC121_2,HC03_VC122_2,HC03_VC123_2,HC03_VC124_1
434,low,HC03_VC117_3,HC03_VC118_1,HC03_VC119_4,HC03_VC120_4,HC03_VC121_4,HC03_VC122_4,HC03_VC123_3,HC03_VC124_3
435,low,HC03_VC117_2,HC03_VC118_2,HC03_VC119_3,HC03_VC120_2,HC03_VC121_3,HC03_VC122_3,HC03_VC123_2,HC03_VC124_1
436,low,HC03_VC117_2,HC03_VC118_1,HC03_VC119_4,HC03_VC120_3,HC03_VC121_4,HC03_VC122_4,HC03_VC123_2,HC03_VC124_3
437,low,HC03_VC117_2,HC03_VC118_4,HC03_VC119_1,HC03_VC120_1,HC03_VC121_2,HC03_VC122_2,HC03_VC123_2,HC03_VC124_1
438,low,HC03_VC117_1,HC03_VC118_2,HC03_VC119_3,HC03_VC120_3,HC03_VC121_3,HC03_VC122_3,HC03_VC123_2,HC03_VC124_1
439,low,HC03_VC117_3,HC03_VC118_1,HC03_VC119_4,HC03_VC120_4,HC03_VC121_4,HC03_VC122_4,HC03_VC123_3,HC03_VC124_1
440,low,HC03_VC117_4,HC03_VC118_3,HC03_VC119_2,HC03_VC120_4,HC03_VC121_1,HC03_VC122_1,HC03_VC123_4,HC03_VC124_3
441,low,HC03_VC117_4,HC03_VC118_1,HC03_VC119_4,HC03_VC120_3,HC03_VC121_4,HC03_VC122_4,HC03_VC123_3,HC03_VC124_3
442,low,HC03_VC117_4,HC03_VC118_1,HC03_VC119_4,HC03_VC120_4,HC03_VC121_4,HC03_VC122_4,HC03_VC123_4,HC03_VC124_3
443,low,HC03_VC117_2,HC03_VC118_4,HC03_VC119_1,HC03_VC120_1,HC03_VC121_2,HC03_VC122_3,HC03_VC123_1,HC03_VC124_2
444,low,HC03_VC117_4,HC03_VC118_3,HC03_VC119_2,HC03_VC120_3,HC03_VC121_1,HC03_VC122_2,HC03_VC123_2,HC03_VC124_2
445,low,HC03_VC117_4,HC03_VC118_3,HC03_VC119_2,HC03_VC120_3,HC03_VC121_1,HC03_VC122_1,HC03_VC123_3,HC03_VC124_3
446,low,HC03_VC117_4,HC03_VC118_3,HC03_VC119_2,HC03_VC120_3,HC03_VC121_2,HC03_VC122_4,HC03_VC123_1,HC03_VC124_3
447,low,HC03_VC117_4,HC03_VC118_1,HC03_VC119_4,HC03_VC120_3,HC03_VC121_3,HC03_VC122_3,HC03_VC123_4,HC03_VC124_3
448,low,HC03_VC117_4,HC03_VC118_1,HC03_VC119_4,HC03_VC120_4,HC03_VC121_4,HC03_VC122_4,HC03_VC123_4,HC03_VC124_3
449,low,HC03_VC117_4,HC03_VC118_1,HC03_VC119_4,HC03_VC120_4,HC03_VC121_4,HC03_VC122_4,HC03_VC123_4,HC03_VC124_3
450,low,HC03_VC117_4,HC03_VC118_1,HC03_VC119_4,HC03_VC120_4,HC03_VC121_4,HC03_VC122_4,HC03_VC123_2,HC03_VC124_2
451,low,HC03_VC117_4,HC03_VC118_4,HC03_VC119_1,HC03_VC120_4,HC03_VC121_1,HC03_VC122_1,HC03_VC123_4,HC03_VC124_1
452,low,HC03_VC117_4,HC03_VC118_4,HC03_VC119_1,HC03_VC120_2,HC03_VC121_1,HC03_VC122_1,HC03_VC123_1,HC03_VC124_1
453,low,HC03_VC117_3,HC03_VC118_1,HC03_VC119_4,HC03_VC120_4,HC03_VC121_4,HC03_VC122_4,HC03_VC123_1,HC03_VC124_3
454,low,HC03_VC117_3,HC03_VC118_2,HC03_VC119_3,HC03_VC120_3,HC03_VC121_2,HC03_VC122_3,HC03_VC123_2,HC03_VC124_3
455,low,HC03_VC117_3,HC03_VC118_2,HC03_VC119_3,HC03_VC120_3,HC03_VC121_4,HC03_VC122_3,HC03_VC123_4,HC03_VC124_2
456,low,HC03_VC117_4,HC03_VC118_1,HC03_VC119_4,HC03_VC120_4,HC03_VC121_4,HC03_VC122_4,HC03_VC123_2,HC03_VC124_1
457,low,HC03_VC117_4,HC03_VC118_1,HC03_VC119_4,HC03_VC120_4,HC03_VC121_2,HC03_VC122_1,HC03_VC123_4,HC03_VC124_3
458,low,HC03_VC117_3,HC03_VC118_1,HC03_VC119_4,HC03_VC120_3,HC03_VC121_3,HC03_VC122_2,HC03_VC123_4,HC03_VC124_2
459,low,HC03_VC117_4,HC03_VC118_2,HC03_VC119_3,HC03_VC120_1,HC03_VC121_4,HC03_VC122_4,HC03_VC123_4,HC03_VC124_3
