,drug,HC03_VC03,HC03_VC04,HC03_VC06,HC03_VC07,HC03_VC08,HC03_VC09,HC03_VC10,HC03_VC11,HC03_VC12,HC03_VC13,HC03_VC14,HC03_VC15,HC03_VC17,HC03_VC18
190,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC06_2,HC03_VC07_3,HC03_VC08_2,HC03_VC09_1,HC03_VC10_1,HC03_VC11_2,HC03_VC12_2,HC03_VC13_2,HC03_VC14_3,HC03_VC15_2,HC03_VC17_2,HC03_VC18_3
191,mid,HC03_VC03_4,HC03_VC04_2,HC03_VC06_1,HC03_VC07_4,HC03_VC08_3,HC03_VC09_1,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1,HC03_VC13_3,HC03_VC14_3,HC03_VC15_1,HC03_VC17_1,HC03_VC18_1
192,mid,HC03_VC03_2,HC03_VC04_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_4,HC03_VC10_4,HC03_VC11_2,HC03_VC12_2,HC03_VC13_1,HC03_VC14_1,HC03_VC15_1,HC03_VC17_4,HC03_VC18_1
193,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC06_2,HC03_VC07_4,HC03_VC08_3,HC03_VC09_2,HC03_VC10_2,HC03_VC11_2,HC03_VC12_1,HC03_VC13_1,HC03_VC14_1,HC03_VC15_3,HC03_VC17_3,HC03_VC18_3
194,mid,HC03_VC03_2,HC03_VC04_2,HC03_VC06_3,HC03_VC07_2,HC03_VC08_3,HC03_VC09_2,HC03_VC10_2,HC03_VC11_4,HC03_VC12_4,HC03_VC13_3,HC03_VC14_3,HC03_VC15_3,HC03_VC17_4,HC03_VC18_2
195,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC06_2,HC03_VC07_4,HC03_VC08_2,HC03_VC09_2,HC03_VC10_2,HC03_VC11_2,HC03_VC12_2,HC03_VC13_1,HC03_VC14_2,HC03_VC15_4,HC03_VC17_2,HC03_VC18_4
196,mid,HC03_VC03_2,HC03_VC04_4,HC03_VC06_3,HC03_VC07_3,HC03_VC08_2,HC03_VC09_3,HC03_VC10_2,HC03_VC11_4,HC03_VC12_3,HC03_VC13_1,HC03_VC14_2,HC03_VC15_2,HC03_VC17_3,HC03_VC18_2
197,mid,HC03_VC03_3,HC03_VC04_2,HC03_VC06_1,HC03_VC07_2,HC03_VC08_1,HC03_VC09_1,HC03_VC10_1,HC03_VC11_4,HC03_VC12_2,HC03_VC13_3,HC03_VC14_3,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
198,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC06_3,HC03_VC07_2,HC03_VC08_2,HC03_VC09_1,HC03_VC10_2,HC03_VC11_2,HC03_VC12_3,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_2,HC03_VC18_4
199,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC06_3,HC03_VC07_4,HC03_VC08_4,HC03_VC09_2,HC03_VC10_3,HC03_VC11_1,HC03_VC12_1,HC03_VC13_1,HC03_VC14_1,HC03_VC15_2,HC03_VC17_4,HC03_VC18_2
200,mid,HC03_VC03_2,HC03_VC04_2,HC03_VC06_4,HC03_VC07_1,HC03_VC08_3,HC03_VC09_2,HC03_VC10_1,HC03_VC11_4,HC03_VC12_4,HC03_VC13_3,HC03_VC14_2,HC03_VC15_2,HC03_VC17_4,HC03_VC18_1
201,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC06_2,HC03_VC07_3,HC03_VC08_3,HC03_VC09_3,HC03_VC10_2,HC03_VC11_1,HC03_VC12_1,HC03_VC13_2,HC03_VC14_2,HC03_VC15_2,HC03_VC17_2,HC03_VC18_3
202,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC06_2,HC03_VC07_4,HC03_VC08_2,HC03_VC09_3,HC03_VC10_3,HC03_VC11_2,HC03_VC12_2,HC03_VC13_1,HC03_VC14_2,HC03_VC15_4,HC03_VC17_2,HC03_VC18_4
203,mid,HC03_VC03_4,HC03_VC04_4,HC03_VC06_4,HC03_VC07_3,HC03_VC08_4,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_3,HC03_VC13_1,HC03_VC14_1,HC03_VC15_2,HC03_VC17_4,HC03_VC18_1
204,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_2,HC03_VC10_2,HC03_VC11_4,HC03_VC12_4,HC03_VC13_4,HC03_VC14_4,HC03_VC15_3,HC03_VC17_1,HC03_VC18_3
205,mid,HC03_VC03_3,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_2,HC03_VC10_1,HC03_VC11_2,HC03_VC12_1,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
206,mid,HC03_VC03_3,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_3,HC03_VC10_2,HC03_VC11_1,HC03_VC12_1,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
207,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_4,HC03_VC10_3,HC03_VC11_2,HC03_VC12_2,HC03_VC13_1,HC03_VC14_1,HC03_VC15_2,HC03_VC17_4,HC03_VC18_3
208,mid,HC03_VC03_3,HC03_VC04_2,HC03_VC06_1,HC03_VC07_3,HC03_VC08_2,HC03_VC09_2,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1,HC03_VC13_3,HC03_VC14_3,HC03_VC15_3,HC03_VC17_1,HC03_VC18_3
209,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_2,HC03_VC10_1,HC03_VC11_3,HC03_VC12_2,HC03_VC13_4,HC03_VC14_3,HC03_VC15_3,HC03_VC17_1,HC03_VC18_3
210,mid,HC03_VC03_4,HC03_VC04_3,HC03_VC06_3,HC03_VC07_2,HC03_VC08_1,HC03_VC09_1,HC03_VC10_4,HC03_VC11_4,HC03_VC12_4,HC03_VC13_2,HC03_VC14_1,HC03_VC15_1,HC03_VC17_3,HC03_VC18_3
211,mid,HC03_VC03_2,HC03_VC04_2,HC03_VC06_2,HC03_VC07_2,HC03_VC08_2,HC03_VC09_3,HC03_VC10_1,HC03_VC11_2,HC03_VC12_1,HC03_VC13_3,HC03_VC14_2,HC03_VC15_2,HC03_VC17_2,HC03_VC18_3
212,mid,HC03_VC03_3,HC03_VC04_2,HC03_VC06_4,HC03_VC07_2,HC03_VC08_4,HC03_VC09_4,HC03_VC10_4,HC03_VC11_2,HC03_VC12_2,HC03_VC13_3,HC03_VC14_2,HC03_VC15_1,HC03_VC17_4,HC03_VC18_1
213,mid,HC03_VC03_2,HC03_VC04_3,HC03_VC06_3,HC03_VC07_3,HC03_VC08_3,HC03_VC09_2,HC03_VC10_2,HC03_VC11_3,HC03_VC12_2,HC03_VC13_2,HC03_VC14_2,HC03_VC15_2,HC03_VC17_3,HC03_VC18_2
214,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC06_2,HC03_VC07_1,HC03_VC08_1,HC03_VC09_4,HC03_VC10_3,HC03_VC11_4,HC03_VC12_4,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_3,HC03_VC18_2
215,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC06_2,HC03_VC07_1,HC03_VC08_2,HC03_VC09_4,HC03_VC10_3,HC03_VC11_3,HC03_VC12_2,HC03_VC13_4,HC03_VC14_3,HC03_VC15_2,HC03_VC17_2,HC03_VC18_2
216,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC06_3,HC03_VC07_4,HC03_VC08_3,HC03_VC09_1,HC03_VC10_3,HC03_VC11_2,HC03_VC12_2,HC03_VC13_1,HC03_VC14_1,HC03_VC15_1,HC03_VC17_3,HC03_VC18_1
217,mid,HC03_VC03_3,HC03_VC04_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_2,HC03_VC10_2,HC03_VC11_1,HC03_VC12_2,HC03_VC13_1,HC03_VC14_1,HC03_VC15_1,HC03_VC17_4,HC03_VC18_1
218,mid,HC03_VC03_4,HC03_VC04_4,HC03_VC06_1,HC03_VC07_4,HC03_VC08_1,HC03_VC09_4,HC03_VC10_3,HC03_VC11_3,HC03_VC12_2,HC03_VC13_1,HC03_VC14_1,HC03_VC15_3,HC03_VC17_1,HC03_VC18_4
219,mid,HC03_VC03_4,HC03_VC04_2,HC03_VC06_2,HC03_VC07_1,HC03_VC08_2,HC03_VC09_2,HC03_VC10_1,HC03_VC11_4,HC03_VC12_4,HC03_VC13_3,HC03_VC14_3,HC03_VC15_3,HC03_VC17_3,HC03_VC18_3
220,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC06_3,HC03_VC07_3,HC03_VC08_3,HC03_VC09_2,HC03_VC10_2,HC03_VC11_2,HC03_VC12_2,HC03_VC13_1,HC03_VC14_2,HC03_VC15_1,HC03_VC17_3,HC03_VC18_2
221,mid,HC03_VC03_1,HC03_VC04_2,HC03_VC06_1,HC03_VC07_3,HC03_VC08_2,HC03_VC09_2,HC03_VC10_1,HC03_VC11_2,HC03_VC12_1,HC03_VC13_3,HC03_VC14_3,HC03_VC15_3,HC03_VC17_1,HC03_VC18_3
222,mid,HC03_VC03_3,HC03_VC04_2,HC03_VC06_2,HC03_VC07_1,HC03_VC08_1,HC03_VC09_4,HC03_VC10_3,HC03_VC11_4,HC03_VC12_4,HC03_VC13_3,HC03_VC14_3,HC03_VC15_2,HC03_VC17_3,HC03_VC18_2
223,mid,HC03_VC03_4,HC03_VC04_2,HC03_VC06_4,HC03_VC07_2,HC03_VC08_4,HC03_VC09_1,HC03_VC10_2,HC03_VC11_3,HC03_VC12_3,HC03_VC13_3,HC03_VC14_3,HC03_VC15_3,HC03_VC17_4,HC03_VC18_1
224,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC06_3,HC03_VC07_3,HC03_VC08_2,HC03_VC09_3,HC03_VC10_2,HC03_VC11_4,HC03_VC12_4,HC03_VC13_1,HC03_VC14_3,HC03_VC15_4,HC03_VC17_3,HC03_VC18_4
225,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC06_3,HC03_VC07_1,HC03_VC08_2,HC03_VC09_1,HC03_VC10_1,HC03_VC11_2,HC03_VC12_4,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_2,HC03_VC18_1
226,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_1,HC03_VC10_2,HC03_VC11_3,HC03_VC12_4,HC03_VC13_4,HC03_VC14_3,HC03_VC15_1,HC03_VC17_1,HC03_VC18_1
227,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_3,HC03_VC10_3,HC03_VC11_3,HC03_VC12_3,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
228,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_1,HC03_VC10_1,HC03_VC11_3,HC03_VC12_3,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
229,mid,HC03_VC03_2,HC03_VC04_2,HC03_VC06_2,HC03_VC07_2,HC03_VC08_2,HC03_VC09_2,HC03_VC10_4,HC03_VC11_1,HC03_VC12_2,HC03_VC13_3,HC03_VC14_3,HC03_VC15_3,HC03_VC17_2,HC03_VC18_4
230,mid,HC03_VC03_2,HC03_VC04_4,HC03_VC06_4,HC03_VC07_2,HC03_VC08_3,HC03_VC09_3,HC03_VC10_3,HC03_VC11_4,HC03_VC12_4,HC03_VC13_1,HC03_VC14_1,HC03_VC15_2,HC03_VC17_4,HC03_VC18_1
231,mid,HC03_VC03_3,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_1,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
232,mid,HC03_VC03_3,HC03_VC04_3,HC03_VC06_3,HC03_VC07_2,HC03_VC08_3,HC03_VC09_4,HC03_VC10_4,HC03_VC11_3,HC03_VC12_3,HC03_VC13_2,HC03_VC14_2,HC03_VC15_2,HC03_VC17_4,HC03_VC18_1
233,mid,HC03_VC03_3,HC03_VC04_2,HC03_VC06_2,HC03_VC07_3,HC03_VC08_3,HC03_VC09_1,HC03_VC10_1,HC03_VC11_1,HC03_VC12_2,HC03_VC13_3,HC03_VC14_3,HC03_VC15_2,HC03_VC17_2,HC03_VC18_2
234,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC06_2,HC03_VC07_2,HC03_VC08_2,HC03_VC09_3,HC03_VC10_2,HC03_VC11_4,HC03_VC12_3,HC03_VC13_2,HC03_VC14_3,HC03_VC15_3,HC03_VC17_3,HC03_VC18_2
235,mid,HC03_VC03_4,HC03_VC04_3,HC03_VC06_3,HC03_VC07_4,HC03_VC08_4,HC03_VC09_2,HC03_VC10_3,HC03_VC11_1,HC03_VC12_1,HC03_VC13_2,HC03_VC14_1,HC03_VC15_4,HC03_VC17_3,HC03_VC18_3
236,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC06_3,HC03_VC07_2,HC03_VC08_2,HC03_VC09_2,HC03_VC10_1,HC03_VC11_4,HC03_VC12_3,HC03_VC13_2,HC03_VC14_2,HC03_VC15_1,HC03_VC17_3,HC03_VC18_2
237,mid,HC03_VC03_2,HC03_VC04_3,HC03_VC06_2,HC03_VC07_3,HC03_VC08_3,HC03_VC09_2,HC03_VC10_1,HC03_VC11_3,HC03_VC12_2,HC03_VC13_2,HC03_VC14_2,HC03_VC15_2,HC03_VC17_2,HC03_VC18_2
238,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC06_2,HC03_VC07_3,HC03_VC08_3,HC03_VC09_4,HC03_VC10_3,HC03_VC11_2,HC03_VC12_1,HC03_VC13_2,HC03_VC14_2,HC03_VC15_3,HC03_VC17_2,HC03_VC18_3
239,mid,HC03_VC03_2,HC03_VC04_3,HC03_VC06_4,HC03_VC07_3,HC03_VC08_3,HC03_VC09_2,HC03_VC10_1,HC03_VC11_2,HC03_VC12_3,HC03_VC13_2,HC03_VC14_2,HC03_VC15_1,HC03_VC17_3,HC03_VC18_1
240,mid,HC03_VC03_1,HC03_VC04_2,HC03_VC06_1,HC03_VC07_2,HC03_VC08_1,HC03_VC09_2,HC03_VC10_2,HC03_VC11_2,HC03_VC12_2,HC03_VC13_3,HC03_VC14_3,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
241,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC06_3,HC03_VC07_4,HC03_VC08_3,HC03_VC09_1,HC03_VC10_1,HC03_VC11_3,HC03_VC12_3,HC03_VC13_1,HC03_VC14_1,HC03_VC15_1,HC03_VC17_3,HC03_VC18_1
242,mid,HC03_VC03_4,HC03_VC04_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_2,HC03_VC10_3,HC03_VC11_1,HC03_VC12_1,HC03_VC13_1,HC03_VC14_1,HC03_VC15_1,HC03_VC17_4,HC03_VC18_1
243,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC06_3,HC03_VC07_3,HC03_VC08_3,HC03_VC09_2,HC03_VC10_2,HC03_VC11_3,HC03_VC12_3,HC03_VC13_2,HC03_VC14_2,HC03_VC15_2,HC03_VC17_4,HC03_VC18_2
244,mid,HC03_VC03_1,HC03_VC04_2,HC03_VC06_2,HC03_VC07_2,HC03_VC08_2,HC03_VC09_2,HC03_VC10_2,HC03_VC11_3,HC03_VC12_2,HC03_VC13_3,HC03_VC14_3,HC03_VC15_2,HC03_VC17_2,HC03_VC18_2
245,mid,HC03_VC03_3,HC03_VC04_2,HC03_VC06_1,HC03_VC07_3,HC03_VC08_1,HC03_VC09_1,HC03_VC10_3,HC03_VC11_1,HC03_VC12_2,HC03_VC13_3,HC03_VC14_3,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
246,mid,HC03_VC03_2,HC03_VC04_3,HC03_VC06_2,HC03_VC07_3,HC03_VC08_2,HC03_VC09_4,HC03_VC10_3,HC03_VC11_2,HC03_VC12_1,HC03_VC13_2,HC03_VC14_1,HC03_VC15_2,HC03_VC17_2,HC03_VC18_4
247,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC06_2,HC03_VC07_1,HC03_VC08_1,HC03_VC09_4,HC03_VC10_4,HC03_VC11_2,HC03_VC12_3,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_2,HC03_VC18_3
248,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC06_2,HC03_VC07_1,HC03_VC08_1,HC03_VC09_3,HC03_VC10_2,HC03_VC11_3,HC03_VC12_3,HC03_VC13_4,HC03_VC14_4,HC03_VC15_3,HC03_VC17_2,HC03_VC18_3
249,mid,HC03_VC03_4,HC03_VC04_2,HC03_VC06_3,HC03_VC07_1,HC03_VC08_2,HC03_VC09_2,HC03_VC10_3,HC03_VC11_4,HC03_VC12_3,HC03_VC13_3,HC03_VC14_3,HC03_VC15_2,HC03_VC17_3,HC03_VC18_3
250,mid,HC03_VC03_3,HC03_VC04_3,HC03_VC06_3,HC03_VC07_2,HC03_VC08_2,HC03_VC09_1,HC03_VC10_2,HC03_VC11_4,HC03_VC12_4,HC03_VC13_2,HC03_VC14_2,HC03_VC15_2,HC03_VC17_3,HC03_VC18_2
251,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC06_2,HC03_VC07_1,HC03_VC08_2,HC03_VC09_3,HC03_VC10_3,HC03_VC11_4,HC03_VC12_3,HC03_VC13_4,HC03_VC14_4,HC03_VC15_3,HC03_VC17_3,HC03_VC18_2
252,mid,HC03_VC03_3,HC03_VC04_1,HC03_VC06_3,HC03_VC07_3,HC03_VC08_4,HC03_VC09_2,HC03_VC10_3,HC03_VC11_1,HC03_VC12_1,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_2,HC03_VC18_3
253,mid,HC03_VC03_3,HC03_VC04_1,HC03_VC06_2,HC03_VC07_1,HC03_VC08_2,HC03_VC09_1,HC03_VC10_1,HC03_VC11_2,HC03_VC12_2,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_2,HC03_VC18_2
254,mid,HC03_VC03_4,HC03_VC04_4,HC03_VC06_3,HC03_VC07_3,HC03_VC08_4,HC03_VC09_2,HC03_VC10_1,HC03_VC11_3,HC03_VC12_4,HC03_VC13_1,HC03_VC14_3,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
255,mid,HC03_VC03_2,HC03_VC04_2,HC03_VC06_2,HC03_VC07_3,HC03_VC08_2,HC03_VC09_2,HC03_VC10_2,HC03_VC11_2,HC03_VC12_2,HC03_VC13_3,HC03_VC14_3,HC03_VC15_1,HC03_VC17_2,HC03_VC18_2
256,mid,HC03_VC03_2,HC03_VC04_3,HC03_VC06_2,HC03_VC07_3,HC03_VC08_4,HC03_VC09_1,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1,HC03_VC13_2,HC03_VC14_2,HC03_VC15_2,HC03_VC17_2,HC03_VC18_3
257,mid,HC03_VC03_4,HC03_VC04_2,HC03_VC06_4,HC03_VC07_1,HC03_VC08_3,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_4,HC03_VC13_3,HC03_VC14_3,HC03_VC15_3,HC03_VC17_4,HC03_VC18_1
258,mid,HC03_VC03_3,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_4,HC03_VC10_3,HC03_VC11_2,HC03_VC12_1,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
259,mid,HC03_VC03_4,HC03_VC04_3,HC03_VC06_3,HC03_VC07_2,HC03_VC08_1,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_4,HC03_VC13_2,HC03_VC14_1,HC03_VC15_2,HC03_VC17_3,HC03_VC18_3
260,mid,HC03_VC03_3,HC03_VC04_1,HC03_VC06_2,HC03_VC07_1,HC03_VC08_1,HC03_VC09_2,HC03_VC10_3,HC03_VC11_3,HC03_VC12_3,HC03_VC13_4,HC03_VC14_3,HC03_VC15_2,HC03_VC17_1,HC03_VC18_3
261,mid,HC03_VC03_2,HC03_VC04_2,HC03_VC06_3,HC03_VC07_2,HC03_VC08_3,HC03_VC09_3,HC03_VC10_3,HC03_VC11_2,HC03_VC12_2,HC03_VC13_3,HC03_VC14_4,HC03_VC15_4,HC03_VC17_3,HC03_VC18_2
262,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC06_2,HC03_VC07_4,HC03_VC08_4,HC03_VC09_2,HC03_VC10_2,HC03_VC11_1,HC03_VC12_1,HC03_VC13_1,HC03_VC14_1,HC03_VC15_3,HC03_VC17_2,HC03_VC18_4
263,mid,HC03_VC03_3,HC03_VC04_1,HC03_VC06_3,HC03_VC07_1,HC03_VC08_2,HC03_VC09_3,HC03_VC10_3,HC03_VC11_2,HC03_VC12_4,HC03_VC13_4,HC03_VC14_4,HC03_VC15_3,HC03_VC17_3,HC03_VC18_2
264,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC06_3,HC03_VC07_4,HC03_VC08_4,HC03_VC09_2,HC03_VC10_3,HC03_VC11_1,HC03_VC12_2,HC03_VC13_1,HC03_VC14_1,HC03_VC15_1,HC03_VC17_4,HC03_VC18_1
265,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_2,HC03_VC10_1,HC03_VC11_3,HC03_VC12_2,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
266,mid,HC03_VC03_3,HC03_VC04_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_3,HC03_VC10_4,HC03_VC11_2,HC03_VC12_2,HC03_VC13_1,HC03_VC14_1,HC03_VC15_1,HC03_VC17_4,HC03_VC18_1
267,mid,HC03_VC03_3,HC03_VC04_1,HC03_VC06_1,HC03_VC07_2,HC03_VC08_1,HC03_VC09_1,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
268,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC06_2,HC03_VC07_2,HC03_VC08_2,HC03_VC09_2,HC03_VC10_2,HC03_VC11_3,HC03_VC12_3,HC03_VC13_2,HC03_VC14_3,HC03_VC15_3,HC03_VC17_2,HC03_VC18_3
269,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC06_4,HC03_VC07_3,HC03_VC08_4,HC03_VC09_1,HC03_VC10_1,HC03_VC11_1,HC03_VC12_4,HC03_VC13_4,HC03_VC14_3,HC03_VC15_2,HC03_VC17_4,HC03_VC18_1
270,mid,HC03_VC03_4,HC03_VC04_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_4,HC03_VC10_4,HC03_VC11_1,HC03_VC12_1,HC03_VC13_1,HC03_VC14_1,HC03_VC15_1,HC03_VC17_4,HC03_VC18_1
271,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC06_2,HC03_VC07_4,HC03_VC08_4,HC03_VC09_1,HC03_VC10_2,HC03_VC11_1,HC03_VC12_1,HC03_VC13_1,HC03_VC14_1,HC03_VC15_4,HC03_VC17_2,HC03_VC18_4
272,mid,HC03_VC03_3,HC03_VC04_4,HC03_VC06_3,HC03_VC07_4,HC03_VC08_4,HC03_VC09_2,HC03_VC10_2,HC03_VC11_1,HC03_VC12_1,HC03_VC13_1,HC03_VC14_1,HC03_VC15_2,HC03_VC17_3,HC03_VC18_2
273,mid,HC03_VC03_2,HC03_VC04_3,HC03_VC06_3,HC03_VC07_2,HC03_VC08_3,HC03_VC09_2,HC03_VC10_2,HC03_VC11_3,HC03_VC12_3,HC03_VC13_2,HC03_VC14_2,HC03_VC15_1,HC03_VC17_3,HC03_VC18_1
274,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_2,HC03_VC10_2,HC03_VC11_2,HC03_VC12_2,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
275,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_4,HC03_VC10_2,HC03_VC11_4,HC03_VC12_3,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
276,mid,HC03_VC03_3,HC03_VC04_4,HC03_VC06_4,HC03_VC07_3,HC03_VC08_3,HC03_VC09_3,HC03_VC10_4,HC03_VC11_3,HC03_VC12_3,HC03_VC13_1,HC03_VC14_2,HC03_VC15_2,HC03_VC17_4,HC03_VC18_2
277,mid,HC03_VC03_4,HC03_VC04_2,HC03_VC06_2,HC03_VC07_2,HC03_VC08_1,HC03_VC09_2,HC03_VC10_2,HC03_VC11_4,HC03_VC12_4,HC03_VC13_3,HC03_VC14_2,HC03_VC15_3,HC03_VC17_2,HC03_VC18_3
278,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC06_2,HC03_VC07_1,HC03_VC08_2,HC03_VC09_3,HC03_VC10_1,HC03_VC11_2,HC03_VC12_4,HC03_VC13_4,HC03_VC14_4,HC03_VC15_3,HC03_VC17_2,HC03_VC18_2
279,mid,HC03_VC03_3,HC03_VC04_2,HC03_VC06_3,HC03_VC07_2,HC03_VC08_3,HC03_VC09_1,HC03_VC10_1,HC03_VC11_3,HC03_VC12_3,HC03_VC13_3,HC03_VC14_4,HC03_VC15_3,HC03_VC17_3,HC03_VC18_2
280,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_2,HC03_VC10_1,HC03_VC11_2,HC03_VC12_2,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
281,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC06_3,HC03_VC07_3,HC03_VC08_2,HC03_VC09_4,HC03_VC10_4,HC03_VC11_3,HC03_VC12_4,HC03_VC13_2,HC03_VC14_2,HC03_VC15_2,HC03_VC17_4,HC03_VC18_2
282,mid,HC03_VC03_4,HC03_VC04_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_1,HC03_VC10_2,HC03_VC11_3,HC03_VC12_4,HC03_VC13_1,HC03_VC14_1,HC03_VC15_1,HC03_VC17_4,HC03_VC18_1
283,mid,HC03_VC03_4,HC03_VC04_2,HC03_VC06_3,HC03_VC07_2,HC03_VC08_3,HC03_VC09_3,HC03_VC10_3,HC03_VC11_2,HC03_VC12_3,HC03_VC13_3,HC03_VC14_2,HC03_VC15_2,HC03_VC17_3,HC03_VC18_2
284,mid,HC03_VC03_3,HC03_VC04_2,HC03_VC06_4,HC03_VC07_3,HC03_VC08_3,HC03_VC09_1,HC03_VC10_4,HC03_VC11_2,HC03_VC12_4,HC03_VC13_3,HC03_VC14_2,HC03_VC15_1,HC03_VC17_2,HC03_VC18_1
