,drug,HC03_VC166,HC03_VC167,HC03_VC168,HC03_VC170,HC03_VC171,HC03_VC172,HC03_VC173,HC03_VC174,HC03_VC175,HC03_VC176,HC03_VC177,HC03_VC178
222,mid,HC03_VC166_3,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_3,HC03_VC172_2,HC03_VC173_2,HC03_VC174_2,HC03_VC175_3,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
223,mid,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_3,HC03_VC173_4,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
224,mid,HC03_VC166_1,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_2,HC03_VC172_2,HC03_VC173_2,HC03_VC174_2,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
225,mid,HC03_VC166_4,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_4,HC03_VC172_2,HC03_VC173_2,HC03_VC174_4,HC03_VC175_1,HC03_VC176_1,HC03_VC177_3,HC03_VC178_2
226,mid,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_2,HC03_VC172_4,HC03_VC173_4,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
227,mid,HC03_VC166_1,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_2,HC03_VC172_2,HC03_VC173_2,HC03_VC174_2,HC03_VC175_1,HC03_VC176_1,HC03_VC177_2,HC03_VC178_2
228,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_2,HC03_VC174_2,HC03_VC175_1,HC03_VC176_1,HC03_VC177_2,HC03_VC178_2
229,mid,HC03_VC166_2,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_3,HC03_VC173_4,HC03_VC174_3,HC03_VC175_3,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
230,mid,HC03_VC166_2,HC03_VC167_3,HC03_VC168_2,HC03_VC170_3,HC03_VC171_3,HC03_VC172_4,HC03_VC173_1,HC03_VC174_1,HC03_VC175_3,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
231,mid,HC03_VC166_2,HC03_VC167_4,HC03_VC168_1,HC03_VC170_2,HC03_VC171_1,HC03_VC172_2,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_2
232,mid,HC03_VC166_4,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_3,HC03_VC172_3,HC03_VC173_3,HC03_VC174_3,HC03_VC175_2,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
233,mid,HC03_VC166_3,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_3,HC03_VC172_4,HC03_VC173_4,HC03_VC174_2,HC03_VC175_3,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
234,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_2,HC03_VC177_2,HC03_VC178_1
235,mid,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_4,HC03_VC174_4,HC03_VC175_3,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
236,mid,HC03_VC166_2,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_3,HC03_VC173_2,HC03_VC174_2,HC03_VC175_3,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
237,mid,HC03_VC166_2,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_3,HC03_VC172_3,HC03_VC173_2,HC03_VC174_3,HC03_VC175_2,HC03_VC176_3,HC03_VC177_2,HC03_VC178_1
238,mid,HC03_VC166_1,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_3,HC03_VC172_3,HC03_VC173_1,HC03_VC174_1,HC03_VC175_3,HC03_VC176_3,HC03_VC177_2,HC03_VC178_1
239,mid,HC03_VC166_3,HC03_VC167_2,HC03_VC168_3,HC03_VC170_4,HC03_VC171_3,HC03_VC172_3,HC03_VC173_2,HC03_VC174_2,HC03_VC175_2,HC03_VC176_3,HC03_VC177_2,HC03_VC178_2
240,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_2,HC03_VC174_2,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
241,mid,HC03_VC166_1,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_2,HC03_VC172_2,HC03_VC173_1,HC03_VC174_1,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
242,mid,HC03_VC166_4,HC03_VC167_2,HC03_VC168_3,HC03_VC170_2,HC03_VC171_2,HC03_VC172_1,HC03_VC173_3,HC03_VC174_2,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
243,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_2,HC03_VC171_3,HC03_VC172_3,HC03_VC173_1,HC03_VC174_1,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_1
244,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_2,HC03_VC178_2
245,mid,HC03_VC166_3,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_1,HC03_VC172_1,HC03_VC173_3,HC03_VC174_2,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
246,mid,HC03_VC166_2,HC03_VC167_3,HC03_VC168_2,HC03_VC170_3,HC03_VC171_2,HC03_VC172_2,HC03_VC173_2,HC03_VC174_2,HC03_VC175_3,HC03_VC176_3,HC03_VC177_2,HC03_VC178_2
247,mid,HC03_VC166_2,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_2,HC03_VC172_2,HC03_VC173_2,HC03_VC174_1,HC03_VC175_2,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
248,mid,HC03_VC166_2,HC03_VC167_1,HC03_VC168_3,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_2,HC03_VC174_3,HC03_VC175_3,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
249,mid,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_3,HC03_VC174_4,HC03_VC175_3,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
250,mid,HC03_VC166_3,HC03_VC167_3,HC03_VC168_2,HC03_VC170_3,HC03_VC171_2,HC03_VC172_3,HC03_VC173_2,HC03_VC174_2,HC03_VC175_2,HC03_VC176_2,HC03_VC177_1,HC03_VC178_2
251,mid,HC03_VC166_1,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_2,HC03_VC172_2,HC03_VC173_3,HC03_VC174_2,HC03_VC175_3,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
252,mid,HC03_VC166_3,HC03_VC167_2,HC03_VC168_3,HC03_VC170_2,HC03_VC171_2,HC03_VC172_1,HC03_VC173_4,HC03_VC174_3,HC03_VC175_3,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
253,mid,HC03_VC166_3,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_2,HC03_VC174_2,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
254,mid,HC03_VC166_4,HC03_VC167_3,HC03_VC168_2,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_3,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
255,mid,HC03_VC166_2,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_3,HC03_VC172_3,HC03_VC173_2,HC03_VC174_2,HC03_VC175_3,HC03_VC176_3,HC03_VC177_2,HC03_VC178_1
256,mid,HC03_VC166_2,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_2,HC03_VC172_3,HC03_VC173_3,HC03_VC174_3,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
257,mid,HC03_VC166_4,HC03_VC167_2,HC03_VC168_3,HC03_VC170_2,HC03_VC171_2,HC03_VC172_3,HC03_VC173_2,HC03_VC174_1,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
258,mid,HC03_VC166_3,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_2,HC03_VC172_1,HC03_VC173_2,HC03_VC174_2,HC03_VC175_2,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
259,mid,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_2,HC03_VC171_3,HC03_VC172_2,HC03_VC173_4,HC03_VC174_3,HC03_VC175_2,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
260,mid,HC03_VC166_3,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_2,HC03_VC172_2,HC03_VC173_4,HC03_VC174_3,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
261,mid,HC03_VC166_2,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_2,HC03_VC172_1,HC03_VC173_3,HC03_VC174_2,HC03_VC175_2,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
262,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_2,HC03_VC171_1,HC03_VC172_2,HC03_VC173_2,HC03_VC174_2,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
263,mid,HC03_VC166_3,HC03_VC167_1,HC03_VC168_3,HC03_VC170_4,HC03_VC171_2,HC03_VC172_3,HC03_VC173_4,HC03_VC174_4,HC03_VC175_3,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
264,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
265,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
266,mid,HC03_VC166_3,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_3,HC03_VC173_4,HC03_VC174_4,HC03_VC175_2,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
267,mid,HC03_VC166_2,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
268,mid,HC03_VC166_1,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_3,HC03_VC172_3,HC03_VC173_2,HC03_VC174_2,HC03_VC175_1,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
269,mid,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_3,HC03_VC171_4,HC03_VC172_3,HC03_VC173_4,HC03_VC174_2,HC03_VC175_2,HC03_VC176_1,HC03_VC177_1,HC03_VC178_2
270,mid,HC03_VC166_4,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_4,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
271,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
272,mid,HC03_VC166_3,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_2,HC03_VC172_2,HC03_VC173_2,HC03_VC174_2,HC03_VC175_1,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
273,mid,HC03_VC166_2,HC03_VC167_2,HC03_VC168_3,HC03_VC170_4,HC03_VC171_3,HC03_VC172_3,HC03_VC173_1,HC03_VC174_2,HC03_VC175_4,HC03_VC176_3,HC03_VC177_2,HC03_VC178_2
274,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
275,mid,HC03_VC166_1,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_3,HC03_VC172_3,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
276,mid,HC03_VC166_3,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_3,HC03_VC173_4,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
277,mid,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_2,HC03_VC173_4,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
278,mid,HC03_VC166_4,HC03_VC167_3,HC03_VC168_2,HC03_VC170_4,HC03_VC171_4,HC03_VC172_3,HC03_VC173_1,HC03_VC174_3,HC03_VC175_2,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
279,mid,HC03_VC166_3,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_3,HC03_VC172_3,HC03_VC173_2,HC03_VC174_2,HC03_VC175_3,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
280,mid,HC03_VC166_1,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_3,HC03_VC172_2,HC03_VC173_4,HC03_VC174_3,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
281,mid,HC03_VC166_1,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_3,HC03_VC172_3,HC03_VC173_2,HC03_VC174_2,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
282,mid,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_4,HC03_VC174_4,HC03_VC175_3,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
283,mid,HC03_VC166_4,HC03_VC167_3,HC03_VC168_2,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_3,HC03_VC174_1,HC03_VC175_4,HC03_VC176_3,HC03_VC177_2,HC03_VC178_1
284,mid,HC03_VC166_3,HC03_VC167_2,HC03_VC168_3,HC03_VC170_4,HC03_VC171_3,HC03_VC172_3,HC03_VC173_4,HC03_VC174_3,HC03_VC175_1,HC03_VC176_1,HC03_VC177_2,HC03_VC178_2
285,mid,HC03_VC166_1,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_2,HC03_VC172_2,HC03_VC173_1,HC03_VC174_1,HC03_VC175_3,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
286,mid,HC03_VC166_4,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_1,HC03_VC172_2,HC03_VC173_3,HC03_VC174_1,HC03_VC175_3,HC03_VC176_3,HC03_VC177_2,HC03_VC178_2
287,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_2,HC03_VC174_2,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
288,mid,HC03_VC166_3,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_2,HC03_VC172_2,HC03_VC173_1,HC03_VC174_1,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
289,mid,HC03_VC166_3,HC03_VC167_3,HC03_VC168_2,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_3,HC03_VC174_3,HC03_VC175_3,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
290,mid,HC03_VC166_1,HC03_VC167_3,HC03_VC168_2,HC03_VC170_3,HC03_VC171_3,HC03_VC172_3,HC03_VC173_1,HC03_VC174_2,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
291,mid,HC03_VC166_3,HC03_VC167_1,HC03_VC168_3,HC03_VC170_3,HC03_VC171_3,HC03_VC172_3,HC03_VC173_3,HC03_VC174_2,HC03_VC175_3,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
292,mid,HC03_VC166_2,HC03_VC167_3,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_2,HC03_VC174_2,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
293,mid,HC03_VC166_2,HC03_VC167_1,HC03_VC168_3,HC03_VC170_3,HC03_VC171_4,HC03_VC172_3,HC03_VC173_2,HC03_VC174_3,HC03_VC175_3,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
294,mid,HC03_VC166_2,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_2,HC03_VC172_2,HC03_VC173_3,HC03_VC174_3,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
295,mid,HC03_VC166_3,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_4,HC03_VC174_2,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
296,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
297,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_2,HC03_VC171_2,HC03_VC172_2,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_2
298,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_2,HC03_VC173_2,HC03_VC174_2,HC03_VC175_1,HC03_VC176_1,HC03_VC177_2,HC03_VC178_2
299,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_3,HC03_VC172_3,HC03_VC173_1,HC03_VC174_1,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_1
300,mid,HC03_VC166_3,HC03_VC167_2,HC03_VC168_3,HC03_VC170_2,HC03_VC171_3,HC03_VC172_2,HC03_VC173_2,HC03_VC174_1,HC03_VC175_3,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
301,mid,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_3,HC03_VC172_3,HC03_VC173_4,HC03_VC174_4,HC03_VC175_3,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
302,mid,HC03_VC166_2,HC03_VC167_2,HC03_VC168_3,HC03_VC170_4,HC03_VC171_4,HC03_VC172_3,HC03_VC173_2,HC03_VC174_3,HC03_VC175_3,HC03_VC176_2,HC03_VC177_2,HC03_VC178_1
303,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
304,mid,HC03_VC166_2,HC03_VC167_1,HC03_VC168_3,HC03_VC170_3,HC03_VC171_3,HC03_VC172_3,HC03_VC173_3,HC03_VC174_4,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
305,mid,HC03_VC166_2,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_3,HC03_VC172_2,HC03_VC173_3,HC03_VC174_2,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_1
306,mid,HC03_VC166_1,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_2,HC03_VC172_2,HC03_VC173_2,HC03_VC174_2,HC03_VC175_1,HC03_VC176_1,HC03_VC177_2,HC03_VC178_2
307,mid,HC03_VC166_1,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_3,HC03_VC172_3,HC03_VC173_2,HC03_VC174_2,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_1
308,mid,HC03_VC166_4,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_2,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_3,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
309,mid,HC03_VC166_2,HC03_VC167_3,HC03_VC168_2,HC03_VC170_3,HC03_VC171_2,HC03_VC172_3,HC03_VC173_2,HC03_VC174_2,HC03_VC175_3,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
310,mid,HC03_VC166_2,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_2,HC03_VC172_2,HC03_VC173_2,HC03_VC174_2,HC03_VC175_2,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
311,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
312,mid,HC03_VC166_3,HC03_VC167_1,HC03_VC168_4,HC03_VC170_3,HC03_VC171_3,HC03_VC172_3,HC03_VC173_4,HC03_VC174_3,HC03_VC175_4,HC03_VC176_3,HC03_VC177_2,HC03_VC178_1
313,mid,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_3,HC03_VC173_2,HC03_VC174_3,HC03_VC175_3,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
314,mid,HC03_VC166_1,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_3,HC03_VC172_3,HC03_VC173_1,HC03_VC174_1,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
315,mid,HC03_VC166_3,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_4,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_2,HC03_VC178_2
316,mid,HC03_VC166_4,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_2,HC03_VC172_2,HC03_VC173_1,HC03_VC174_1,HC03_VC175_2,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
317,mid,HC03_VC166_3,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_2,HC03_VC176_1,HC03_VC177_3,HC03_VC178_2
318,mid,HC03_VC166_2,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_3,HC03_VC172_2,HC03_VC173_3,HC03_VC174_3,HC03_VC175_1,HC03_VC176_1,HC03_VC177_3,HC03_VC178_2
319,mid,HC03_VC166_4,HC03_VC167_3,HC03_VC168_2,HC03_VC170_3,HC03_VC171_1,HC03_VC172_2,HC03_VC173_4,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_1,HC03_VC178_1
320,mid,HC03_VC166_2,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_2,HC03_VC175_1,HC03_VC176_1,HC03_VC177_2,HC03_VC178_1
321,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
322,mid,HC03_VC166_1,HC03_VC167_3,HC03_VC168_1,HC03_VC170_2,HC03_VC171_2,HC03_VC172_2,HC03_VC173_2,HC03_VC174_2,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
323,mid,HC03_VC166_2,HC03_VC167_3,HC03_VC168_2,HC03_VC170_3,HC03_VC171_3,HC03_VC172_3,HC03_VC173_1,HC03_VC174_2,HC03_VC175_3,HC03_VC176_3,HC03_VC177_2,HC03_VC178_2
324,mid,HC03_VC166_3,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_4,HC03_VC174_2,HC03_VC175_3,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
325,mid,HC03_VC166_2,HC03_VC167_2,HC03_VC168_3,HC03_VC170_2,HC03_VC171_2,HC03_VC172_2,HC03_VC173_3,HC03_VC174_3,HC03_VC175_2,HC03_VC176_1,HC03_VC177_3,HC03_VC178_2
326,mid,HC03_VC166_2,HC03_VC167_2,HC03_VC168_3,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_3,HC03_VC174_4,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_2
327,mid,HC03_VC166_1,HC03_VC167_3,HC03_VC168_2,HC03_VC170_3,HC03_VC171_3,HC03_VC172_3,HC03_VC173_2,HC03_VC174_2,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
328,mid,HC03_VC166_2,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_3,HC03_VC172_3,HC03_VC173_1,HC03_VC174_1,HC03_VC175_3,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
329,mid,HC03_VC166_1,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_3,HC03_VC172_3,HC03_VC173_1,HC03_VC174_1,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
330,mid,HC03_VC166_1,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_3,HC03_VC172_3,HC03_VC173_3,HC03_VC174_3,HC03_VC175_2,HC03_VC176_1,HC03_VC177_3,HC03_VC178_2
331,mid,HC03_VC166_2,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_2,HC03_VC173_1,HC03_VC174_2,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
332,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_2,HC03_VC174_2,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
