,drug,HC03_VC35,HC03_VC36,HC03_VC37,HC03_VC38,HC03_VC39,HC03_VC40,HC03_VC42,HC03_VC43,HC03_VC44,HC03_VC45,HC03_VC46,HC03_VC47
222,mid,HC03_VC35_3,HC03_VC36_3,HC03_VC37_1,HC03_VC38_4,HC03_VC39_3,HC03_VC40_3,HC03_VC42_3,HC03_VC43_3,HC03_VC44_1,HC03_VC45_4,HC03_VC46_3,HC03_VC47_3
223,mid,HC03_VC35_4,HC03_VC36_2,HC03_VC37_3,HC03_VC38_4,HC03_VC39_1,HC03_VC40_2,HC03_VC42_4,HC03_VC43_4,HC03_VC44_2,HC03_VC45_4,HC03_VC46_2,HC03_VC47_1
224,mid,HC03_VC35_1,HC03_VC36_1,HC03_VC37_3,HC03_VC38_4,HC03_VC39_4,HC03_VC40_4,HC03_VC42_1,HC03_VC43_1,HC03_VC44_4,HC03_VC45_3,HC03_VC46_4,HC03_VC47_4
225,mid,HC03_VC35_4,HC03_VC36_4,HC03_VC37_1,HC03_VC38_2,HC03_VC39_3,HC03_VC40_4,HC03_VC42_4,HC03_VC43_2,HC03_VC44_1,HC03_VC45_3,HC03_VC46_3,HC03_VC47_4
226,mid,HC03_VC35_4,HC03_VC36_4,HC03_VC37_1,HC03_VC38_4,HC03_VC39_1,HC03_VC40_3,HC03_VC42_4,HC03_VC43_4,HC03_VC44_2,HC03_VC45_3,HC03_VC46_1,HC03_VC47_4
227,mid,HC03_VC35_1,HC03_VC36_3,HC03_VC37_1,HC03_VC38_4,HC03_VC39_4,HC03_VC40_4,HC03_VC42_1,HC03_VC43_2,HC03_VC44_1,HC03_VC45_3,HC03_VC46_4,HC03_VC47_4
228,mid,HC03_VC35_1,HC03_VC36_3,HC03_VC37_2,HC03_VC38_1,HC03_VC39_3,HC03_VC40_3,HC03_VC42_1,HC03_VC43_2,HC03_VC44_1,HC03_VC45_2,HC03_VC46_4,HC03_VC47_3
229,mid,HC03_VC35_2,HC03_VC36_4,HC03_VC37_1,HC03_VC38_2,HC03_VC39_3,HC03_VC40_2,HC03_VC42_2,HC03_VC43_4,HC03_VC44_2,HC03_VC45_2,HC03_VC46_1,HC03_VC47_1
230,mid,HC03_VC35_2,HC03_VC36_3,HC03_VC37_2,HC03_VC38_2,HC03_VC39_1,HC03_VC40_3,HC03_VC42_2,HC03_VC43_3,HC03_VC44_1,HC03_VC45_3,HC03_VC46_2,HC03_VC47_3
231,mid,HC03_VC35_2,HC03_VC36_1,HC03_VC37_4,HC03_VC38_1,HC03_VC39_4,HC03_VC40_3,HC03_VC42_3,HC03_VC43_1,HC03_VC44_2,HC03_VC45_1,HC03_VC46_4,HC03_VC47_4
232,mid,HC03_VC35_4,HC03_VC36_3,HC03_VC37_1,HC03_VC38_3,HC03_VC39_4,HC03_VC40_4,HC03_VC42_4,HC03_VC43_4,HC03_VC44_1,HC03_VC45_1,HC03_VC46_1,HC03_VC47_3
233,mid,HC03_VC35_3,HC03_VC36_2,HC03_VC37_4,HC03_VC38_1,HC03_VC39_4,HC03_VC40_1,HC03_VC42_3,HC03_VC43_2,HC03_VC44_3,HC03_VC45_1,HC03_VC46_2,HC03_VC47_4
234,mid,HC03_VC35_1,HC03_VC36_3,HC03_VC37_1,HC03_VC38_3,HC03_VC39_2,HC03_VC40_4,HC03_VC42_1,HC03_VC43_2,HC03_VC44_2,HC03_VC45_3,HC03_VC46_3,HC03_VC47_3
235,mid,HC03_VC35_4,HC03_VC36_1,HC03_VC37_4,HC03_VC38_4,HC03_VC39_3,HC03_VC40_1,HC03_VC42_4,HC03_VC43_4,HC03_VC44_3,HC03_VC45_1,HC03_VC46_1,HC03_VC47_2
236,mid,HC03_VC35_1,HC03_VC36_3,HC03_VC37_2,HC03_VC38_3,HC03_VC39_1,HC03_VC40_3,HC03_VC42_1,HC03_VC43_3,HC03_VC44_1,HC03_VC45_2,HC03_VC46_2,HC03_VC47_4
237,mid,HC03_VC35_2,HC03_VC36_4,HC03_VC37_2,HC03_VC38_2,HC03_VC39_2,HC03_VC40_1,HC03_VC42_2,HC03_VC43_3,HC03_VC44_2,HC03_VC45_4,HC03_VC46_2,HC03_VC47_1
238,mid,HC03_VC35_1,HC03_VC36_2,HC03_VC37_3,HC03_VC38_2,HC03_VC39_2,HC03_VC40_2,HC03_VC42_1,HC03_VC43_2,HC03_VC44_3,HC03_VC45_2,HC03_VC46_3,HC03_VC47_1
239,mid,HC03_VC35_3,HC03_VC36_4,HC03_VC37_2,HC03_VC38_1,HC03_VC39_1,HC03_VC40_2,HC03_VC42_3,HC03_VC43_3,HC03_VC44_3,HC03_VC45_2,HC03_VC46_1,HC03_VC47_1
240,mid,HC03_VC35_1,HC03_VC36_1,HC03_VC37_3,HC03_VC38_3,HC03_VC39_3,HC03_VC40_3,HC03_VC42_1,HC03_VC43_1,HC03_VC44_3,HC03_VC45_2,HC03_VC46_4,HC03_VC47_2
241,mid,HC03_VC35_1,HC03_VC36_2,HC03_VC37_4,HC03_VC38_1,HC03_VC39_1,HC03_VC40_3,HC03_VC42_1,HC03_VC43_2,HC03_VC44_3,HC03_VC45_2,HC03_VC46_1,HC03_VC47_4
242,mid,HC03_VC35_4,HC03_VC36_1,HC03_VC37_4,HC03_VC38_1,HC03_VC39_2,HC03_VC40_4,HC03_VC42_4,HC03_VC43_1,HC03_VC44_4,HC03_VC45_1,HC03_VC46_1,HC03_VC47_4
243,mid,HC03_VC35_1,HC03_VC36_2,HC03_VC37_3,HC03_VC38_2,HC03_VC39_3,HC03_VC40_3,HC03_VC42_1,HC03_VC43_2,HC03_VC44_3,HC03_VC45_2,HC03_VC46_3,HC03_VC47_3
244,mid,HC03_VC35_1,HC03_VC36_2,HC03_VC37_2,HC03_VC38_3,HC03_VC39_2,HC03_VC40_4,HC03_VC42_1,HC03_VC43_2,HC03_VC44_2,HC03_VC45_4,HC03_VC46_2,HC03_VC47_2
245,mid,HC03_VC35_3,HC03_VC36_2,HC03_VC37_3,HC03_VC38_1,HC03_VC39_4,HC03_VC40_3,HC03_VC42_3,HC03_VC43_2,HC03_VC44_3,HC03_VC45_1,HC03_VC46_3,HC03_VC47_2
246,mid,HC03_VC35_2,HC03_VC36_3,HC03_VC37_2,HC03_VC38_4,HC03_VC39_3,HC03_VC40_1,HC03_VC42_2,HC03_VC43_3,HC03_VC44_2,HC03_VC45_3,HC03_VC46_3,HC03_VC47_1
247,mid,HC03_VC35_2,HC03_VC36_4,HC03_VC37_1,HC03_VC38_2,HC03_VC39_3,HC03_VC40_4,HC03_VC42_2,HC03_VC43_3,HC03_VC44_1,HC03_VC45_1,HC03_VC46_4,HC03_VC47_4
248,mid,HC03_VC35_2,HC03_VC36_3,HC03_VC37_2,HC03_VC38_4,HC03_VC39_2,HC03_VC40_2,HC03_VC42_2,HC03_VC43_3,HC03_VC44_2,HC03_VC45_4,HC03_VC46_4,HC03_VC47_1
249,mid,HC03_VC35_4,HC03_VC36_4,HC03_VC37_1,HC03_VC38_4,HC03_VC39_1,HC03_VC40_1,HC03_VC42_4,HC03_VC43_4,HC03_VC44_1,HC03_VC45_4,HC03_VC46_2,HC03_VC47_4
250,mid,HC03_VC35_3,HC03_VC36_4,HC03_VC37_2,HC03_VC38_1,HC03_VC39_2,HC03_VC40_2,HC03_VC42_3,HC03_VC43_2,HC03_VC44_1,HC03_VC45_4,HC03_VC46_3,HC03_VC47_4
251,mid,HC03_VC35_1,HC03_VC36_2,HC03_VC37_2,HC03_VC38_2,HC03_VC39_2,HC03_VC40_4,HC03_VC42_2,HC03_VC43_4,HC03_VC44_1,HC03_VC45_1,HC03_VC46_3,HC03_VC47_4
252,mid,HC03_VC35_3,HC03_VC36_1,HC03_VC37_4,HC03_VC38_2,HC03_VC39_3,HC03_VC40_3,HC03_VC42_3,HC03_VC43_1,HC03_VC44_4,HC03_VC45_1,HC03_VC46_3,HC03_VC47_4
253,mid,HC03_VC35_3,HC03_VC36_4,HC03_VC37_1,HC03_VC38_2,HC03_VC39_2,HC03_VC40_3,HC03_VC42_2,HC03_VC43_2,HC03_VC44_1,HC03_VC45_1,HC03_VC46_3,HC03_VC47_4
254,mid,HC03_VC35_4,HC03_VC36_4,HC03_VC37_3,HC03_VC38_1,HC03_VC39_1,HC03_VC40_1,HC03_VC42_4,HC03_VC43_2,HC03_VC44_3,HC03_VC45_1,HC03_VC46_3,HC03_VC47_1
255,mid,HC03_VC35_2,HC03_VC36_2,HC03_VC37_4,HC03_VC38_1,HC03_VC39_1,HC03_VC40_2,HC03_VC42_2,HC03_VC43_2,HC03_VC44_3,HC03_VC45_2,HC03_VC46_2,HC03_VC47_3
256,mid,HC03_VC35_1,HC03_VC36_1,HC03_VC37_4,HC03_VC38_2,HC03_VC39_3,HC03_VC40_1,HC03_VC42_2,HC03_VC43_3,HC03_VC44_3,HC03_VC45_2,HC03_VC46_2,HC03_VC47_1
257,mid,HC03_VC35_4,HC03_VC36_4,HC03_VC37_1,HC03_VC38_3,HC03_VC39_2,HC03_VC40_3,HC03_VC42_4,HC03_VC43_4,HC03_VC44_1,HC03_VC45_4,HC03_VC46_1,HC03_VC47_3
258,mid,HC03_VC35_3,HC03_VC36_4,HC03_VC37_1,HC03_VC38_4,HC03_VC39_3,HC03_VC40_2,HC03_VC42_3,HC03_VC43_4,HC03_VC44_1,HC03_VC45_1,HC03_VC46_4,HC03_VC47_1
259,mid,HC03_VC35_4,HC03_VC36_4,HC03_VC37_1,HC03_VC38_3,HC03_VC39_4,HC03_VC40_1,HC03_VC42_4,HC03_VC43_4,HC03_VC44_2,HC03_VC45_1,HC03_VC46_2,HC03_VC47_3
260,mid,HC03_VC35_3,HC03_VC36_4,HC03_VC37_2,HC03_VC38_4,HC03_VC39_1,HC03_VC40_1,HC03_VC42_3,HC03_VC43_3,HC03_VC44_2,HC03_VC45_2,HC03_VC46_3,HC03_VC47_1
261,mid,HC03_VC35_2,HC03_VC36_4,HC03_VC37_1,HC03_VC38_3,HC03_VC39_2,HC03_VC40_3,HC03_VC42_2,HC03_VC43_4,HC03_VC44_1,HC03_VC45_1,HC03_VC46_3,HC03_VC47_3
262,mid,HC03_VC35_1,HC03_VC36_1,HC03_VC37_4,HC03_VC38_2,HC03_VC39_3,HC03_VC40_2,HC03_VC42_1,HC03_VC43_1,HC03_VC44_4,HC03_VC45_2,HC03_VC46_3,HC03_VC47_1
263,mid,HC03_VC35_3,HC03_VC36_3,HC03_VC37_2,HC03_VC38_2,HC03_VC39_3,HC03_VC40_1,HC03_VC42_3,HC03_VC43_4,HC03_VC44_1,HC03_VC45_2,HC03_VC46_2,HC03_VC47_3
264,mid,HC03_VC35_1,HC03_VC36_1,HC03_VC37_4,HC03_VC38_2,HC03_VC39_1,HC03_VC40_4,HC03_VC42_1,HC03_VC43_1,HC03_VC44_4,HC03_VC45_2,HC03_VC46_1,HC03_VC47_3
265,mid,HC03_VC35_1,HC03_VC36_2,HC03_VC37_1,HC03_VC38_4,HC03_VC39_4,HC03_VC40_4,HC03_VC42_1,HC03_VC43_2,HC03_VC44_1,HC03_VC45_2,HC03_VC46_4,HC03_VC47_4
266,mid,HC03_VC35_3,HC03_VC36_1,HC03_VC37_4,HC03_VC38_3,HC03_VC39_1,HC03_VC40_2,HC03_VC42_3,HC03_VC43_2,HC03_VC44_4,HC03_VC45_2,HC03_VC46_1,HC03_VC47_4
267,mid,HC03_VC35_2,HC03_VC36_1,HC03_VC37_3,HC03_VC38_3,HC03_VC39_4,HC03_VC40_4,HC03_VC42_2,HC03_VC43_1,HC03_VC44_3,HC03_VC45_2,HC03_VC46_4,HC03_VC47_4
268,mid,HC03_VC35_1,HC03_VC36_3,HC03_VC37_1,HC03_VC38_3,HC03_VC39_2,HC03_VC40_2,HC03_VC42_1,HC03_VC43_4,HC03_VC44_1,HC03_VC45_4,HC03_VC46_3,HC03_VC47_1
269,mid,HC03_VC35_4,HC03_VC36_3,HC03_VC37_3,HC03_VC38_4,HC03_VC39_1,HC03_VC40_1,HC03_VC42_4,HC03_VC43_2,HC03_VC44_2,HC03_VC45_3,HC03_VC46_1,HC03_VC47_3
270,mid,HC03_VC35_4,HC03_VC36_1,HC03_VC37_4,HC03_VC38_3,HC03_VC39_1,HC03_VC40_1,HC03_VC42_4,HC03_VC43_3,HC03_VC44_4,HC03_VC45_1,HC03_VC46_1,HC03_VC47_1
271,mid,HC03_VC35_1,HC03_VC36_1,HC03_VC37_4,HC03_VC38_1,HC03_VC39_4,HC03_VC40_4,HC03_VC42_1,HC03_VC43_1,HC03_VC44_4,HC03_VC45_1,HC03_VC46_4,HC03_VC47_2
272,mid,HC03_VC35_3,HC03_VC36_1,HC03_VC37_4,HC03_VC38_1,HC03_VC39_1,HC03_VC40_3,HC03_VC42_3,HC03_VC43_2,HC03_VC44_4,HC03_VC45_1,HC03_VC46_1,HC03_VC47_1
273,mid,HC03_VC35_2,HC03_VC36_2,HC03_VC37_2,HC03_VC38_3,HC03_VC39_2,HC03_VC40_3,HC03_VC42_2,HC03_VC43_3,HC03_VC44_2,HC03_VC45_3,HC03_VC46_2,HC03_VC47_3
274,mid,HC03_VC35_1,HC03_VC36_1,HC03_VC37_2,HC03_VC38_4,HC03_VC39_3,HC03_VC40_4,HC03_VC42_1,HC03_VC43_1,HC03_VC44_3,HC03_VC45_2,HC03_VC46_4,HC03_VC47_4
275,mid,HC03_VC35_1,HC03_VC36_4,HC03_VC37_1,HC03_VC38_4,HC03_VC39_4,HC03_VC40_4,HC03_VC42_1,HC03_VC43_3,HC03_VC44_1,HC03_VC45_4,HC03_VC46_4,HC03_VC47_3
276,mid,HC03_VC35_3,HC03_VC36_2,HC03_VC37_3,HC03_VC38_3,HC03_VC39_1,HC03_VC40_2,HC03_VC42_3,HC03_VC43_3,HC03_VC44_2,HC03_VC45_2,HC03_VC46_1,HC03_VC47_2
277,mid,HC03_VC35_4,HC03_VC36_1,HC03_VC37_4,HC03_VC38_1,HC03_VC39_2,HC03_VC40_4,HC03_VC42_4,HC03_VC43_3,HC03_VC44_3,HC03_VC45_2,HC03_VC46_4,HC03_VC47_1
278,mid,HC03_VC35_4,HC03_VC36_3,HC03_VC37_2,HC03_VC38_1,HC03_VC39_3,HC03_VC40_2,HC03_VC42_4,HC03_VC43_4,HC03_VC44_2,HC03_VC45_1,HC03_VC46_1,HC03_VC47_3
279,mid,HC03_VC35_3,HC03_VC36_2,HC03_VC37_3,HC03_VC38_3,HC03_VC39_2,HC03_VC40_3,HC03_VC42_3,HC03_VC43_2,HC03_VC44_2,HC03_VC45_2,HC03_VC46_3,HC03_VC47_3
280,mid,HC03_VC35_1,HC03_VC36_3,HC03_VC37_2,HC03_VC38_3,HC03_VC39_4,HC03_VC40_2,HC03_VC42_2,HC03_VC43_3,HC03_VC44_1,HC03_VC45_3,HC03_VC46_4,HC03_VC47_2
281,mid,HC03_VC35_1,HC03_VC36_2,HC03_VC37_3,HC03_VC38_2,HC03_VC39_1,HC03_VC40_4,HC03_VC42_1,HC03_VC43_2,HC03_VC44_3,HC03_VC45_3,HC03_VC46_2,HC03_VC47_4
282,mid,HC03_VC35_4,HC03_VC36_2,HC03_VC37_3,HC03_VC38_4,HC03_VC39_1,HC03_VC40_2,HC03_VC42_3,HC03_VC43_2,HC03_VC44_4,HC03_VC45_2,HC03_VC46_2,HC03_VC47_1
283,mid,HC03_VC35_3,HC03_VC36_1,HC03_VC37_4,HC03_VC38_1,HC03_VC39_2,HC03_VC40_1,HC03_VC42_4,HC03_VC43_3,HC03_VC44_2,HC03_VC45_1,HC03_VC46_2,HC03_VC47_2
284,mid,HC03_VC35_3,HC03_VC36_2,HC03_VC37_3,HC03_VC38_1,HC03_VC39_2,HC03_VC40_1,HC03_VC42_3,HC03_VC43_3,HC03_VC44_3,HC03_VC45_2,HC03_VC46_1,HC03_VC47_3
285,mid,HC03_VC35_1,HC03_VC36_3,HC03_VC37_1,HC03_VC38_3,HC03_VC39_2,HC03_VC40_3,HC03_VC42_1,HC03_VC43_3,HC03_VC44_2,HC03_VC45_4,HC03_VC46_3,HC03_VC47_1
286,mid,HC03_VC35_4,HC03_VC36_2,HC03_VC37_3,HC03_VC38_3,HC03_VC39_2,HC03_VC40_2,HC03_VC42_4,HC03_VC43_3,HC03_VC44_2,HC03_VC45_3,HC03_VC46_2,HC03_VC47_2
287,mid,HC03_VC35_1,HC03_VC36_2,HC03_VC37_1,HC03_VC38_2,HC03_VC39_4,HC03_VC40_4,HC03_VC42_1,HC03_VC43_1,HC03_VC44_2,HC03_VC45_2,HC03_VC46_4,HC03_VC47_3
288,mid,HC03_VC35_3,HC03_VC36_2,HC03_VC37_3,HC03_VC38_1,HC03_VC39_2,HC03_VC40_2,HC03_VC42_3,HC03_VC43_3,HC03_VC44_2,HC03_VC45_2,HC03_VC46_2,HC03_VC47_2
289,mid,HC03_VC35_3,HC03_VC36_4,HC03_VC37_1,HC03_VC38_2,HC03_VC39_2,HC03_VC40_1,HC03_VC42_3,HC03_VC43_4,HC03_VC44_2,HC03_VC45_2,HC03_VC46_2,HC03_VC47_1
290,mid,HC03_VC35_1,HC03_VC36_2,HC03_VC37_2,HC03_VC38_2,HC03_VC39_1,HC03_VC40_4,HC03_VC42_1,HC03_VC43_2,HC03_VC44_2,HC03_VC45_3,HC03_VC46_2,HC03_VC47_3
291,mid,HC03_VC35_3,HC03_VC36_4,HC03_VC37_1,HC03_VC38_3,HC03_VC39_2,HC03_VC40_1,HC03_VC42_3,HC03_VC43_4,HC03_VC44_2,HC03_VC45_3,HC03_VC46_1,HC03_VC47_2
292,mid,HC03_VC35_2,HC03_VC36_3,HC03_VC37_1,HC03_VC38_4,HC03_VC39_4,HC03_VC40_3,HC03_VC42_2,HC03_VC43_3,HC03_VC44_2,HC03_VC45_3,HC03_VC46_3,HC03_VC47_2
293,mid,HC03_VC35_2,HC03_VC36_4,HC03_VC37_1,HC03_VC38_4,HC03_VC39_4,HC03_VC40_4,HC03_VC42_2,HC03_VC43_4,HC03_VC44_1,HC03_VC45_4,HC03_VC46_3,HC03_VC47_4
294,mid,HC03_VC35_2,HC03_VC36_2,HC03_VC37_3,HC03_VC38_3,HC03_VC39_3,HC03_VC40_3,HC03_VC42_2,HC03_VC43_1,HC03_VC44_3,HC03_VC45_4,HC03_VC46_4,HC03_VC47_2
295,mid,HC03_VC35_3,HC03_VC36_4,HC03_VC37_1,HC03_VC38_2,HC03_VC39_2,HC03_VC40_2,HC03_VC42_3,HC03_VC43_4,HC03_VC44_1,HC03_VC45_3,HC03_VC46_2,HC03_VC47_3
296,mid,HC03_VC35_1,HC03_VC36_2,HC03_VC37_1,HC03_VC38_3,HC03_VC39_4,HC03_VC40_4,HC03_VC42_1,HC03_VC43_1,HC03_VC44_1,HC03_VC45_3,HC03_VC46_4,HC03_VC47_4
297,mid,HC03_VC35_1,HC03_VC36_3,HC03_VC37_1,HC03_VC38_4,HC03_VC39_4,HC03_VC40_3,HC03_VC42_1,HC03_VC43_3,HC03_VC44_1,HC03_VC45_3,HC03_VC46_4,HC03_VC47_3
298,mid,HC03_VC35_1,HC03_VC36_2,HC03_VC37_2,HC03_VC38_2,HC03_VC39_4,HC03_VC40_4,HC03_VC42_1,HC03_VC43_1,HC03_VC44_2,HC03_VC45_1,HC03_VC46_4,HC03_VC47_3
299,mid,HC03_VC35_1,HC03_VC36_2,HC03_VC37_2,HC03_VC38_4,HC03_VC39_3,HC03_VC40_4,HC03_VC42_1,HC03_VC43_2,HC03_VC44_2,HC03_VC45_4,HC03_VC46_4,HC03_VC47_3
300,mid,HC03_VC35_3,HC03_VC36_4,HC03_VC37_2,HC03_VC38_3,HC03_VC39_1,HC03_VC40_1,HC03_VC42_3,HC03_VC43_4,HC03_VC44_2,HC03_VC45_4,HC03_VC46_2,HC03_VC47_2
301,mid,HC03_VC35_4,HC03_VC36_4,HC03_VC37_2,HC03_VC38_3,HC03_VC39_1,HC03_VC40_2,HC03_VC42_4,HC03_VC43_4,HC03_VC44_2,HC03_VC45_3,HC03_VC46_2,HC03_VC47_1
302,mid,HC03_VC35_2,HC03_VC36_2,HC03_VC37_3,HC03_VC38_2,HC03_VC39_2,HC03_VC40_3,HC03_VC42_3,HC03_VC43_2,HC03_VC44_3,HC03_VC45_3,HC03_VC46_1,HC03_VC47_3
303,mid,HC03_VC35_1,HC03_VC36_2,HC03_VC37_2,HC03_VC38_2,HC03_VC39_4,HC03_VC40_4,HC03_VC42_1,HC03_VC43_1,HC03_VC44_2,HC03_VC45_1,HC03_VC46_4,HC03_VC47_3
304,mid,HC03_VC35_2,HC03_VC36_3,HC03_VC37_2,HC03_VC38_3,HC03_VC39_2,HC03_VC40_2,HC03_VC42_2,HC03_VC43_3,HC03_VC44_2,HC03_VC45_3,HC03_VC46_1,HC03_VC47_3
305,mid,HC03_VC35_2,HC03_VC36_2,HC03_VC37_3,HC03_VC38_1,HC03_VC39_2,HC03_VC40_4,HC03_VC42_2,HC03_VC43_2,HC03_VC44_3,HC03_VC45_1,HC03_VC46_3,HC03_VC47_2
306,mid,HC03_VC35_1,HC03_VC36_3,HC03_VC37_2,HC03_VC38_2,HC03_VC39_4,HC03_VC40_3,HC03_VC42_1,HC03_VC43_3,HC03_VC44_1,HC03_VC45_3,HC03_VC46_4,HC03_VC47_2
307,mid,HC03_VC35_2,HC03_VC36_2,HC03_VC37_3,HC03_VC38_4,HC03_VC39_1,HC03_VC40_2,HC03_VC42_1,HC03_VC43_1,HC03_VC44_4,HC03_VC45_2,HC03_VC46_1,HC03_VC47_3
308,mid,HC03_VC35_4,HC03_VC36_4,HC03_VC37_1,HC03_VC38_2,HC03_VC39_4,HC03_VC40_2,HC03_VC42_4,HC03_VC43_4,HC03_VC44_1,HC03_VC45_1,HC03_VC46_2,HC03_VC47_4
309,mid,HC03_VC35_2,HC03_VC36_2,HC03_VC37_3,HC03_VC38_1,HC03_VC39_2,HC03_VC40_2,HC03_VC42_2,HC03_VC43_2,HC03_VC44_2,HC03_VC45_4,HC03_VC46_3,HC03_VC47_3
310,mid,HC03_VC35_2,HC03_VC36_3,HC03_VC37_1,HC03_VC38_1,HC03_VC39_4,HC03_VC40_3,HC03_VC42_2,HC03_VC43_2,HC03_VC44_2,HC03_VC45_2,HC03_VC46_4,HC03_VC47_1
311,mid,HC03_VC35_1,HC03_VC36_1,HC03_VC37_3,HC03_VC38_1,HC03_VC39_3,HC03_VC40_4,HC03_VC42_1,HC03_VC43_1,HC03_VC44_4,HC03_VC45_2,HC03_VC46_4,HC03_VC47_2
312,mid,HC03_VC35_3,HC03_VC36_2,HC03_VC37_2,HC03_VC38_4,HC03_VC39_2,HC03_VC40_2,HC03_VC42_3,HC03_VC43_3,HC03_VC44_2,HC03_VC45_3,HC03_VC46_2,HC03_VC47_2
313,mid,HC03_VC35_4,HC03_VC36_4,HC03_VC37_1,HC03_VC38_1,HC03_VC39_4,HC03_VC40_2,HC03_VC42_4,HC03_VC43_2,HC03_VC44_1,HC03_VC45_3,HC03_VC46_2,HC03_VC47_4
314,mid,HC03_VC35_1,HC03_VC36_2,HC03_VC37_2,HC03_VC38_2,HC03_VC39_2,HC03_VC40_4,HC03_VC42_1,HC03_VC43_2,HC03_VC44_3,HC03_VC45_2,HC03_VC46_2,HC03_VC47_3
315,mid,HC03_VC35_3,HC03_VC36_4,HC03_VC37_1,HC03_VC38_4,HC03_VC39_2,HC03_VC40_1,HC03_VC42_3,HC03_VC43_4,HC03_VC44_1,HC03_VC45_3,HC03_VC46_2,HC03_VC47_2
316,mid,HC03_VC35_4,HC03_VC36_3,HC03_VC37_2,HC03_VC38_3,HC03_VC39_1,HC03_VC40_2,HC03_VC42_4,HC03_VC43_4,HC03_VC44_3,HC03_VC45_2,HC03_VC46_1,HC03_VC47_2
317,mid,HC03_VC35_3,HC03_VC36_4,HC03_VC37_1,HC03_VC38_4,HC03_VC39_4,HC03_VC40_3,HC03_VC42_3,HC03_VC43_2,HC03_VC44_1,HC03_VC45_3,HC03_VC46_4,HC03_VC47_2
318,mid,HC03_VC35_2,HC03_VC36_3,HC03_VC37_1,HC03_VC38_1,HC03_VC39_4,HC03_VC40_4,HC03_VC42_2,HC03_VC43_2,HC03_VC44_1,HC03_VC45_2,HC03_VC46_4,HC03_VC47_4
319,mid,HC03_VC35_4,HC03_VC36_3,HC03_VC37_1,HC03_VC38_4,HC03_VC39_4,HC03_VC40_2,HC03_VC42_4,HC03_VC43_3,HC03_VC44_1,HC03_VC45_3,HC03_VC46_2,HC03_VC47_4
320,mid,HC03_VC35_2,HC03_VC36_4,HC03_VC37_1,HC03_VC38_2,HC03_VC39_4,HC03_VC40_4,HC03_VC42_2,HC03_VC43_4,HC03_VC44_1,HC03_VC45_4,HC03_VC46_4,HC03_VC47_4
321,mid,HC03_VC35_1,HC03_VC36_1,HC03_VC37_3,HC03_VC38_1,HC03_VC39_4,HC03_VC40_4,HC03_VC42_1,HC03_VC43_1,HC03_VC44_3,HC03_VC45_2,HC03_VC46_4,HC03_VC47_2
322,mid,HC03_VC35_1,HC03_VC36_1,HC03_VC37_4,HC03_VC38_4,HC03_VC39_4,HC03_VC40_4,HC03_VC42_1,HC03_VC43_1,HC03_VC44_4,HC03_VC45_4,HC03_VC46_4,HC03_VC47_4
323,mid,HC03_VC35_2,HC03_VC36_3,HC03_VC37_1,HC03_VC38_3,HC03_VC39_3,HC03_VC40_3,HC03_VC42_2,HC03_VC43_3,HC03_VC44_1,HC03_VC45_1,HC03_VC46_4,HC03_VC47_4
324,mid,HC03_VC35_3,HC03_VC36_4,HC03_VC37_2,HC03_VC38_4,HC03_VC39_2,HC03_VC40_1,HC03_VC42_3,HC03_VC43_3,HC03_VC44_3,HC03_VC45_4,HC03_VC46_2,HC03_VC47_1
325,mid,HC03_VC35_2,HC03_VC36_3,HC03_VC37_2,HC03_VC38_2,HC03_VC39_4,HC03_VC40_2,HC03_VC42_2,HC03_VC43_2,HC03_VC44_2,HC03_VC45_3,HC03_VC46_4,HC03_VC47_2
326,mid,HC03_VC35_2,HC03_VC36_4,HC03_VC37_1,HC03_VC38_4,HC03_VC39_3,HC03_VC40_4,HC03_VC42_2,HC03_VC43_4,HC03_VC44_1,HC03_VC45_3,HC03_VC46_4,HC03_VC47_3
327,mid,HC03_VC35_1,HC03_VC36_1,HC03_VC37_3,HC03_VC38_2,HC03_VC39_2,HC03_VC40_4,HC03_VC42_1,HC03_VC43_1,HC03_VC44_3,HC03_VC45_2,HC03_VC46_1,HC03_VC47_4
328,mid,HC03_VC35_2,HC03_VC36_1,HC03_VC37_3,HC03_VC38_4,HC03_VC39_2,HC03_VC40_4,HC03_VC42_2,HC03_VC43_1,HC03_VC44_2,HC03_VC45_2,HC03_VC46_4,HC03_VC47_4
329,mid,HC03_VC35_1,HC03_VC36_2,HC03_VC37_2,HC03_VC38_3,HC03_VC39_1,HC03_VC40_4,HC03_VC42_1,HC03_VC43_2,HC03_VC44_3,HC03_VC45_3,HC03_VC46_1,HC03_VC47_4
330,mid,HC03_VC35_1,HC03_VC36_3,HC03_VC37_2,HC03_VC38_3,HC03_VC39_2,HC03_VC40_1,HC03_VC42_1,HC03_VC43_3,HC03_VC44_3,HC03_VC45_3,HC03_VC46_2,HC03_VC47_1
331,mid,HC03_VC35_2,HC03_VC36_3,HC03_VC37_1,HC03_VC38_2,HC03_VC39_4,HC03_VC40_4,HC03_VC42_2,HC03_VC43_4,HC03_VC44_1,HC03_VC45_4,HC03_VC46_4,HC03_VC47_3
332,mid,HC03_VC35_1,HC03_VC36_3,HC03_VC37_2,HC03_VC38_3,HC03_VC39_2,HC03_VC40_4,HC03_VC42_1,HC03_VC43_2,HC03_VC44_1,HC03_VC45_3,HC03_VC46_4,HC03_VC47_4
