,drug,HC03_VC84,HC03_VC85,HC03_VC86,HC03_VC87,HC03_VC88,HC03_VC89,HC03_VC90,HC03_VC91,HC03_VC93,HC03_VC94
264,mid,HC03_VC84_1,HC03_VC85_4,HC03_VC86_3,HC03_VC87_2,HC03_VC88_3,HC03_VC89_1,HC03_VC90_2,HC03_VC91_2,HC03_VC93_1,HC03_VC94_2
265,mid,HC03_VC84_1,HC03_VC85_4,HC03_VC86_4,HC03_VC87_4,HC03_VC88_1,HC03_VC89_1,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
266,mid,HC03_VC84_3,HC03_VC85_1,HC03_VC86_1,HC03_VC87_3,HC03_VC88_4,HC03_VC89_4,HC03_VC90_4,HC03_VC91_4,HC03_VC93_4,HC03_VC94_4
267,mid,HC03_VC84_3,HC03_VC85_1,HC03_VC86_4,HC03_VC87_4,HC03_VC88_1,HC03_VC89_3,HC03_VC90_1,HC03_VC91_1,HC03_VC93_3,HC03_VC94_1
268,mid,HC03_VC84_1,HC03_VC85_4,HC03_VC86_3,HC03_VC87_3,HC03_VC88_1,HC03_VC89_2,HC03_VC90_2,HC03_VC91_2,HC03_VC93_1,HC03_VC94_2
269,mid,HC03_VC84_4,HC03_VC85_3,HC03_VC86_3,HC03_VC87_3,HC03_VC88_1,HC03_VC89_4,HC03_VC90_2,HC03_VC91_1,HC03_VC93_2,HC03_VC94_2
270,mid,HC03_VC84_4,HC03_VC85_1,HC03_VC86_3,HC03_VC87_4,HC03_VC88_1,HC03_VC89_2,HC03_VC90_3,HC03_VC91_4,HC03_VC93_4,HC03_VC94_3
271,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_2,HC03_VC87_4,HC03_VC88_1,HC03_VC89_2,HC03_VC90_1,HC03_VC91_1,HC03_VC93_2,HC03_VC94_1
272,mid,HC03_VC84_3,HC03_VC85_2,HC03_VC86_3,HC03_VC87_3,HC03_VC88_3,HC03_VC89_4,HC03_VC90_1,HC03_VC91_2,HC03_VC93_3,HC03_VC94_2
273,mid,HC03_VC84_2,HC03_VC85_3,HC03_VC86_4,HC03_VC87_1,HC03_VC88_4,HC03_VC89_2,HC03_VC90_3,HC03_VC91_4,HC03_VC93_1,HC03_VC94_3
274,mid,HC03_VC84_1,HC03_VC85_4,HC03_VC86_4,HC03_VC87_3,HC03_VC88_2,HC03_VC89_1,HC03_VC90_1,HC03_VC91_2,HC03_VC93_1,HC03_VC94_1
275,mid,HC03_VC84_1,HC03_VC85_4,HC03_VC86_4,HC03_VC87_4,HC03_VC88_1,HC03_VC89_2,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
276,mid,HC03_VC84_3,HC03_VC85_3,HC03_VC86_2,HC03_VC87_1,HC03_VC88_3,HC03_VC89_1,HC03_VC90_4,HC03_VC91_4,HC03_VC93_3,HC03_VC94_4
277,mid,HC03_VC84_4,HC03_VC85_1,HC03_VC86_1,HC03_VC87_3,HC03_VC88_4,HC03_VC89_4,HC03_VC90_4,HC03_VC91_3,HC03_VC93_4,HC03_VC94_4
278,mid,HC03_VC84_4,HC03_VC85_1,HC03_VC86_1,HC03_VC87_2,HC03_VC88_4,HC03_VC89_4,HC03_VC90_3,HC03_VC91_4,HC03_VC93_4,HC03_VC94_3
279,mid,HC03_VC84_3,HC03_VC85_4,HC03_VC86_4,HC03_VC87_1,HC03_VC88_3,HC03_VC89_1,HC03_VC90_2,HC03_VC91_2,HC03_VC93_1,HC03_VC94_2
280,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_2,HC03_VC87_2,HC03_VC88_1,HC03_VC89_1,HC03_VC90_3,HC03_VC91_4,HC03_VC93_2,HC03_VC94_4
281,mid,HC03_VC84_1,HC03_VC85_4,HC03_VC86_4,HC03_VC87_2,HC03_VC88_4,HC03_VC89_1,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
282,mid,HC03_VC84_4,HC03_VC85_2,HC03_VC86_1,HC03_VC87_2,HC03_VC88_3,HC03_VC89_4,HC03_VC90_3,HC03_VC91_4,HC03_VC93_4,HC03_VC94_4
283,mid,HC03_VC84_4,HC03_VC85_1,HC03_VC86_1,HC03_VC87_3,HC03_VC88_4,HC03_VC89_4,HC03_VC90_4,HC03_VC91_3,HC03_VC93_4,HC03_VC94_3
284,mid,HC03_VC84_3,HC03_VC85_1,HC03_VC86_1,HC03_VC87_4,HC03_VC88_2,HC03_VC89_2,HC03_VC90_3,HC03_VC91_4,HC03_VC93_4,HC03_VC94_3
285,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_3,HC03_VC87_1,HC03_VC88_4,HC03_VC89_3,HC03_VC90_3,HC03_VC91_3,HC03_VC93_2,HC03_VC94_3
286,mid,HC03_VC84_4,HC03_VC85_2,HC03_VC86_1,HC03_VC87_2,HC03_VC88_2,HC03_VC89_3,HC03_VC90_4,HC03_VC91_4,HC03_VC93_4,HC03_VC94_4
287,mid,HC03_VC84_1,HC03_VC85_4,HC03_VC86_4,HC03_VC87_4,HC03_VC88_1,HC03_VC89_2,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
288,mid,HC03_VC84_3,HC03_VC85_1,HC03_VC86_1,HC03_VC87_3,HC03_VC88_4,HC03_VC89_4,HC03_VC90_4,HC03_VC91_3,HC03_VC93_4,HC03_VC94_4
289,mid,HC03_VC84_3,HC03_VC85_1,HC03_VC86_1,HC03_VC87_2,HC03_VC88_3,HC03_VC89_4,HC03_VC90_4,HC03_VC91_4,HC03_VC93_4,HC03_VC94_4
290,mid,HC03_VC84_1,HC03_VC85_4,HC03_VC86_4,HC03_VC87_2,HC03_VC88_3,HC03_VC89_1,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
291,mid,HC03_VC84_3,HC03_VC85_2,HC03_VC86_2,HC03_VC87_2,HC03_VC88_2,HC03_VC89_3,HC03_VC90_2,HC03_VC91_2,HC03_VC93_3,HC03_VC94_2
292,mid,HC03_VC84_2,HC03_VC85_3,HC03_VC86_3,HC03_VC87_1,HC03_VC88_3,HC03_VC89_2,HC03_VC90_3,HC03_VC91_3,HC03_VC93_2,HC03_VC94_3
293,mid,HC03_VC84_2,HC03_VC85_4,HC03_VC86_4,HC03_VC87_1,HC03_VC88_2,HC03_VC89_1,HC03_VC90_3,HC03_VC91_2,HC03_VC93_1,HC03_VC94_2
294,mid,HC03_VC84_2,HC03_VC85_4,HC03_VC86_3,HC03_VC87_2,HC03_VC88_2,HC03_VC89_1,HC03_VC90_2,HC03_VC91_2,HC03_VC93_1,HC03_VC94_2
295,mid,HC03_VC84_3,HC03_VC85_2,HC03_VC86_2,HC03_VC87_2,HC03_VC88_2,HC03_VC89_2,HC03_VC90_2,HC03_VC91_3,HC03_VC93_3,HC03_VC94_3
296,mid,HC03_VC84_1,HC03_VC85_4,HC03_VC86_4,HC03_VC87_4,HC03_VC88_4,HC03_VC89_3,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
297,mid,HC03_VC84_1,HC03_VC85_4,HC03_VC86_4,HC03_VC87_4,HC03_VC88_2,HC03_VC89_1,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
298,mid,HC03_VC84_1,HC03_VC85_4,HC03_VC86_4,HC03_VC87_4,HC03_VC88_1,HC03_VC89_1,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
299,mid,HC03_VC84_1,HC03_VC85_2,HC03_VC86_4,HC03_VC87_2,HC03_VC88_3,HC03_VC89_3,HC03_VC90_2,HC03_VC91_2,HC03_VC93_2,HC03_VC94_2
300,mid,HC03_VC84_3,HC03_VC85_1,HC03_VC86_1,HC03_VC87_1,HC03_VC88_3,HC03_VC89_3,HC03_VC90_4,HC03_VC91_4,HC03_VC93_4,HC03_VC94_4
301,mid,HC03_VC84_4,HC03_VC85_2,HC03_VC86_1,HC03_VC87_1,HC03_VC88_3,HC03_VC89_4,HC03_VC90_4,HC03_VC91_4,HC03_VC93_4,HC03_VC94_4
302,mid,HC03_VC84_2,HC03_VC85_4,HC03_VC86_4,HC03_VC87_1,HC03_VC88_4,HC03_VC89_1,HC03_VC90_2,HC03_VC91_3,HC03_VC93_1,HC03_VC94_2
303,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_4,HC03_VC87_4,HC03_VC88_1,HC03_VC89_2,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
304,mid,HC03_VC84_2,HC03_VC85_3,HC03_VC86_3,HC03_VC87_1,HC03_VC88_2,HC03_VC89_2,HC03_VC90_3,HC03_VC91_3,HC03_VC93_2,HC03_VC94_3
305,mid,HC03_VC84_2,HC03_VC85_2,HC03_VC86_3,HC03_VC87_3,HC03_VC88_1,HC03_VC89_1,HC03_VC90_2,HC03_VC91_4,HC03_VC93_3,HC03_VC94_2
306,mid,HC03_VC84_1,HC03_VC85_4,HC03_VC86_3,HC03_VC87_3,HC03_VC88_2,HC03_VC89_2,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
307,mid,HC03_VC84_1,HC03_VC85_4,HC03_VC86_3,HC03_VC87_2,HC03_VC88_2,HC03_VC89_1,HC03_VC90_3,HC03_VC91_3,HC03_VC93_1,HC03_VC94_3
308,mid,HC03_VC84_4,HC03_VC85_1,HC03_VC86_2,HC03_VC87_2,HC03_VC88_2,HC03_VC89_4,HC03_VC90_4,HC03_VC91_3,HC03_VC93_4,HC03_VC94_4
309,mid,HC03_VC84_2,HC03_VC85_3,HC03_VC86_3,HC03_VC87_1,HC03_VC88_4,HC03_VC89_3,HC03_VC90_3,HC03_VC91_3,HC03_VC93_2,HC03_VC94_3
310,mid,HC03_VC84_2,HC03_VC85_3,HC03_VC86_3,HC03_VC87_4,HC03_VC88_1,HC03_VC89_2,HC03_VC90_1,HC03_VC91_1,HC03_VC93_2,HC03_VC94_1
311,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_4,HC03_VC87_4,HC03_VC88_1,HC03_VC89_3,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
312,mid,HC03_VC84_3,HC03_VC85_3,HC03_VC86_3,HC03_VC87_1,HC03_VC88_3,HC03_VC89_2,HC03_VC90_4,HC03_VC91_2,HC03_VC93_2,HC03_VC94_3
313,mid,HC03_VC84_4,HC03_VC85_2,HC03_VC86_4,HC03_VC87_2,HC03_VC88_2,HC03_VC89_1,HC03_VC90_3,HC03_VC91_3,HC03_VC93_2,HC03_VC94_3
314,mid,HC03_VC84_1,HC03_VC85_4,HC03_VC86_4,HC03_VC87_2,HC03_VC88_2,HC03_VC89_1,HC03_VC90_2,HC03_VC91_2,HC03_VC93_1,HC03_VC94_2
315,mid,HC03_VC84_3,HC03_VC85_1,HC03_VC86_1,HC03_VC87_1,HC03_VC88_4,HC03_VC89_4,HC03_VC90_4,HC03_VC91_4,HC03_VC93_4,HC03_VC94_4
316,mid,HC03_VC84_4,HC03_VC85_1,HC03_VC86_1,HC03_VC87_2,HC03_VC88_2,HC03_VC89_3,HC03_VC90_4,HC03_VC91_4,HC03_VC93_4,HC03_VC94_4
317,mid,HC03_VC84_3,HC03_VC85_3,HC03_VC86_4,HC03_VC87_4,HC03_VC88_3,HC03_VC89_2,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
318,mid,HC03_VC84_2,HC03_VC85_3,HC03_VC86_3,HC03_VC87_4,HC03_VC88_1,HC03_VC89_1,HC03_VC90_2,HC03_VC91_2,HC03_VC93_2,HC03_VC94_2
319,mid,HC03_VC84_4,HC03_VC85_1,HC03_VC86_4,HC03_VC87_2,HC03_VC88_3,HC03_VC89_3,HC03_VC90_3,HC03_VC91_3,HC03_VC93_3,HC03_VC94_3
320,mid,HC03_VC84_2,HC03_VC85_4,HC03_VC86_4,HC03_VC87_4,HC03_VC88_1,HC03_VC89_3,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
321,mid,HC03_VC84_1,HC03_VC85_4,HC03_VC86_4,HC03_VC87_4,HC03_VC88_1,HC03_VC89_1,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
322,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_4,HC03_VC87_4,HC03_VC88_4,HC03_VC89_4,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
323,mid,HC03_VC84_2,HC03_VC85_3,HC03_VC86_3,HC03_VC87_1,HC03_VC88_4,HC03_VC89_3,HC03_VC90_2,HC03_VC91_3,HC03_VC93_2,HC03_VC94_3
324,mid,HC03_VC84_3,HC03_VC85_2,HC03_VC86_2,HC03_VC87_2,HC03_VC88_2,HC03_VC89_3,HC03_VC90_4,HC03_VC91_4,HC03_VC93_3,HC03_VC94_4
325,mid,HC03_VC84_2,HC03_VC85_2,HC03_VC86_3,HC03_VC87_2,HC03_VC88_2,HC03_VC89_1,HC03_VC90_3,HC03_VC91_2,HC03_VC93_2,HC03_VC94_2
326,mid,HC03_VC84_2,HC03_VC85_4,HC03_VC86_4,HC03_VC87_3,HC03_VC88_2,HC03_VC89_2,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
327,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_4,HC03_VC87_1,HC03_VC88_4,HC03_VC89_1,HC03_VC90_2,HC03_VC91_2,HC03_VC93_1,HC03_VC94_2
328,mid,HC03_VC84_2,HC03_VC85_2,HC03_VC86_3,HC03_VC87_1,HC03_VC88_4,HC03_VC89_2,HC03_VC90_2,HC03_VC91_3,HC03_VC93_3,HC03_VC94_2
329,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_3,HC03_VC87_1,HC03_VC88_4,HC03_VC89_2,HC03_VC90_2,HC03_VC91_2,HC03_VC93_2,HC03_VC94_2
330,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_4,HC03_VC87_3,HC03_VC88_1,HC03_VC89_1,HC03_VC90_2,HC03_VC91_2,HC03_VC93_2,HC03_VC94_2
331,mid,HC03_VC84_2,HC03_VC85_4,HC03_VC86_4,HC03_VC87_4,HC03_VC88_1,HC03_VC89_1,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
332,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_3,HC03_VC87_2,HC03_VC88_3,HC03_VC89_2,HC03_VC90_2,HC03_VC91_2,HC03_VC93_2,HC03_VC94_2
333,mid,HC03_VC84_4,HC03_VC85_1,HC03_VC86_1,HC03_VC87_2,HC03_VC88_4,HC03_VC89_3,HC03_VC90_3,HC03_VC91_4,HC03_VC93_4,HC03_VC94_3
334,mid,HC03_VC84_1,HC03_VC85_4,HC03_VC86_3,HC03_VC87_1,HC03_VC88_2,HC03_VC89_1,HC03_VC90_2,HC03_VC91_3,HC03_VC93_2,HC03_VC94_3
335,mid,HC03_VC84_3,HC03_VC85_3,HC03_VC86_1,HC03_VC87_1,HC03_VC88_3,HC03_VC89_3,HC03_VC90_3,HC03_VC91_3,HC03_VC93_3,HC03_VC94_3
336,mid,HC03_VC84_2,HC03_VC85_4,HC03_VC86_4,HC03_VC87_3,HC03_VC88_2,HC03_VC89_2,HC03_VC90_1,HC03_VC91_2,HC03_VC93_1,HC03_VC94_1
337,mid,HC03_VC84_1,HC03_VC85_2,HC03_VC86_3,HC03_VC87_3,HC03_VC88_4,HC03_VC89_3,HC03_VC90_1,HC03_VC91_2,HC03_VC93_3,HC03_VC94_1
338,mid,HC03_VC84_4,HC03_VC85_2,HC03_VC86_2,HC03_VC87_2,HC03_VC88_3,HC03_VC89_4,HC03_VC90_2,HC03_VC91_1,HC03_VC93_3,HC03_VC94_2
339,mid,HC03_VC84_2,HC03_VC85_4,HC03_VC86_3,HC03_VC87_1,HC03_VC88_3,HC03_VC89_1,HC03_VC90_3,HC03_VC91_3,HC03_VC93_2,HC03_VC94_3
340,mid,HC03_VC84_1,HC03_VC85_4,HC03_VC86_2,HC03_VC87_1,HC03_VC88_3,HC03_VC89_1,HC03_VC90_3,HC03_VC91_4,HC03_VC93_2,HC03_VC94_3
341,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_4,HC03_VC87_4,HC03_VC88_4,HC03_VC89_4,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
342,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_4,HC03_VC87_1,HC03_VC88_3,HC03_VC89_2,HC03_VC90_2,HC03_VC91_2,HC03_VC93_1,HC03_VC94_2
343,mid,HC03_VC84_2,HC03_VC85_1,HC03_VC86_3,HC03_VC87_4,HC03_VC88_4,HC03_VC89_4,HC03_VC90_4,HC03_VC91_4,HC03_VC93_4,HC03_VC94_4
344,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_4,HC03_VC87_4,HC03_VC88_4,HC03_VC89_4,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
345,mid,HC03_VC84_2,HC03_VC85_1,HC03_VC86_1,HC03_VC87_4,HC03_VC88_2,HC03_VC89_1,HC03_VC90_4,HC03_VC91_4,HC03_VC93_4,HC03_VC94_4
346,low,HC03_VC84_2,HC03_VC85_2,HC03_VC86_2,HC03_VC87_1,HC03_VC88_4,HC03_VC89_3,HC03_VC90_4,HC03_VC91_4,HC03_VC93_3,HC03_VC94_4
347,low,HC03_VC84_2,HC03_VC85_3,HC03_VC86_3,HC03_VC87_1,HC03_VC88_4,HC03_VC89_2,HC03_VC90_3,HC03_VC91_4,HC03_VC93_2,HC03_VC94_3
348,low,HC03_VC84_2,HC03_VC85_4,HC03_VC86_3,HC03_VC87_1,HC03_VC88_4,HC03_VC89_1,HC03_VC90_2,HC03_VC91_3,HC03_VC93_2,HC03_VC94_2
349,low,HC03_VC84_4,HC03_VC85_4,HC03_VC86_3,HC03_VC87_2,HC03_VC88_1,HC03_VC89_3,HC03_VC90_1,HC03_VC91_3,HC03_VC93_1,HC03_VC94_2
350,low,HC03_VC84_4,HC03_VC85_4,HC03_VC86_4,HC03_VC87_4,HC03_VC88_1,HC03_VC89_1,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
351,low,HC03_VC84_4,HC03_VC85_3,HC03_VC86_1,HC03_VC87_1,HC03_VC88_4,HC03_VC89_3,HC03_VC90_4,HC03_VC91_3,HC03_VC93_3,HC03_VC94_4
352,low,HC03_VC84_2,HC03_VC85_4,HC03_VC86_2,HC03_VC87_1,HC03_VC88_2,HC03_VC89_2,HC03_VC90_4,HC03_VC91_3,HC03_VC93_2,HC03_VC94_4
353,low,HC03_VC84_2,HC03_VC85_2,HC03_VC86_3,HC03_VC87_4,HC03_VC88_1,HC03_VC89_4,HC03_VC90_1,HC03_VC91_1,HC03_VC93_2,HC03_VC94_1
354,low,HC03_VC84_2,HC03_VC85_2,HC03_VC86_1,HC03_VC87_1,HC03_VC88_3,HC03_VC89_4,HC03_VC90_4,HC03_VC91_4,HC03_VC93_3,HC03_VC94_4
355,low,HC03_VC84_2,HC03_VC85_2,HC03_VC86_2,HC03_VC87_3,HC03_VC88_1,HC03_VC89_1,HC03_VC90_3,HC03_VC91_2,HC03_VC93_3,HC03_VC94_3
356,low,HC03_VC84_1,HC03_VC85_3,HC03_VC86_4,HC03_VC87_4,HC03_VC88_4,HC03_VC89_4,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
357,low,HC03_VC84_4,HC03_VC85_3,HC03_VC86_2,HC03_VC87_2,HC03_VC88_1,HC03_VC89_3,HC03_VC90_4,HC03_VC91_2,HC03_VC93_3,HC03_VC94_4
358,low,HC03_VC84_1,HC03_VC85_3,HC03_VC86_3,HC03_VC87_4,HC03_VC88_1,HC03_VC89_1,HC03_VC90_1,HC03_VC91_1,HC03_VC93_2,HC03_VC94_1
359,low,HC03_VC84_2,HC03_VC85_4,HC03_VC86_3,HC03_VC87_2,HC03_VC88_2,HC03_VC89_2,HC03_VC90_2,HC03_VC91_2,HC03_VC93_2,HC03_VC94_2
360,low,HC03_VC84_2,HC03_VC85_2,HC03_VC86_1,HC03_VC87_3,HC03_VC88_2,HC03_VC89_2,HC03_VC90_3,HC03_VC91_4,HC03_VC93_4,HC03_VC94_3
361,low,HC03_VC84_1,HC03_VC85_4,HC03_VC86_4,HC03_VC87_4,HC03_VC88_3,HC03_VC89_3,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
362,low,HC03_VC84_1,HC03_VC85_3,HC03_VC86_4,HC03_VC87_4,HC03_VC88_4,HC03_VC89_4,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
363,low,HC03_VC84_1,HC03_VC85_3,HC03_VC86_2,HC03_VC87_2,HC03_VC88_1,HC03_VC89_3,HC03_VC90_2,HC03_VC91_2,HC03_VC93_2,HC03_VC94_2
364,low,HC03_VC84_4,HC03_VC85_4,HC03_VC86_3,HC03_VC87_1,HC03_VC88_4,HC03_VC89_1,HC03_VC90_4,HC03_VC91_3,HC03_VC93_2,HC03_VC94_4
365,low,HC03_VC84_1,HC03_VC85_4,HC03_VC86_3,HC03_VC87_4,HC03_VC88_1,HC03_VC89_2,HC03_VC90_1,HC03_VC91_1,HC03_VC93_2,HC03_VC94_1
366,low,HC03_VC84_4,HC03_VC85_3,HC03_VC86_4,HC03_VC87_4,HC03_VC88_2,HC03_VC89_2,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
367,low,HC03_VC84_4,HC03_VC85_2,HC03_VC86_2,HC03_VC87_2,HC03_VC88_1,HC03_VC89_2,HC03_VC90_4,HC03_VC91_3,HC03_VC93_3,HC03_VC94_4
368,low,HC03_VC84_4,HC03_VC85_4,HC03_VC86_4,HC03_VC87_4,HC03_VC88_1,HC03_VC89_1,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
369,low,HC03_VC84_1,HC03_VC85_3,HC03_VC86_3,HC03_VC87_1,HC03_VC88_4,HC03_VC89_1,HC03_VC90_3,HC03_VC91_4,HC03_VC93_2,HC03_VC94_3
370,low,HC03_VC84_1,HC03_VC85_4,HC03_VC86_3,HC03_VC87_1,HC03_VC88_2,HC03_VC89_2,HC03_VC90_3,HC03_VC91_2,HC03_VC93_2,HC03_VC94_3
371,low,HC03_VC84_3,HC03_VC85_3,HC03_VC86_4,HC03_VC87_4,HC03_VC88_2,HC03_VC89_4,HC03_VC90_1,HC03_VC91_1,HC03_VC93_2,HC03_VC94_1
372,low,HC03_VC84_2,HC03_VC85_4,HC03_VC86_4,HC03_VC87_2,HC03_VC88_1,HC03_VC89_1,HC03_VC90_3,HC03_VC91_3,HC03_VC93_1,HC03_VC94_3
373,low,HC03_VC84_4,HC03_VC85_3,HC03_VC86_3,HC03_VC87_4,HC03_VC88_1,HC03_VC89_4,HC03_VC90_2,HC03_VC91_1,HC03_VC93_2,HC03_VC94_1
374,low,HC03_VC84_3,HC03_VC85_1,HC03_VC86_1,HC03_VC87_2,HC03_VC88_3,HC03_VC89_4,HC03_VC90_4,HC03_VC91_4,HC03_VC93_4,HC03_VC94_4
375,low,HC03_VC84_4,HC03_VC85_2,HC03_VC86_2,HC03_VC87_2,HC03_VC88_1,HC03_VC89_3,HC03_VC90_3,HC03_VC91_4,HC03_VC93_3,HC03_VC94_3
376,low,HC03_VC84_1,HC03_VC85_4,HC03_VC86_4,HC03_VC87_4,HC03_VC88_2,HC03_VC89_2,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
377,low,HC03_VC84_2,HC03_VC85_2,HC03_VC86_2,HC03_VC87_3,HC03_VC88_3,HC03_VC89_3,HC03_VC90_2,HC03_VC91_2,HC03_VC93_3,HC03_VC94_2
378,low,HC03_VC84_2,HC03_VC85_4,HC03_VC86_4,HC03_VC87_3,HC03_VC88_1,HC03_VC89_1,HC03_VC90_1,HC03_VC91_2,HC03_VC93_1,HC03_VC94_1
379,low,HC03_VC84_1,HC03_VC85_4,HC03_VC86_4,HC03_VC87_4,HC03_VC88_1,HC03_VC89_1,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
380,low,HC03_VC84_1,HC03_VC85_4,HC03_VC86_4,HC03_VC87_4,HC03_VC88_1,HC03_VC89_3,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
381,low,HC03_VC84_2,HC03_VC85_3,HC03_VC86_2,HC03_VC87_2,HC03_VC88_2,HC03_VC89_2,HC03_VC90_3,HC03_VC91_3,HC03_VC93_3,HC03_VC94_3
382,low,HC03_VC84_4,HC03_VC85_3,HC03_VC86_4,HC03_VC87_4,HC03_VC88_1,HC03_VC89_2,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
383,low,HC03_VC84_4,HC03_VC85_2,HC03_VC86_1,HC03_VC87_2,HC03_VC88_3,HC03_VC89_2,HC03_VC90_3,HC03_VC91_3,HC03_VC93_3,HC03_VC94_3
384,low,HC03_VC84_2,HC03_VC85_4,HC03_VC86_2,HC03_VC87_4,HC03_VC88_3,HC03_VC89_2,HC03_VC90_1,HC03_VC91_1,HC03_VC93_2,HC03_VC94_1
385,low,HC03_VC84_4,HC03_VC85_1,HC03_VC86_1,HC03_VC87_2,HC03_VC88_4,HC03_VC89_3,HC03_VC90_4,HC03_VC91_4,HC03_VC93_4,HC03_VC94_4
386,low,HC03_VC84_3,HC03_VC85_2,HC03_VC86_2,HC03_VC87_2,HC03_VC88_1,HC03_VC89_3,HC03_VC90_3,HC03_VC91_2,HC03_VC93_2,HC03_VC94_3
387,low,HC03_VC84_4,HC03_VC85_2,HC03_VC86_3,HC03_VC87_4,HC03_VC88_4,HC03_VC89_4,HC03_VC90_1,HC03_VC91_1,HC03_VC93_3,HC03_VC94_1
388,low,HC03_VC84_1,HC03_VC85_3,HC03_VC86_2,HC03_VC87_1,HC03_VC88_4,HC03_VC89_2,HC03_VC90_3,HC03_VC91_3,HC03_VC93_2,HC03_VC94_3
389,low,HC03_VC84_4,HC03_VC85_3,HC03_VC86_2,HC03_VC87_3,HC03_VC88_2,HC03_VC89_1,HC03_VC90_3,HC03_VC91_2,HC03_VC93_3,HC03_VC94_2
390,low,HC03_VC84_2,HC03_VC85_3,HC03_VC86_3,HC03_VC87_4,HC03_VC88_1,HC03_VC89_2,HC03_VC90_1,HC03_VC91_1,HC03_VC93_2,HC03_VC94_1
391,low,HC03_VC84_4,HC03_VC85_2,HC03_VC86_3,HC03_VC87_3,HC03_VC88_1,HC03_VC89_2,HC03_VC90_2,HC03_VC91_2,HC03_VC93_2,HC03_VC94_2
392,low,HC03_VC84_2,HC03_VC85_4,HC03_VC86_2,HC03_VC87_1,HC03_VC88_1,HC03_VC89_2,HC03_VC90_3,HC03_VC91_3,HC03_VC93_2,HC03_VC94_3
393,low,HC03_VC84_2,HC03_VC85_4,HC03_VC86_2,HC03_VC87_1,HC03_VC88_4,HC03_VC89_2,HC03_VC90_2,HC03_VC91_3,HC03_VC93_2,HC03_VC94_2
394,low,HC03_VC84_3,HC03_VC85_3,HC03_VC86_2,HC03_VC87_1,HC03_VC88_3,HC03_VC89_4,HC03_VC90_3,HC03_VC91_4,HC03_VC93_2,HC03_VC94_3
395,low,HC03_VC84_2,HC03_VC85_4,HC03_VC86_3,HC03_VC87_1,HC03_VC88_3,HC03_VC89_1,HC03_VC90_3,HC03_VC91_2,HC03_VC93_1,HC03_VC94_2
396,low,HC03_VC84_3,HC03_VC85_2,HC03_VC86_1,HC03_VC87_4,HC03_VC88_2,HC03_VC89_4,HC03_VC90_1,HC03_VC91_1,HC03_VC93_3,HC03_VC94_1
