,drug,HC03_VC03,HC03_VC04,HC03_VC05,HC03_VC06,HC03_VC07,HC03_VC08,HC03_VC09,HC03_VC10,HC03_VC11,HC03_VC12
264,mid,HC03_VC03_3,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_1,HC03_VC10_4,HC03_VC11_3,HC03_VC12_4
265,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC05_4,HC03_VC06_3,HC03_VC07_3,HC03_VC08_3,HC03_VC09_3,HC03_VC10_2,HC03_VC11_2,HC03_VC12_2
266,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC05_3,HC03_VC06_1,HC03_VC07_2,HC03_VC08_3,HC03_VC09_2,HC03_VC10_4,HC03_VC11_4,HC03_VC12_4
267,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_2,HC03_VC09_1,HC03_VC10_3,HC03_VC11_3,HC03_VC12_4
268,mid,HC03_VC03_3,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_3,HC03_VC09_2,HC03_VC10_1,HC03_VC11_1,HC03_VC12_4
269,mid,HC03_VC03_1,HC03_VC04_2,HC03_VC05_1,HC03_VC06_3,HC03_VC07_1,HC03_VC08_2,HC03_VC09_3,HC03_VC10_1,HC03_VC11_1,HC03_VC12_3
270,mid,HC03_VC03_4,HC03_VC04_2,HC03_VC05_4,HC03_VC06_1,HC03_VC07_3,HC03_VC08_2,HC03_VC09_2,HC03_VC10_4,HC03_VC11_4,HC03_VC12_3
271,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC05_4,HC03_VC06_1,HC03_VC07_4,HC03_VC08_4,HC03_VC09_4,HC03_VC10_3,HC03_VC11_4,HC03_VC12_4
272,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_3,HC03_VC09_4,HC03_VC10_4,HC03_VC11_3,HC03_VC12_4
273,mid,HC03_VC03_1,HC03_VC04_2,HC03_VC05_3,HC03_VC06_2,HC03_VC07_3,HC03_VC08_4,HC03_VC09_4,HC03_VC10_1,HC03_VC11_2,HC03_VC12_3
274,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC05_2,HC03_VC06_1,HC03_VC07_1,HC03_VC08_4,HC03_VC09_3,HC03_VC10_4,HC03_VC11_4,HC03_VC12_3
275,mid,HC03_VC03_3,HC03_VC04_1,HC03_VC05_2,HC03_VC06_1,HC03_VC07_1,HC03_VC08_4,HC03_VC09_4,HC03_VC10_3,HC03_VC11_3,HC03_VC12_4
276,mid,HC03_VC03_4,HC03_VC04_2,HC03_VC05_1,HC03_VC06_3,HC03_VC07_1,HC03_VC08_3,HC03_VC09_1,HC03_VC10_1,HC03_VC11_3,HC03_VC12_2
277,mid,HC03_VC03_3,HC03_VC04_1,HC03_VC05_1,HC03_VC06_2,HC03_VC07_2,HC03_VC08_4,HC03_VC09_3,HC03_VC10_1,HC03_VC11_1,HC03_VC12_4
278,mid,HC03_VC03_3,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_3,HC03_VC09_3,HC03_VC10_2,HC03_VC11_2,HC03_VC12_3
279,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC05_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_1,HC03_VC09_3,HC03_VC10_2,HC03_VC11_2,HC03_VC12_1
280,mid,HC03_VC03_4,HC03_VC04_4,HC03_VC05_4,HC03_VC06_2,HC03_VC07_4,HC03_VC08_4,HC03_VC09_3,HC03_VC10_4,HC03_VC11_4,HC03_VC12_1
281,mid,HC03_VC03_2,HC03_VC04_4,HC03_VC05_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_4,HC03_VC10_1,HC03_VC11_2,HC03_VC12_1
282,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC05_1,HC03_VC06_2,HC03_VC07_2,HC03_VC08_2,HC03_VC09_1,HC03_VC10_1,HC03_VC11_1,HC03_VC12_4
283,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC05_2,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_2,HC03_VC10_4,HC03_VC11_4,HC03_VC12_4
284,mid,HC03_VC03_4,HC03_VC04_2,HC03_VC05_3,HC03_VC06_3,HC03_VC07_2,HC03_VC08_1,HC03_VC09_3,HC03_VC10_1,HC03_VC11_4,HC03_VC12_3
285,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC05_2,HC03_VC06_1,HC03_VC07_2,HC03_VC08_1,HC03_VC09_1,HC03_VC10_4,HC03_VC11_4,HC03_VC12_4
286,mid,HC03_VC03_3,HC03_VC04_2,HC03_VC05_3,HC03_VC06_1,HC03_VC07_2,HC03_VC08_1,HC03_VC09_1,HC03_VC10_4,HC03_VC11_4,HC03_VC12_3
287,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC05_3,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_4,HC03_VC10_4,HC03_VC11_3,HC03_VC12_3
288,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC05_3,HC03_VC06_1,HC03_VC07_2,HC03_VC08_4,HC03_VC09_4,HC03_VC10_1,HC03_VC11_1,HC03_VC12_4
289,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_1,HC03_VC10_2,HC03_VC11_2,HC03_VC12_4
290,mid,HC03_VC03_4,HC03_VC04_3,HC03_VC05_3,HC03_VC06_2,HC03_VC07_3,HC03_VC08_4,HC03_VC09_1,HC03_VC10_4,HC03_VC11_2,HC03_VC12_1
291,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC05_2,HC03_VC06_4,HC03_VC07_4,HC03_VC08_1,HC03_VC09_1,HC03_VC10_1,HC03_VC11_1,HC03_VC12_4
292,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_4,HC03_VC09_3,HC03_VC10_4,HC03_VC11_4,HC03_VC12_4
293,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_4,HC03_VC09_4,HC03_VC10_3,HC03_VC11_2,HC03_VC12_4
294,mid,HC03_VC03_4,HC03_VC04_2,HC03_VC05_1,HC03_VC06_2,HC03_VC07_1,HC03_VC08_1,HC03_VC09_3,HC03_VC10_2,HC03_VC11_1,HC03_VC12_3
295,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC05_2,HC03_VC06_1,HC03_VC07_2,HC03_VC08_2,HC03_VC09_2,HC03_VC10_3,HC03_VC11_3,HC03_VC12_4
296,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_2,HC03_VC08_1,HC03_VC09_1,HC03_VC10_1,HC03_VC11_1,HC03_VC12_4
297,mid,HC03_VC03_2,HC03_VC04_2,HC03_VC05_2,HC03_VC06_1,HC03_VC07_2,HC03_VC08_2,HC03_VC09_1,HC03_VC10_4,HC03_VC11_3,HC03_VC12_2
298,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC05_4,HC03_VC06_4,HC03_VC07_2,HC03_VC08_4,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_1
299,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC05_3,HC03_VC06_3,HC03_VC07_3,HC03_VC08_3,HC03_VC09_3,HC03_VC10_2,HC03_VC11_3,HC03_VC12_2
300,mid,HC03_VC03_4,HC03_VC04_2,HC03_VC05_3,HC03_VC06_1,HC03_VC07_4,HC03_VC08_2,HC03_VC09_1,HC03_VC10_3,HC03_VC11_3,HC03_VC12_3
301,low,HC03_VC03_4,HC03_VC04_3,HC03_VC05_3,HC03_VC06_2,HC03_VC07_3,HC03_VC08_4,HC03_VC09_4,HC03_VC10_4,HC03_VC11_2,HC03_VC12_2
302,low,HC03_VC03_4,HC03_VC04_3,HC03_VC05_3,HC03_VC06_3,HC03_VC07_3,HC03_VC08_4,HC03_VC09_4,HC03_VC10_2,HC03_VC11_2,HC03_VC12_2
303,low,HC03_VC03_3,HC03_VC04_1,HC03_VC05_4,HC03_VC06_1,HC03_VC07_1,HC03_VC08_4,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_4
304,low,HC03_VC03_2,HC03_VC04_2,HC03_VC05_3,HC03_VC06_2,HC03_VC07_3,HC03_VC08_2,HC03_VC09_1,HC03_VC10_3,HC03_VC11_3,HC03_VC12_2
305,low,HC03_VC03_3,HC03_VC04_2,HC03_VC05_4,HC03_VC06_1,HC03_VC07_2,HC03_VC08_2,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_3
306,low,HC03_VC03_1,HC03_VC04_4,HC03_VC05_3,HC03_VC06_3,HC03_VC07_2,HC03_VC08_3,HC03_VC09_2,HC03_VC10_2,HC03_VC11_2,HC03_VC12_1
307,low,HC03_VC03_3,HC03_VC04_2,HC03_VC05_1,HC03_VC06_4,HC03_VC07_2,HC03_VC08_1,HC03_VC09_4,HC03_VC10_1,HC03_VC11_1,HC03_VC12_3
308,low,HC03_VC03_3,HC03_VC04_4,HC03_VC05_2,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_3,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1
309,low,HC03_VC03_4,HC03_VC04_2,HC03_VC05_1,HC03_VC06_3,HC03_VC07_2,HC03_VC08_1,HC03_VC09_1,HC03_VC10_2,HC03_VC11_1,HC03_VC12_3
310,low,HC03_VC03_4,HC03_VC04_2,HC03_VC05_2,HC03_VC06_1,HC03_VC07_2,HC03_VC08_3,HC03_VC09_4,HC03_VC10_3,HC03_VC11_3,HC03_VC12_3
311,low,HC03_VC03_1,HC03_VC04_2,HC03_VC05_3,HC03_VC06_1,HC03_VC07_2,HC03_VC08_3,HC03_VC09_3,HC03_VC10_4,HC03_VC11_4,HC03_VC12_3
312,low,HC03_VC03_1,HC03_VC04_3,HC03_VC05_4,HC03_VC06_2,HC03_VC07_3,HC03_VC08_2,HC03_VC09_2,HC03_VC10_4,HC03_VC11_4,HC03_VC12_2
313,low,HC03_VC03_2,HC03_VC04_4,HC03_VC05_4,HC03_VC06_3,HC03_VC07_3,HC03_VC08_2,HC03_VC09_1,HC03_VC10_4,HC03_VC11_4,HC03_VC12_1
314,low,HC03_VC03_2,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_1,HC03_VC10_4,HC03_VC11_4,HC03_VC12_4
315,low,HC03_VC03_1,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_4,HC03_VC09_3,HC03_VC10_4,HC03_VC11_4,HC03_VC12_3
316,low,HC03_VC03_1,HC03_VC04_4,HC03_VC05_3,HC03_VC06_3,HC03_VC07_4,HC03_VC08_1,HC03_VC09_1,HC03_VC10_3,HC03_VC11_3,HC03_VC12_1
317,low,HC03_VC03_1,HC03_VC04_4,HC03_VC05_2,HC03_VC06_3,HC03_VC07_1,HC03_VC08_3,HC03_VC09_2,HC03_VC10_4,HC03_VC11_3,HC03_VC12_1
318,low,HC03_VC03_4,HC03_VC04_1,HC03_VC05_4,HC03_VC06_1,HC03_VC07_4,HC03_VC08_4,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_3
319,low,HC03_VC03_2,HC03_VC04_4,HC03_VC05_4,HC03_VC06_3,HC03_VC07_3,HC03_VC08_3,HC03_VC09_2,HC03_VC10_4,HC03_VC11_3,HC03_VC12_1
320,low,HC03_VC03_3,HC03_VC04_1,HC03_VC05_2,HC03_VC06_1,HC03_VC07_1,HC03_VC08_3,HC03_VC09_1,HC03_VC10_4,HC03_VC11_4,HC03_VC12_4
321,low,HC03_VC03_1,HC03_VC04_3,HC03_VC05_3,HC03_VC06_3,HC03_VC07_4,HC03_VC08_2,HC03_VC09_3,HC03_VC10_1,HC03_VC11_2,HC03_VC12_2
322,low,HC03_VC03_4,HC03_VC04_1,HC03_VC05_4,HC03_VC06_2,HC03_VC07_3,HC03_VC08_3,HC03_VC09_4,HC03_VC10_1,HC03_VC11_3,HC03_VC12_3
323,low,HC03_VC03_2,HC03_VC04_1,HC03_VC05_2,HC03_VC06_1,HC03_VC07_2,HC03_VC08_1,HC03_VC09_1,HC03_VC10_2,HC03_VC11_4,HC03_VC12_4
324,low,HC03_VC03_4,HC03_VC04_4,HC03_VC05_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_4,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1
325,low,HC03_VC03_2,HC03_VC04_3,HC03_VC05_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_2,HC03_VC09_4,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1
326,low,HC03_VC03_4,HC03_VC04_1,HC03_VC05_3,HC03_VC06_1,HC03_VC07_2,HC03_VC08_3,HC03_VC09_3,HC03_VC10_1,HC03_VC11_2,HC03_VC12_4
327,low,HC03_VC03_3,HC03_VC04_1,HC03_VC05_3,HC03_VC06_1,HC03_VC07_1,HC03_VC08_2,HC03_VC09_3,HC03_VC10_4,HC03_VC11_4,HC03_VC12_4
328,low,HC03_VC03_4,HC03_VC04_4,HC03_VC05_4,HC03_VC06_3,HC03_VC07_3,HC03_VC08_4,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_1
329,low,HC03_VC03_3,HC03_VC04_4,HC03_VC05_2,HC03_VC06_4,HC03_VC07_3,HC03_VC08_1,HC03_VC09_1,HC03_VC10_1,HC03_VC11_2,HC03_VC12_1
330,low,HC03_VC03_4,HC03_VC04_3,HC03_VC05_4,HC03_VC06_2,HC03_VC07_2,HC03_VC08_3,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_1
331,low,HC03_VC03_3,HC03_VC04_1,HC03_VC05_2,HC03_VC06_1,HC03_VC07_1,HC03_VC08_2,HC03_VC09_1,HC03_VC10_4,HC03_VC11_4,HC03_VC12_3
332,low,HC03_VC03_2,HC03_VC04_3,HC03_VC05_3,HC03_VC06_2,HC03_VC07_3,HC03_VC08_1,HC03_VC09_2,HC03_VC10_4,HC03_VC11_4,HC03_VC12_2
333,low,HC03_VC03_3,HC03_VC04_4,HC03_VC05_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_3,HC03_VC09_4,HC03_VC10_3,HC03_VC11_1,HC03_VC12_1
334,low,HC03_VC03_1,HC03_VC04_3,HC03_VC05_4,HC03_VC06_2,HC03_VC07_3,HC03_VC08_3,HC03_VC09_4,HC03_VC10_3,HC03_VC11_3,HC03_VC12_2
335,low,HC03_VC03_2,HC03_VC04_3,HC03_VC05_3,HC03_VC06_2,HC03_VC07_3,HC03_VC08_2,HC03_VC09_1,HC03_VC10_3,HC03_VC11_3,HC03_VC12_2
336,low,HC03_VC03_3,HC03_VC04_1,HC03_VC05_2,HC03_VC06_3,HC03_VC07_3,HC03_VC08_1,HC03_VC09_3,HC03_VC10_1,HC03_VC11_1,HC03_VC12_3
337,low,HC03_VC03_1,HC03_VC04_2,HC03_VC05_2,HC03_VC06_1,HC03_VC07_1,HC03_VC08_3,HC03_VC09_3,HC03_VC10_4,HC03_VC11_4,HC03_VC12_2
338,low,HC03_VC03_4,HC03_VC04_4,HC03_VC05_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_4,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1
339,low,HC03_VC03_1,HC03_VC04_4,HC03_VC05_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_3,HC03_VC09_3,HC03_VC10_2,HC03_VC11_2,HC03_VC12_1
340,low,HC03_VC03_1,HC03_VC04_3,HC03_VC05_4,HC03_VC06_2,HC03_VC07_3,HC03_VC08_2,HC03_VC09_2,HC03_VC10_3,HC03_VC11_3,HC03_VC12_2
341,low,HC03_VC03_3,HC03_VC04_3,HC03_VC05_4,HC03_VC06_2,HC03_VC07_3,HC03_VC08_3,HC03_VC09_3,HC03_VC10_4,HC03_VC11_4,HC03_VC12_2
342,low,HC03_VC03_3,HC03_VC04_4,HC03_VC05_2,HC03_VC06_4,HC03_VC07_3,HC03_VC08_2,HC03_VC09_2,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1
343,low,HC03_VC03_4,HC03_VC04_4,HC03_VC05_4,HC03_VC06_2,HC03_VC07_4,HC03_VC08_4,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_1
344,low,HC03_VC03_4,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_1,HC03_VC10_4,HC03_VC11_2,HC03_VC12_4
345,low,HC03_VC03_2,HC03_VC04_3,HC03_VC05_3,HC03_VC06_2,HC03_VC07_2,HC03_VC08_2,HC03_VC09_2,HC03_VC10_4,HC03_VC11_3,HC03_VC12_2
346,low,HC03_VC03_1,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_4,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_4
347,low,HC03_VC03_4,HC03_VC04_3,HC03_VC05_4,HC03_VC06_1,HC03_VC07_4,HC03_VC08_4,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_2
348,low,HC03_VC03_1,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_4,HC03_VC09_3,HC03_VC10_4,HC03_VC11_3,HC03_VC12_4
349,low,HC03_VC03_1,HC03_VC04_3,HC03_VC05_1,HC03_VC06_2,HC03_VC07_1,HC03_VC08_4,HC03_VC09_4,HC03_VC10_4,HC03_VC11_3,HC03_VC12_1
350,low,HC03_VC03_3,HC03_VC04_2,HC03_VC05_1,HC03_VC06_3,HC03_VC07_2,HC03_VC08_1,HC03_VC09_1,HC03_VC10_1,HC03_VC11_1,HC03_VC12_3
351,low,HC03_VC03_2,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_3,HC03_VC09_3,HC03_VC10_2,HC03_VC11_1,HC03_VC12_4
352,low,HC03_VC03_1,HC03_VC04_2,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_3,HC03_VC09_2,HC03_VC10_3,HC03_VC11_2,HC03_VC12_3
353,low,HC03_VC03_2,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_3,HC03_VC09_2,HC03_VC10_4,HC03_VC11_3,HC03_VC12_4
354,low,HC03_VC03_1,HC03_VC04_4,HC03_VC05_4,HC03_VC06_3,HC03_VC07_2,HC03_VC08_3,HC03_VC09_3,HC03_VC10_4,HC03_VC11_4,HC03_VC12_1
355,low,HC03_VC03_3,HC03_VC04_4,HC03_VC05_2,HC03_VC06_4,HC03_VC07_4,HC03_VC08_1,HC03_VC09_1,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1
356,low,HC03_VC03_1,HC03_VC04_2,HC03_VC05_3,HC03_VC06_2,HC03_VC07_3,HC03_VC08_1,HC03_VC09_1,HC03_VC10_4,HC03_VC11_3,HC03_VC12_2
357,low,HC03_VC03_3,HC03_VC04_2,HC03_VC05_3,HC03_VC06_2,HC03_VC07_3,HC03_VC08_2,HC03_VC09_1,HC03_VC10_2,HC03_VC11_3,HC03_VC12_3
358,low,HC03_VC03_3,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_3,HC03_VC09_3,HC03_VC10_3,HC03_VC11_2,HC03_VC12_3
359,low,HC03_VC03_1,HC03_VC04_3,HC03_VC05_1,HC03_VC06_3,HC03_VC07_1,HC03_VC08_2,HC03_VC09_2,HC03_VC10_1,HC03_VC11_1,HC03_VC12_2
360,low,HC03_VC03_2,HC03_VC04_1,HC03_VC05_3,HC03_VC06_1,HC03_VC07_2,HC03_VC08_1,HC03_VC09_2,HC03_VC10_4,HC03_VC11_4,HC03_VC12_4
361,low,HC03_VC03_1,HC03_VC04_3,HC03_VC05_3,HC03_VC06_3,HC03_VC07_4,HC03_VC08_2,HC03_VC09_1,HC03_VC10_1,HC03_VC11_1,HC03_VC12_2
362,low,HC03_VC03_1,HC03_VC04_1,HC03_VC05_1,HC03_VC06_2,HC03_VC07_1,HC03_VC08_1,HC03_VC09_1,HC03_VC10_2,HC03_VC11_1,HC03_VC12_3
363,low,HC03_VC03_3,HC03_VC04_1,HC03_VC05_4,HC03_VC06_1,HC03_VC07_2,HC03_VC08_4,HC03_VC09_4,HC03_VC10_3,HC03_VC11_4,HC03_VC12_3
364,low,HC03_VC03_2,HC03_VC04_4,HC03_VC05_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_2,HC03_VC09_4,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1
365,low,HC03_VC03_3,HC03_VC04_4,HC03_VC05_2,HC03_VC06_4,HC03_VC07_3,HC03_VC08_4,HC03_VC09_2,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1
366,low,HC03_VC03_3,HC03_VC04_2,HC03_VC05_2,HC03_VC06_3,HC03_VC07_2,HC03_VC08_1,HC03_VC09_1,HC03_VC10_2,HC03_VC11_3,HC03_VC12_3
367,low,HC03_VC03_1,HC03_VC04_4,HC03_VC05_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_3,HC03_VC09_3,HC03_VC10_2,HC03_VC11_2,HC03_VC12_1
368,low,HC03_VC03_1,HC03_VC04_4,HC03_VC05_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_3,HC03_VC09_4,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1
369,low,HC03_VC03_1,HC03_VC04_3,HC03_VC05_3,HC03_VC06_3,HC03_VC07_3,HC03_VC08_1,HC03_VC09_2,HC03_VC10_1,HC03_VC11_2,HC03_VC12_2
370,low,HC03_VC03_3,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_4,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_4
371,low,HC03_VC03_4,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_3,HC03_VC09_2,HC03_VC10_2,HC03_VC11_1,HC03_VC12_4
372,low,HC03_VC03_3,HC03_VC04_4,HC03_VC05_4,HC03_VC06_3,HC03_VC07_3,HC03_VC08_3,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_1
373,low,HC03_VC03_2,HC03_VC04_3,HC03_VC05_3,HC03_VC06_3,HC03_VC07_3,HC03_VC08_1,HC03_VC09_1,HC03_VC10_2,HC03_VC11_3,HC03_VC12_2
374,low,HC03_VC03_4,HC03_VC04_4,HC03_VC05_4,HC03_VC06_3,HC03_VC07_4,HC03_VC08_1,HC03_VC09_2,HC03_VC10_4,HC03_VC11_4,HC03_VC12_1
375,low,HC03_VC03_4,HC03_VC04_1,HC03_VC05_3,HC03_VC06_2,HC03_VC07_3,HC03_VC08_2,HC03_VC09_3,HC03_VC10_2,HC03_VC11_1,HC03_VC12_3
376,low,HC03_VC03_3,HC03_VC04_4,HC03_VC05_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_4,HC03_VC10_3,HC03_VC11_3,HC03_VC12_1
377,low,HC03_VC03_4,HC03_VC04_2,HC03_VC05_3,HC03_VC06_2,HC03_VC07_3,HC03_VC08_4,HC03_VC09_3,HC03_VC10_1,HC03_VC11_1,HC03_VC12_3
378,low,HC03_VC03_4,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_1,HC03_VC10_4,HC03_VC11_3,HC03_VC12_3
379,low,HC03_VC03_1,HC03_VC04_2,HC03_VC05_2,HC03_VC06_2,HC03_VC07_1,HC03_VC08_3,HC03_VC09_3,HC03_VC10_2,HC03_VC11_2,HC03_VC12_3
380,low,HC03_VC03_2,HC03_VC04_4,HC03_VC05_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_3,HC03_VC10_2,HC03_VC11_2,HC03_VC12_1
381,low,HC03_VC03_2,HC03_VC04_4,HC03_VC05_4,HC03_VC06_3,HC03_VC07_3,HC03_VC08_1,HC03_VC09_3,HC03_VC10_3,HC03_VC11_3,HC03_VC12_1
382,low,HC03_VC03_4,HC03_VC04_3,HC03_VC05_3,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_4,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1
383,low,HC03_VC03_4,HC03_VC04_2,HC03_VC05_3,HC03_VC06_1,HC03_VC07_2,HC03_VC08_1,HC03_VC09_1,HC03_VC10_4,HC03_VC11_4,HC03_VC12_3
384,low,HC03_VC03_4,HC03_VC04_2,HC03_VC05_3,HC03_VC06_2,HC03_VC07_3,HC03_VC08_4,HC03_VC09_3,HC03_VC10_3,HC03_VC11_2,HC03_VC12_2
385,low,HC03_VC03_4,HC03_VC04_3,HC03_VC05_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_3,HC03_VC09_4,HC03_VC10_1,HC03_VC11_2,HC03_VC12_1
386,low,HC03_VC03_1,HC03_VC04_4,HC03_VC05_1,HC03_VC06_4,HC03_VC07_4,HC03_VC08_1,HC03_VC09_2,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1
387,low,HC03_VC03_3,HC03_VC04_2,HC03_VC05_2,HC03_VC06_3,HC03_VC07_2,HC03_VC08_1,HC03_VC09_1,HC03_VC10_1,HC03_VC11_3,HC03_VC12_3
388,low,HC03_VC03_2,HC03_VC04_4,HC03_VC05_4,HC03_VC06_2,HC03_VC07_3,HC03_VC08_3,HC03_VC09_3,HC03_VC10_4,HC03_VC11_4,HC03_VC12_1
389,low,HC03_VC03_1,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_2,HC03_VC09_2,HC03_VC10_1,HC03_VC11_1,HC03_VC12_4
390,low,HC03_VC03_3,HC03_VC04_2,HC03_VC05_3,HC03_VC06_2,HC03_VC07_3,HC03_VC08_1,HC03_VC09_1,HC03_VC10_3,HC03_VC11_3,HC03_VC12_3
391,low,HC03_VC03_2,HC03_VC04_2,HC03_VC05_4,HC03_VC06_2,HC03_VC07_3,HC03_VC08_4,HC03_VC09_4,HC03_VC10_3,HC03_VC11_3,HC03_VC12_2
392,low,HC03_VC03_2,HC03_VC04_3,HC03_VC05_3,HC03_VC06_3,HC03_VC07_3,HC03_VC08_2,HC03_VC09_1,HC03_VC10_2,HC03_VC11_3,HC03_VC12_2
393,low,HC03_VC03_3,HC03_VC04_4,HC03_VC05_1,HC03_VC06_4,HC03_VC07_4,HC03_VC08_1,HC03_VC09_1,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1
394,low,HC03_VC03_2,HC03_VC04_2,HC03_VC05_3,HC03_VC06_2,HC03_VC07_3,HC03_VC08_2,HC03_VC09_2,HC03_VC10_4,HC03_VC11_3,HC03_VC12_2
395,low,HC03_VC03_4,HC03_VC04_1,HC03_VC05_2,HC03_VC06_2,HC03_VC07_2,HC03_VC08_4,HC03_VC09_4,HC03_VC10_1,HC03_VC11_3,HC03_VC12_3
396,low,HC03_VC03_2,HC03_VC04_4,HC03_VC05_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_3,HC03_VC10_3,HC03_VC11_2,HC03_VC12_1
