,drug,HC03_VC130,HC03_VC131,HC03_VC132,HC03_VC133,HC03_VC134,HC03_VC135,HC03_VC136,HC03_VC140,HC03_VC141,HC03_VC142
264,mid,HC03_VC130_3,HC03_VC131_2,HC03_VC132_3,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_2,HC03_VC140_3,HC03_VC141_2,HC03_VC142_3
265,mid,HC03_VC130_1,HC03_VC131_2,HC03_VC132_2,HC03_VC133_1,HC03_VC134_4,HC03_VC135_2,HC03_VC136_2,HC03_VC140_1,HC03_VC141_1,HC03_VC142_4
266,mid,HC03_VC130_3,HC03_VC131_1,HC03_VC132_1,HC03_VC133_3,HC03_VC134_2,HC03_VC135_3,HC03_VC136_3,HC03_VC140_3,HC03_VC141_3,HC03_VC142_2
267,mid,HC03_VC130_2,HC03_VC131_1,HC03_VC132_2,HC03_VC133_1,HC03_VC134_4,HC03_VC135_2,HC03_VC136_3,HC03_VC140_2,HC03_VC141_1,HC03_VC142_4
268,mid,HC03_VC130_3,HC03_VC131_2,HC03_VC132_2,HC03_VC133_2,HC03_VC134_3,HC03_VC135_2,HC03_VC136_3,HC03_VC140_3,HC03_VC141_4,HC03_VC142_1
269,mid,HC03_VC130_1,HC03_VC131_3,HC03_VC132_3,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_2,HC03_VC142_2
270,mid,HC03_VC130_4,HC03_VC131_4,HC03_VC132_4,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_3,HC03_VC141_3,HC03_VC142_1
271,mid,HC03_VC130_4,HC03_VC131_1,HC03_VC132_1,HC03_VC133_2,HC03_VC134_2,HC03_VC135_4,HC03_VC136_4,HC03_VC140_4,HC03_VC141_1,HC03_VC142_4
272,mid,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_2,HC03_VC142_3
273,mid,HC03_VC130_2,HC03_VC131_3,HC03_VC132_3,HC03_VC133_2,HC03_VC134_3,HC03_VC135_2,HC03_VC136_2,HC03_VC140_2,HC03_VC141_3,HC03_VC142_2
274,mid,HC03_VC130_2,HC03_VC131_3,HC03_VC132_3,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_2,HC03_VC140_2,HC03_VC141_1,HC03_VC142_4
275,mid,HC03_VC130_3,HC03_VC131_3,HC03_VC132_3,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_2,HC03_VC141_1,HC03_VC142_4
276,mid,HC03_VC130_4,HC03_VC131_3,HC03_VC132_3,HC03_VC133_1,HC03_VC134_4,HC03_VC135_4,HC03_VC136_2,HC03_VC140_3,HC03_VC141_4,HC03_VC142_1
277,mid,HC03_VC130_3,HC03_VC131_1,HC03_VC132_1,HC03_VC133_2,HC03_VC134_2,HC03_VC135_2,HC03_VC136_4,HC03_VC140_4,HC03_VC141_3,HC03_VC142_2
278,mid,HC03_VC130_3,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_3,HC03_VC135_3,HC03_VC136_3,HC03_VC140_4,HC03_VC141_4,HC03_VC142_1
279,mid,HC03_VC130_1,HC03_VC131_2,HC03_VC132_2,HC03_VC133_3,HC03_VC134_1,HC03_VC135_3,HC03_VC136_3,HC03_VC140_2,HC03_VC141_1,HC03_VC142_4
280,mid,HC03_VC130_4,HC03_VC131_1,HC03_VC132_1,HC03_VC133_3,HC03_VC134_2,HC03_VC135_4,HC03_VC136_3,HC03_VC140_4,HC03_VC141_1,HC03_VC142_4
281,mid,HC03_VC130_3,HC03_VC131_2,HC03_VC132_2,HC03_VC133_4,HC03_VC134_1,HC03_VC135_3,HC03_VC136_2,HC03_VC140_3,HC03_VC141_3,HC03_VC142_2
282,mid,HC03_VC130_4,HC03_VC131_3,HC03_VC132_3,HC03_VC133_1,HC03_VC134_4,HC03_VC135_1,HC03_VC136_2,HC03_VC140_3,HC03_VC141_4,HC03_VC142_1
283,mid,HC03_VC130_4,HC03_VC131_1,HC03_VC132_1,HC03_VC133_2,HC03_VC134_3,HC03_VC135_4,HC03_VC136_4,HC03_VC140_4,HC03_VC141_3,HC03_VC142_2
284,mid,HC03_VC130_4,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_4,HC03_VC135_2,HC03_VC136_4,HC03_VC140_4,HC03_VC141_1,HC03_VC142_4
285,mid,HC03_VC130_4,HC03_VC131_1,HC03_VC132_2,HC03_VC133_1,HC03_VC134_4,HC03_VC135_2,HC03_VC136_3,HC03_VC140_4,HC03_VC141_3,HC03_VC142_2
286,mid,HC03_VC130_3,HC03_VC131_3,HC03_VC132_3,HC03_VC133_1,HC03_VC134_4,HC03_VC135_2,HC03_VC136_2,HC03_VC140_2,HC03_VC141_3,HC03_VC142_2
287,mid,HC03_VC130_4,HC03_VC131_1,HC03_VC132_1,HC03_VC133_4,HC03_VC134_1,HC03_VC135_4,HC03_VC136_3,HC03_VC140_4,HC03_VC141_1,HC03_VC142_4
288,mid,HC03_VC130_4,HC03_VC131_1,HC03_VC132_1,HC03_VC133_2,HC03_VC134_2,HC03_VC135_4,HC03_VC136_4,HC03_VC140_4,HC03_VC141_2,HC03_VC142_3
289,mid,HC03_VC130_2,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_4,HC03_VC135_4,HC03_VC136_4,HC03_VC140_3,HC03_VC141_1,HC03_VC142_4
290,mid,HC03_VC130_4,HC03_VC131_1,HC03_VC132_1,HC03_VC133_4,HC03_VC134_1,HC03_VC135_4,HC03_VC136_4,HC03_VC140_4,HC03_VC141_2,HC03_VC142_2
291,mid,HC03_VC130_4,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_4,HC03_VC135_2,HC03_VC136_4,HC03_VC140_4,HC03_VC141_4,HC03_VC142_1
292,mid,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_3,HC03_VC134_2,HC03_VC135_2,HC03_VC136_1,HC03_VC140_1,HC03_VC141_1,HC03_VC142_4
293,mid,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_2,HC03_VC142_3
294,mid,HC03_VC130_4,HC03_VC131_2,HC03_VC132_1,HC03_VC133_2,HC03_VC134_3,HC03_VC135_4,HC03_VC136_3,HC03_VC140_4,HC03_VC141_4,HC03_VC142_1
295,mid,HC03_VC130_2,HC03_VC131_3,HC03_VC132_3,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_2,HC03_VC141_1,HC03_VC142_4
296,mid,HC03_VC130_4,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_3,HC03_VC135_4,HC03_VC136_4,HC03_VC140_4,HC03_VC141_3,HC03_VC142_2
297,mid,HC03_VC130_2,HC03_VC131_3,HC03_VC132_4,HC03_VC133_3,HC03_VC134_2,HC03_VC135_1,HC03_VC136_1,HC03_VC140_2,HC03_VC141_4,HC03_VC142_1
298,mid,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_3,HC03_VC134_2,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_4,HC03_VC142_1
299,mid,HC03_VC130_1,HC03_VC131_2,HC03_VC132_2,HC03_VC133_1,HC03_VC134_4,HC03_VC135_2,HC03_VC136_3,HC03_VC140_1,HC03_VC141_2,HC03_VC142_3
300,mid,HC03_VC130_4,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_4,HC03_VC135_2,HC03_VC136_4,HC03_VC140_4,HC03_VC141_4,HC03_VC142_1
301,low,HC03_VC130_4,HC03_VC131_2,HC03_VC132_3,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_2,HC03_VC140_4,HC03_VC141_1,HC03_VC142_4
302,low,HC03_VC130_4,HC03_VC131_4,HC03_VC132_4,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_2,HC03_VC141_3,HC03_VC142_2
303,low,HC03_VC130_3,HC03_VC131_4,HC03_VC132_3,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_2,HC03_VC141_1,HC03_VC142_4
304,low,HC03_VC130_2,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_4,HC03_VC135_3,HC03_VC136_4,HC03_VC140_3,HC03_VC141_1,HC03_VC142_4
305,low,HC03_VC130_3,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_3,HC03_VC135_3,HC03_VC136_4,HC03_VC140_4,HC03_VC141_3,HC03_VC142_1
306,low,HC03_VC130_1,HC03_VC131_1,HC03_VC132_1,HC03_VC133_2,HC03_VC134_3,HC03_VC135_3,HC03_VC136_3,HC03_VC140_2,HC03_VC141_1,HC03_VC142_4
307,low,HC03_VC130_3,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_3,HC03_VC135_3,HC03_VC136_3,HC03_VC140_3,HC03_VC141_4,HC03_VC142_1
308,low,HC03_VC130_3,HC03_VC131_2,HC03_VC132_2,HC03_VC133_4,HC03_VC134_1,HC03_VC135_3,HC03_VC136_3,HC03_VC140_3,HC03_VC141_4,HC03_VC142_1
309,low,HC03_VC130_4,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_4,HC03_VC135_3,HC03_VC136_4,HC03_VC140_4,HC03_VC141_2,HC03_VC142_3
310,low,HC03_VC130_4,HC03_VC131_1,HC03_VC132_1,HC03_VC133_3,HC03_VC134_2,HC03_VC135_3,HC03_VC136_4,HC03_VC140_4,HC03_VC141_2,HC03_VC142_3
311,low,HC03_VC130_1,HC03_VC131_1,HC03_VC132_2,HC03_VC133_1,HC03_VC134_4,HC03_VC135_2,HC03_VC136_3,HC03_VC140_2,HC03_VC141_3,HC03_VC142_2
312,low,HC03_VC130_1,HC03_VC131_3,HC03_VC132_3,HC03_VC133_1,HC03_VC134_4,HC03_VC135_2,HC03_VC136_1,HC03_VC140_1,HC03_VC141_4,HC03_VC142_1
313,low,HC03_VC130_3,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_4,HC03_VC135_3,HC03_VC136_3,HC03_VC140_3,HC03_VC141_1,HC03_VC142_4
314,low,HC03_VC130_2,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_4,HC03_VC135_3,HC03_VC136_3,HC03_VC140_3,HC03_VC141_3,HC03_VC142_1
315,low,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_4,HC03_VC134_2,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_3,HC03_VC142_2
316,low,HC03_VC130_1,HC03_VC131_2,HC03_VC132_2,HC03_VC133_1,HC03_VC134_4,HC03_VC135_1,HC03_VC136_3,HC03_VC140_2,HC03_VC141_1,HC03_VC142_4
317,low,HC03_VC130_1,HC03_VC131_3,HC03_VC132_3,HC03_VC133_2,HC03_VC134_3,HC03_VC135_2,HC03_VC136_1,HC03_VC140_1,HC03_VC141_2,HC03_VC142_2
318,low,HC03_VC130_4,HC03_VC131_2,HC03_VC132_2,HC03_VC133_3,HC03_VC134_1,HC03_VC135_1,HC03_VC136_3,HC03_VC140_4,HC03_VC141_1,HC03_VC142_4
319,low,HC03_VC130_2,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_4,HC03_VC135_3,HC03_VC136_3,HC03_VC140_3,HC03_VC141_1,HC03_VC142_3
320,low,HC03_VC130_3,HC03_VC131_3,HC03_VC132_3,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_2,HC03_VC141_2,HC03_VC142_2
321,low,HC03_VC130_1,HC03_VC131_2,HC03_VC132_2,HC03_VC133_1,HC03_VC134_4,HC03_VC135_3,HC03_VC136_3,HC03_VC140_2,HC03_VC141_1,HC03_VC142_4
322,low,HC03_VC130_4,HC03_VC131_3,HC03_VC132_2,HC03_VC133_3,HC03_VC134_1,HC03_VC135_3,HC03_VC136_2,HC03_VC140_3,HC03_VC141_3,HC03_VC142_1
323,low,HC03_VC130_2,HC03_VC131_1,HC03_VC132_1,HC03_VC133_4,HC03_VC134_1,HC03_VC135_4,HC03_VC136_4,HC03_VC140_3,HC03_VC141_2,HC03_VC142_3
324,low,HC03_VC130_4,HC03_VC131_4,HC03_VC132_4,HC03_VC133_3,HC03_VC134_2,HC03_VC135_2,HC03_VC136_1,HC03_VC140_2,HC03_VC141_3,HC03_VC142_2
325,low,HC03_VC130_2,HC03_VC131_4,HC03_VC132_4,HC03_VC133_4,HC03_VC134_1,HC03_VC135_2,HC03_VC136_1,HC03_VC140_1,HC03_VC141_4,HC03_VC142_1
326,low,HC03_VC130_4,HC03_VC131_1,HC03_VC132_1,HC03_VC133_2,HC03_VC134_3,HC03_VC135_4,HC03_VC136_4,HC03_VC140_4,HC03_VC141_3,HC03_VC142_1
327,low,HC03_VC130_3,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_4,HC03_VC135_3,HC03_VC136_3,HC03_VC140_3,HC03_VC141_3,HC03_VC142_2
328,low,HC03_VC130_4,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_3,HC03_VC135_1,HC03_VC136_4,HC03_VC140_4,HC03_VC141_4,HC03_VC142_1
329,low,HC03_VC130_3,HC03_VC131_4,HC03_VC132_4,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_4,HC03_VC142_1
330,low,HC03_VC130_4,HC03_VC131_3,HC03_VC132_3,HC03_VC133_4,HC03_VC134_1,HC03_VC135_3,HC03_VC136_2,HC03_VC140_3,HC03_VC141_4,HC03_VC142_1
331,low,HC03_VC130_3,HC03_VC131_2,HC03_VC132_2,HC03_VC133_3,HC03_VC134_2,HC03_VC135_4,HC03_VC136_3,HC03_VC140_3,HC03_VC141_4,HC03_VC142_1
332,low,HC03_VC130_2,HC03_VC131_2,HC03_VC132_2,HC03_VC133_3,HC03_VC134_2,HC03_VC135_2,HC03_VC136_3,HC03_VC140_2,HC03_VC141_1,HC03_VC142_3
333,low,HC03_VC130_3,HC03_VC131_1,HC03_VC132_1,HC03_VC133_4,HC03_VC134_1,HC03_VC135_3,HC03_VC136_4,HC03_VC140_4,HC03_VC141_4,HC03_VC142_1
334,low,HC03_VC130_1,HC03_VC131_2,HC03_VC132_2,HC03_VC133_1,HC03_VC134_4,HC03_VC135_3,HC03_VC136_2,HC03_VC140_1,HC03_VC141_1,HC03_VC142_4
335,low,HC03_VC130_2,HC03_VC131_2,HC03_VC132_2,HC03_VC133_1,HC03_VC134_4,HC03_VC135_1,HC03_VC136_3,HC03_VC140_2,HC03_VC141_2,HC03_VC142_2
336,low,HC03_VC130_3,HC03_VC131_3,HC03_VC132_3,HC03_VC133_2,HC03_VC134_2,HC03_VC135_1,HC03_VC136_1,HC03_VC140_2,HC03_VC141_3,HC03_VC142_1
337,low,HC03_VC130_1,HC03_VC131_3,HC03_VC132_3,HC03_VC133_1,HC03_VC134_4,HC03_VC135_3,HC03_VC136_2,HC03_VC140_1,HC03_VC141_1,HC03_VC142_3
338,low,HC03_VC130_4,HC03_VC131_3,HC03_VC132_3,HC03_VC133_3,HC03_VC134_1,HC03_VC135_2,HC03_VC136_1,HC03_VC140_3,HC03_VC141_4,HC03_VC142_1
339,low,HC03_VC130_1,HC03_VC131_2,HC03_VC132_2,HC03_VC133_1,HC03_VC134_4,HC03_VC135_3,HC03_VC136_3,HC03_VC140_1,HC03_VC141_2,HC03_VC142_3
340,low,HC03_VC130_1,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_4,HC03_VC135_3,HC03_VC136_4,HC03_VC140_3,HC03_VC141_1,HC03_VC142_4
341,low,HC03_VC130_3,HC03_VC131_1,HC03_VC132_2,HC03_VC133_2,HC03_VC134_2,HC03_VC135_1,HC03_VC136_4,HC03_VC140_4,HC03_VC141_2,HC03_VC142_3
342,low,HC03_VC130_3,HC03_VC131_4,HC03_VC132_4,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_2,HC03_VC141_1,HC03_VC142_4
343,low,HC03_VC130_4,HC03_VC131_1,HC03_VC132_1,HC03_VC133_3,HC03_VC134_2,HC03_VC135_2,HC03_VC136_4,HC03_VC140_4,HC03_VC141_4,HC03_VC142_1
344,low,HC03_VC130_3,HC03_VC131_2,HC03_VC132_2,HC03_VC133_2,HC03_VC134_2,HC03_VC135_1,HC03_VC136_3,HC03_VC140_3,HC03_VC141_1,HC03_VC142_4
345,low,HC03_VC130_2,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_4,HC03_VC135_3,HC03_VC136_4,HC03_VC140_3,HC03_VC141_1,HC03_VC142_3
346,low,HC03_VC130_1,HC03_VC131_3,HC03_VC132_3,HC03_VC133_1,HC03_VC134_4,HC03_VC135_3,HC03_VC136_2,HC03_VC140_1,HC03_VC141_1,HC03_VC142_4
347,low,HC03_VC130_4,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_3,HC03_VC135_3,HC03_VC136_4,HC03_VC140_4,HC03_VC141_2,HC03_VC142_3
348,low,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_2,HC03_VC142_3
349,low,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_3,HC03_VC142_2
350,low,HC03_VC130_3,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_3,HC03_VC135_2,HC03_VC136_4,HC03_VC140_4,HC03_VC141_3,HC03_VC142_2
351,low,HC03_VC130_2,HC03_VC131_4,HC03_VC132_3,HC03_VC133_3,HC03_VC134_1,HC03_VC135_2,HC03_VC136_1,HC03_VC140_1,HC03_VC141_4,HC03_VC142_1
352,low,HC03_VC130_1,HC03_VC131_3,HC03_VC132_4,HC03_VC133_3,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_3,HC03_VC142_2
353,low,HC03_VC130_1,HC03_VC131_3,HC03_VC132_3,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_2,HC03_VC142_3
354,low,HC03_VC130_1,HC03_VC131_2,HC03_VC132_2,HC03_VC133_1,HC03_VC134_4,HC03_VC135_2,HC03_VC136_2,HC03_VC140_1,HC03_VC141_2,HC03_VC142_3
355,low,HC03_VC130_3,HC03_VC131_4,HC03_VC132_4,HC03_VC133_3,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_2,HC03_VC141_3,HC03_VC142_2
356,low,HC03_VC130_2,HC03_VC131_2,HC03_VC132_2,HC03_VC133_3,HC03_VC134_2,HC03_VC135_2,HC03_VC136_3,HC03_VC140_2,HC03_VC141_1,HC03_VC142_4
357,low,HC03_VC130_4,HC03_VC131_2,HC03_VC132_2,HC03_VC133_1,HC03_VC134_3,HC03_VC135_2,HC03_VC136_2,HC03_VC140_3,HC03_VC141_2,HC03_VC142_2
358,low,HC03_VC130_3,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_3,HC03_VC135_4,HC03_VC136_3,HC03_VC140_3,HC03_VC141_4,HC03_VC142_1
359,low,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_4,HC03_VC134_2,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_1,HC03_VC142_3
360,low,HC03_VC130_2,HC03_VC131_4,HC03_VC132_4,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_1,HC03_VC142_4
361,low,HC03_VC130_2,HC03_VC131_2,HC03_VC132_1,HC03_VC133_2,HC03_VC134_2,HC03_VC135_3,HC03_VC136_3,HC03_VC140_2,HC03_VC141_1,HC03_VC142_3
362,low,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_2,HC03_VC142_3
363,low,HC03_VC130_3,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_3,HC03_VC135_3,HC03_VC136_3,HC03_VC140_3,HC03_VC141_1,HC03_VC142_4
364,low,HC03_VC130_2,HC03_VC131_3,HC03_VC132_3,HC03_VC133_3,HC03_VC134_2,HC03_VC135_1,HC03_VC136_1,HC03_VC140_2,HC03_VC141_3,HC03_VC142_2
365,low,HC03_VC130_3,HC03_VC131_3,HC03_VC132_3,HC03_VC133_3,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_2,HC03_VC141_3,HC03_VC142_2
366,low,HC03_VC130_3,HC03_VC131_1,HC03_VC132_1,HC03_VC133_3,HC03_VC134_1,HC03_VC135_3,HC03_VC136_4,HC03_VC140_4,HC03_VC141_3,HC03_VC142_1
367,low,HC03_VC130_1,HC03_VC131_2,HC03_VC132_2,HC03_VC133_3,HC03_VC134_2,HC03_VC135_2,HC03_VC136_2,HC03_VC140_1,HC03_VC141_2,HC03_VC142_3
368,low,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_4,HC03_VC142_1
369,low,HC03_VC130_1,HC03_VC131_2,HC03_VC132_2,HC03_VC133_2,HC03_VC134_3,HC03_VC135_2,HC03_VC136_2,HC03_VC140_2,HC03_VC141_2,HC03_VC142_2
370,low,HC03_VC130_2,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_4,HC03_VC135_4,HC03_VC136_4,HC03_VC140_3,HC03_VC141_1,HC03_VC142_4
371,low,HC03_VC130_4,HC03_VC131_1,HC03_VC132_1,HC03_VC133_3,HC03_VC134_2,HC03_VC135_3,HC03_VC136_4,HC03_VC140_4,HC03_VC141_4,HC03_VC142_1
372,low,HC03_VC130_3,HC03_VC131_2,HC03_VC132_2,HC03_VC133_4,HC03_VC134_1,HC03_VC135_3,HC03_VC136_2,HC03_VC140_3,HC03_VC141_1,HC03_VC142_4
373,low,HC03_VC130_2,HC03_VC131_1,HC03_VC132_1,HC03_VC133_2,HC03_VC134_2,HC03_VC135_3,HC03_VC136_4,HC03_VC140_3,HC03_VC141_1,HC03_VC142_4
374,low,HC03_VC130_4,HC03_VC131_3,HC03_VC132_3,HC03_VC133_2,HC03_VC134_3,HC03_VC135_2,HC03_VC136_2,HC03_VC140_4,HC03_VC141_3,HC03_VC142_1
375,low,HC03_VC130_4,HC03_VC131_1,HC03_VC132_3,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_3,HC03_VC140_4,HC03_VC141_1,HC03_VC142_4
376,low,HC03_VC130_3,HC03_VC131_1,HC03_VC132_1,HC03_VC133_4,HC03_VC134_1,HC03_VC135_4,HC03_VC136_4,HC03_VC140_4,HC03_VC141_1,HC03_VC142_4
377,low,HC03_VC130_4,HC03_VC131_1,HC03_VC132_1,HC03_VC133_2,HC03_VC134_2,HC03_VC135_4,HC03_VC136_4,HC03_VC140_4,HC03_VC141_4,HC03_VC142_1
378,low,HC03_VC130_4,HC03_VC131_3,HC03_VC132_3,HC03_VC133_2,HC03_VC134_2,HC03_VC135_3,HC03_VC136_1,HC03_VC140_3,HC03_VC141_4,HC03_VC142_1
379,low,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_1,HC03_VC142_4
380,low,HC03_VC130_2,HC03_VC131_3,HC03_VC132_2,HC03_VC133_3,HC03_VC134_2,HC03_VC135_2,HC03_VC136_2,HC03_VC140_2,HC03_VC141_2,HC03_VC142_3
381,low,HC03_VC130_2,HC03_VC131_2,HC03_VC132_2,HC03_VC133_3,HC03_VC134_2,HC03_VC135_2,HC03_VC136_3,HC03_VC140_3,HC03_VC141_3,HC03_VC142_1
382,low,HC03_VC130_4,HC03_VC131_3,HC03_VC132_2,HC03_VC133_3,HC03_VC134_2,HC03_VC135_3,HC03_VC136_2,HC03_VC140_4,HC03_VC141_3,HC03_VC142_1
383,low,HC03_VC130_4,HC03_VC131_1,HC03_VC132_1,HC03_VC133_3,HC03_VC134_2,HC03_VC135_3,HC03_VC136_4,HC03_VC140_4,HC03_VC141_1,HC03_VC142_4
384,low,HC03_VC130_4,HC03_VC131_1,HC03_VC132_1,HC03_VC133_2,HC03_VC134_2,HC03_VC135_3,HC03_VC136_4,HC03_VC140_4,HC03_VC141_3,HC03_VC142_2
385,low,HC03_VC130_4,HC03_VC131_2,HC03_VC132_3,HC03_VC133_1,HC03_VC134_3,HC03_VC135_1,HC03_VC136_2,HC03_VC140_4,HC03_VC141_1,HC03_VC142_4
386,low,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_2,HC03_VC142_3
387,low,HC03_VC130_3,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_4,HC03_VC135_4,HC03_VC136_4,HC03_VC140_4,HC03_VC141_1,HC03_VC142_4
388,low,HC03_VC130_2,HC03_VC131_2,HC03_VC132_2,HC03_VC133_2,HC03_VC134_3,HC03_VC135_3,HC03_VC136_3,HC03_VC140_3,HC03_VC141_1,HC03_VC142_3
389,low,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_1,HC03_VC142_3
390,low,HC03_VC130_3,HC03_VC131_1,HC03_VC132_1,HC03_VC133_2,HC03_VC134_2,HC03_VC135_4,HC03_VC136_4,HC03_VC140_4,HC03_VC141_3,HC03_VC142_1
391,low,HC03_VC130_2,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_3,HC03_VC135_3,HC03_VC136_3,HC03_VC140_3,HC03_VC141_1,HC03_VC142_4
392,low,HC03_VC130_2,HC03_VC131_2,HC03_VC132_2,HC03_VC133_2,HC03_VC134_3,HC03_VC135_2,HC03_VC136_3,HC03_VC140_2,HC03_VC141_2,HC03_VC142_2
393,low,HC03_VC130_3,HC03_VC131_4,HC03_VC132_4,HC03_VC133_3,HC03_VC134_2,HC03_VC135_1,HC03_VC136_1,HC03_VC140_2,HC03_VC141_4,HC03_VC142_1
394,low,HC03_VC130_2,HC03_VC131_3,HC03_VC132_3,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_1,HC03_VC142_4
395,low,HC03_VC130_4,HC03_VC131_1,HC03_VC132_1,HC03_VC133_3,HC03_VC134_1,HC03_VC135_4,HC03_VC136_4,HC03_VC140_4,HC03_VC141_3,HC03_VC142_1
396,low,HC03_VC130_2,HC03_VC131_4,HC03_VC132_4,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_4,HC03_VC142_1
